"","SiteName","SampleName","SampleDate","Left Bank","Right Bank"
"486","09DEE2208","09DEE2208_21","2021-10-07 16:20:00.0000000",5,9
"487","09DEE2211","09DEE2211_18","2018-08-23 16:40:00.0000000",2,1
"488","09DEE2211","09DEE2211_19","2019-08-19 16:20:00.0000000",6,7
"489","09DEE2211","09DEE2211_20","2020-08-06 16:35:00.0000000",8,8
"490","09DEE2211","09DEE2211_21","2021-07-28 17:00:00.0000000",7,7
"491","09DEE2294","09DEE2294_19","2019-09-30 16:15:00.0000000",7,9
"492","09DEE2294","09DEE2294_20","2020-09-30 16:30:00.0000000",6,9
"493","09DEE2294","09DEE2294_21","2021-10-06 15:05:00.0000000",9,9
"494","09DUW0091","09DUW0091_18","2018-09-19 15:40:00.0000000",7,4
"495","09DUW0091","09DUW0091_19","2019-07-23 19:30:00.0000000",1,5
"496","09DUW0091","09DUW0091_20","2020-07-28 15:30:00.0000000",5,3
"497","09DUW0091","09DUW0091_21","2021-07-28 16:15:00.0000000",3,2
"498","09DUW0225","09DUW0225_18","2018-08-15 15:56:00.0000000",8,6
"499","09DUW0225","09DUW0225_19","2019-07-23 15:45:00.0000000",8,8
"500","09DUW0225","09DUW0225_20","2020-07-22 22:15:00.0000000",5,5
"501","09DUW0225","09DUW0225_21","2021-07-28 19:30:00.0000000",7,3
"502","09DUW0277","09DUW0277_18","2018-08-20 20:00:00.0000000",7,7
"503","09DUW0277","09DUW0277_19","2019-08-12 19:20:00.0000000",9,9
"504","09DUW0277","09DUW0277_20","2020-08-24 20:30:00.0000000",9,9
"505","09DUW0277","09DUW0277_21","2021-08-18 18:30:00.0000000",9,9
"506","09JEN1318","09JEN1318_18","2018-08-23 20:30:00.0000000",7,7
"507","09JEN1318","09JEN1318_19","2019-09-05 20:15:00.0000000",7,6
"508","09JEN1318","09JEN1318_20","2020-07-23 20:30:00.0000000",4,4
"509","09JEN1318","09JEN1318_21","2021-08-02 20:30:00.0000000",6,5
"510","09JEN1357","09JEN1357_18","2018-08-23 19:00:00.0000000",6,4
"511","09JEN1357","09JEN1357_19","2019-09-24 20:00:00.0000000",6,5
"512","09JEN1357","09JEN1357_20","2020-08-17 22:00:00.0000000",8,6
"513","09JEN1357","09JEN1357_21","2021-08-02 22:15:00.0000000",8,7
"514","09LOW0325","09LOW0325_18","2018-08-15 18:10:00.0000000",9,10
"515","09LOW0325","09LOW0325_19","2019-09-10 15:15:00.0000000",5,5
"516","09LOW0325","09LOW0325_20","2020-08-24 22:10:00.0000000",8,8
"517","09LOW0325","09LOW0325_21","2021-10-04 22:15:00.0000000",4,4
"518","09LOW0751","09LOW0751_18","2018-10-04 15:15:00.0000000",6,4
"519","09LOW0751","09LOW0751_19","2019-09-05 18:15:00.0000000",9,8
"520","09LOW0751","09LOW0751_20","2020-10-01 18:30:00.0000000",7,7
"521","09LOW0751","09LOW0751_21","2021-10-06 18:00:00.0000000",6,8
"522","09LOW0753","09LOW0753_18","2018-08-09 19:32:00.0000000",4,5
"523","09LOW0753","09LOW0753_19","2019-09-05 16:15:00.0000000",8,7
"524","09LOW0753","09LOW0753_20","2020-08-05 19:10:00.0000000",2,3
"525","09LOW0753","09LOW0753_21","2021-08-12 16:00:00.0000000",6,6
"526","09MID1374","09MID1374_18","2018-08-23 22:00:00.0000000",4,7
"527","09MID1374","09MID1374_19","2019-08-07 16:00:00.0000000",9,7
"528","09MID1374","09MID1374_20","2020-07-29 17:30:00.0000000",4,5
"529","09MID1374","09MID1374_21","2021-09-21 17:00:00.0000000",7,6
"530","09MID1537","09MID1537_18","2018-09-06 18:50:00.0000000",3,4
"531","09MID1537","09MID1537_19","2019-09-26 17:30:00.0000000",6,7
"532","09MID1537","09MID1537_20","2020-09-22 20:00:00.0000000",2,2
"533","09MID1744","09MID1744_18","2018-10-05 19:00:00.0000000",6,5
"534","09MID1744","09MID1744_19","2019-09-11 18:15:00.0000000",7,8
"535","09MID1744","09MID1744_20","2020-09-29 20:25:00.0000000",3,4
"536","09MID1744","09MID1744_21","2021-08-05 20:15:00.0000000",5,5
"537","09MID1817","09MID1817_18","2018-08-23 20:20:00.0000000",1,2
"538","09MID1817","09MID1817_19","2019-08-13 15:45:00.0000000",1,1
"539","09MID1817","09MID1817_20","2020-08-03 18:15:00.0000000",4,2
"540","09MID1817","09MID1817_21","2021-07-19 21:45:00.0000000",3,2
"541","09MID1958","09MID1958_19","2019-07-29 20:45:00.0000000",5,4
"542","09MID1958","09MID1958_20","2020-09-29 17:45:00.0000000",2,4
"543","09MID1958","09MID1958_21","2021-08-05 16:45:00.0000000",7,6
"544","09MID2426","09MID2426_18","2018-08-23 17:40:00.0000000",5,5
"545","09MID2426","09MID2426_19","2019-09-30 20:15:00.0000000",4,7
"546","09MID2426","09MID2426_20","2020-09-23 16:30:00.0000000",5,9
"547","09MID2426","09MID2426_21","2021-10-05 16:30:00.0000000",7,7
"548","09MIL0340","09MIL0340_18","2018-08-24 15:15:00.0000000",2,5
"549","09MIL0340","09MIL0340_19","2019-09-10 17:15:00.0000000",9,7
"550","09MIL0340","09MIL0340_20","2020-07-22 17:00:00.0000000",9,8
"551","09MIL0340","09MIL0340_21","2021-07-19 16:00:00.0000000",8,3
"552","09MIL0390","09MIL0390_18","2018-08-24 17:40:00.0000000",8,5
"553","09MIL0390","09MIL0390_19","2019-09-24 17:30:00.0000000",5,5
"554","09MIL0390","09MIL0390_20","2020-07-22 18:45:00.0000000",6,6
"555","09MIL0390","09MIL0390_21","2021-07-19 19:15:00.0000000",4,5
"556","09NEW1657","09NEW1657_18","2018-08-23 18:50:00.0000000",8,9
"557","09NEW1657","09NEW1657_19","2019-08-07 20:00:00.0000000",5,9
"558","09NEW1657","09NEW1657_20","2020-10-01 17:53:00.0000000",3,10
"559","09NEW1657","09NEW1657_21","2021-09-15 16:45:00.0000000",2,7
"560","09NEW2076","09NEW2076_19","2019-10-07 16:00:00.0000000",3,2
"561","09NEW2076","09NEW2076_20","2020-10-01 21:00:00.0000000",1,1
"562","09NEW2076","09NEW2076_21","2021-09-21 20:00:00.0000000",3,1
"563","09NEW2102","09NEW2102_18","2018-08-15 16:45:00.0000000",1,3
"564","09NEW2102","09NEW2102_19","2019-10-03 16:15:00.0000000",7,4
"565","09NEW2102","09NEW2102_20","2020-08-06 21:45:00.0000000",2,6
"566","09NEW2102","09NEW2102_21","2021-07-28 21:00:00.0000000",6,2
"567","09NEW2128","09NEW2128_18","2018-09-27 15:55:00.0000000",4,4
"568","09NEW2128","09NEW2128_19","2019-09-10 19:30:00.0000000",5,2
"569","09NEW2128","09NEW2128_20","2020-09-30 18:45:00.0000000",5,3
"570","09NEW2128","09NEW2128_21","2021-07-28 19:30:00.0000000",6,7
"571","09NEW2151","09NEW2151_18","2018-08-23 16:00:00.0000000",3,4
"572","09SOO0943","09SOO0943_18","2018-09-25 21:30:00.0000000",1,3
"573","09SOO0943","09SOO0943_21","2021-08-12 19:15:00.0000000",6,4
"574","09SOO1022","09SOO1022_18","2018-09-24 20:29:00.0000000",7,9
"575","09SOO1022","09SOO1022_19","2019-09-19 20:15:00.0000000",9,6
"576","09SOO1022","09SOO1022_20","2020-10-01 20:45:00.0000000",8,9
"577","09SOO1022","09SOO1022_21","2021-08-04 17:30:00.0000000",7,7
"578","09SOO1130","09SOO1130_18","2018-08-23 17:10:00.0000000",7,8
"579","09SOO1130","09SOO1130_19","2019-08-15 19:00:00.0000000",7,6
"580","09SOO1130","09SOO1130_20","2020-09-02 16:45:00.0000000",5,4
"581","09SOO1130","09SOO1130_21","2021-10-06 20:30:00.0000000",8,9
"582","09SOO1134","09SOO1134_18","2018-08-16 17:00:00.0000000",4,1
"583","09SOO1134","09SOO1134_19","2019-08-15 15:15:00.0000000",7,4
"584","09SOO1134","09SOO1134_20","2020-08-04 16:00:00.0000000",6,4
"585","09SOO1134","09SOO1134_21","2021-08-04 20:30:00.0000000",7,5
"586","09SOO1209","09SOO1209_18","2018-08-21 17:00:00.0000000",6,6
"587","09SOO1209","09SOO1209_19","2019-09-26 19:45:00.0000000",7,7
"588","09SOO1209","09SOO1209_20","2020-10-01 18:15:00.0000000",5,5
"589","09SOO1209","09SOO1209_21","2021-10-07 14:30:00.0000000",9,5
"590","09SOO1283","09SOO1283_18","2018-08-21 18:20:00.0000000",7,9
"591","09SOO1283","09SOO1283_19","2019-09-19 16:15:00.0000000",8,8
"592","09SOO1283","09SOO1283_20","2020-10-06 21:00:00.0000000",8,8
"593","09SOO1283","09SOO1283_21","2021-10-07 16:30:00.0000000",8,7
"594","28A","28A_18","2018-08-29 17:20:00.0000000",7,4
"595","28A","28A_19","2019-09-30 19:00:00.0000000",6,3
"596","28A","28A_20","2020-10-05 20:30:00.0000000",7,4
"597","28A","28A_21","2021-09-13 18:30:00.0000000",4,4
"598","BSE_1_MudMtnRd","BSE_1_MudMtnRd_18","2018-08-23 21:45:00.0000000",6,8
"599","BSE_1_MudMtnRd","BSE_1_MudMtnRd_20","2020-08-31 18:00:00.0000000",5,5
"600","BSE_1_MudMtnRd","BSE_1_MudMtnRd_21","2021-09-01 16:30:00.0000000",7,7
"601","BSE_21_GolfCrs","BSE_21_GolfCrs_18","2018-08-09 17:00:00.0000000",5,7
"602","BSE_21_GolfCrs","BSE_21_GolfCrs_19","2019-09-10 16:45:00.0000000",2,2
"603","BSE_21_GolfCrs","BSE_21_GolfCrs_20","2020-09-02 20:15:00.0000000",4,6
"604","BSE_21_GolfCrs","BSE_21_GolfCrs_21","2021-09-01 21:00:00.0000000",6,7
"605","BSE_8_268hAveSE","BSE_8_268hAveSE_18","2018-10-03 15:34:00.0000000",9,9
"606","BSE_8_268hAveSE","BSE_8_268hAveSE_20","2020-08-31 20:50:00.0000000",6,4
"607","BSE_8_268hAveSE","BSE_8_268hAveSE_21","2021-09-01 19:15:00.0000000",7,5
"608","Miller_Cove","Miller_Cove_18","2018-08-30 16:00:00.0000000",3,5
"609","Miller_Cove","Miller_Cove_19","2019-08-26 17:00:00.0000000",4,5
"610","Miller_Cove","Miller_Cove_20","2020-08-27 16:15:00.0000000",6,2
"611","Miller_Cove","Miller_Cove_21","2021-09-14 16:30:00.0000000",5,6
"612","Miller_SWSSD","Miller_SWSSD_18","2018-08-30 18:00:00.0000000",5,6
"613","Miller_SWSSD","Miller_SWSSD_19","2019-08-26 15:20:00.0000000",6,6
"614","Miller_SWSSD","Miller_SWSSD_20","2020-08-27 18:55:00.0000000",3,4
"615","Miller_SWSSD","Miller_SWSSD_21","2021-09-14 19:50:00.0000000",6,8
"616","VashChris","VashChris_18","2018-09-26 21:50:00.0000000",9,9
"617","VashChris","VashChris_19","2019-09-30 17:45:00.0000000",7,7
"618","VashChris","VashChris_20","2020-10-05 22:00:00.0000000",9,9
"619","VashChris","VashChris_21","2021-09-13 21:00:00.0000000",8,8
"620","VashShing","VashShin_18","2018-08-29 19:19:00.0000000",7,8
"621","VashShing","VashShin_19","2019-09-30 15:45:00.0000000",8,7
"622","VashShing","VashShin_20","2020-09-22 21:20:00.0000000",9,8
"623","VashShing","VashShin_21","2021-09-13 16:30:00.0000000",7,5
"624","WalkerPreserve","WalkerPreserve_18","2018-08-30 21:00:00.0000000",3,3
"625","WalkerPreserve","WalkerPreserve_19","2019-08-26 15:15:00.0000000",1,1
"626","WalkerPreserve","WalkerPreserve_20","2020-08-27 21:15:00.0000000",1,1
"627","WalkerPreserve","WalkerPreserve_21","2021-09-20 16:15:00.0000000",3,3
"628","ZAK","ZAK_21","2021-07-28 16:30:00.0000000",9,9
