"","SiteName","SampleName","SampleDate","BankfulDepth"
"64","09MID1374","09MID1374_18","2018-08-23 22:00:00.0000000",13.4842519685039
"65","09MIL0340","09MIL0340_18","2018-08-24 15:15:00.0000000",12.992125984252
"66","09MIL0390","09MIL0390_18","2018-08-24 17:40:00.0000000",13.0413385826772
"67","08ISS3958","08ISS3958_18","2018-08-27 15:15:00.0000000",12.007874015748
"68","08ISS4730","08ISS4730_18","2018-08-27 17:15:00.0000000",24.8031496062992
"69","08SAM1914","08SAM1914_18","2018-08-27 18:30:00.0000000",10.3346456692913
"70","07RAG018227","07RAG018227_18","2018-08-27 20:30:00.0000000",18.996062992126
"71","08SAM3047","08SAM3047_18","2018-08-27 21:00:00.0000000",10.0393700787402
"72","08SAM2865","08SAM2865_18","2018-08-28 15:45:00.0000000",21.6535433070866
"73","07HAR025863","07HAR025863_18","2018-08-28 17:15:00.0000000",17.7165354330709
"74","08BEA3312","08BEA3312_18","2018-08-28 20:10:00.0000000",8.95669291338583
"75","08WES1340","08WES1340_18","2018-08-28 21:00:00.0000000",13.2874015748031
"76","08CED2433","08CED2433_18","2018-08-29 15:47:00.0000000",13.4842519685039
"77","08ISS4884","08ISS4884_18","2018-08-29 16:30:00.0000000",13.238188976378
"78","28A","28A_18","2018-08-29 17:20:00.0000000",15.3543307086614
"79","07SFS066611","07SFS066611_18","2018-08-29 17:35:00.0000000",11.7125984251969
"80","09BLA0756","09BLA0756_18","2018-08-29 19:00:00.0000000",16.9291338582677
"81","VashShing","VashShin_18","2018-08-29 19:19:00.0000000",15.1574803149606
"82","07PAT228627","07PAT228627_18","2018-08-29 19:50:00.0000000",26.7716535433071
"83","07LMS055075","07LMS055075_18","2018-08-29 20:51:00.0000000",16.0433070866142
"84","08EVA3642","08EVA3642_18","2018-08-30 15:13:00.0000000",9.64566929133858
"85","Miller_Cove","Miller_Cove_18","2018-08-30 16:00:00.0000000",14.7637795275591
"86","08CED4192","08CED4192_18","2018-08-30 16:40:00.0000000",20.3248031496063
"87","08EVA3640","08EVA3640_18","2018-08-30 17:05:00.0000000",21.4566929133858
"88","Miller_SWSSD","Miller_SWSSD_18","2018-08-30 18:00:00.0000000",15.6003937007874
"89","08EVA3813","08EVA3813_18","2018-08-30 20:40:00.0000000",8.56299212598425
"90","WalkerPreserve","WalkerPreserve_18","2018-08-30 21:00:00.0000000",13.8779527559055
"91","08CED5032","08CED5032_18","2018-08-30 21:36:00.0000000",17.7165354330709
"92","08EAS2272","08EAS2272_18","2018-08-31 19:50:00.0000000",18.2086614173228
"93","07PAT231079","07PAT231079_18","2018-09-05 15:45:00.0000000",7.18503937007874
"94","09DEE2208","09DEE2208_18","2018-09-06 16:10:00.0000000",21.998031496063
"95","07GRN022903","07GRN022903_18","2018-09-06 16:38:00.0000000",16.0433070866142
"96","09MID1537","09MID1537_18","2018-09-06 18:50:00.0000000",12.4507874015748
"97","07PAT187623","07PAT187623_18","2018-09-06 19:08:00.0000000",15.255905511811
"98","07RAG004615","07RAG004615_18","2018-09-06 20:52:00.0000000",29.5275590551181
"99","08SAM2855","08SAM2855_18","2018-09-10 16:00:00.0000000",10.5807086614173
"100","08LIT2585","08LIT2585_18","2018-09-10 17:50:00.0000000",32.8740157480315
"101","08LIT2682","08LIT2682_18","2018-09-10 20:45:00.0000000",30.1673228346457
"102","09COV1756","09COV1756_18","2018-09-11 18:45:00.0000000",23.6220472440945
"103","07RAG042787","07RAG042787_18","2018-09-12 16:50:00.0000000",26.7224409448819
"104","07SFS011059","07SFS011059_18","2018-09-12 20:45:00.0000000",35.0393700787402
"105","08ISS4724","08ISS4724_18","2018-09-12 21:00:00.0000000",24.1633858267717
"106","08NOR1370","08NOR1370_18","2018-09-13 15:19:00.0000000",35.8759842519685
"107","08NOR1362","08NOR1362_18","2018-09-13 17:50:00.0000000",34.744094488189
"108","08NOR1750","08NOR1750_18","2018-09-13 20:15:00.0000000",23.8188976377953
"109","08NOR2306","08NOR2306_18","2018-09-13 21:06:00.0000000",24.1633858267717
"110","08LIT2781","08LIT2781_18","2018-09-17 15:30:00.0000000",17.1259842519685
"111","08CED5046","08CED5046_18","2018-09-17 16:32:00.0000000",10.1377952755906
"112","08EAS1536","08EAS1536_18","2018-09-17 21:00:00.0000000",13.5826771653543
"113","07TKL072439","07TKL072439_18","2018-09-17 21:22:00.0000000",9.79330708661417
"114","07SFS009443","07SFS009443_18","2018-09-18 17:00:00.0000000",18.7992125984252
"115","07SFS041891","07SFS041891_18","2018-09-18 17:23:00.0000000",34.2027559055118
"116","07SFS011475","07SFS011475_18","2018-09-18 19:30:00.0000000",35.3346456692913
"117","07LMS103591","07LMS103591_18","2018-09-18 21:15:00.0000000",38.9763779527559
"118","09DUW0091","09DUW0091_18","2018-09-19 15:40:00.0000000",16.8307086614173
"119","08BEA3737","08BEA3737_18","2018-09-19 16:30:00.0000000",11.9094488188976
"120","07LST069191","07LST069191_18","2018-09-19 17:11:00.0000000",10.4330708661417
"121","08BEA3650","08BEA3650_18","2018-09-19 17:55:00.0000000",20.4724409448819
"122","08BEA3321","08BEA3321_18","2018-09-19 19:56:00.0000000",17.0275590551181
"123","07LNT163403","07LNT163403_18","2018-09-19 20:48:00.0000000",19.488188976378
"124","08WES1037","08WES1037_18","2018-09-19 21:30:00.0000000",5.85629921259843
"125","09COV1862","09COV1862_18","2018-09-20 07:00:00.0000000",16.6338582677165
"126","07LNT062039","07LNT062039_18","2018-09-20 17:30:00.0000000",42.4212598425197
"127","09COV1864","09COV1864_18","2018-09-20 19:18:00.0000000",9.84251968503937
"128","07LNT130827","07LNT130827_18","2018-09-20 21:30:00.0000000",47.7362204724409
"129","08SAM2674","08SAM2674_18","2018-09-21 16:45:00.0000000",11.2204724409449
"130","08EAS2191","08EAS2191_18","2018-09-24 15:35:00.0000000",10.4330708661417
"131","07PAT001415","07PAT001415_18","2018-09-24 16:21:00.0000000",11.8110236220472
"132","08EAS2546","08EAS2546_18","2018-09-24 17:40:00.0000000",7.92322834645669
"133","07PAT166087","07PAT166087_18","2018-09-24 17:50:00.0000000",12.7952755905512
"134","09SOO1022","09SOO1022_18","2018-09-24 20:29:00.0000000",14.4685039370079
"135","08LAK3627","08LAK3627_18","2018-09-25 16:15:00.0000000",10.5807086614173
"136","07CHR070059","07CHR070059_18","2018-09-25 17:12:00.0000000",14.4685039370079
"137","08LAK3628","08LAK3628_18","2018-09-25 17:50:00.0000000",12.007874015748
"138","07CHR234411","07CHR234411_18","2018-09-25 21:15:00.0000000",30.511811023622
"139","09SOO0943","09SOO0943_18","2018-09-25 21:30:00.0000000",9.1742125984252
"140","07STL184007","07STL184007_18","2018-09-26 16:30:00.0000000",24.1141732283465
"141","07CHR045515","07CHR045515_18","2018-09-26 19:45:00.0000000",24.0157480314961
"142","VashChris","VashChris_18","2018-09-26 21:50:00.0000000",11.1220472440945
"143","09NEW2128","09NEW2128_18","2018-09-27 15:55:00.0000000",28.001968503937
"144","08BEA3747","08BEA3747_18","2018-09-27 16:24:00.0000000",14.9606299212598
"145","09COV1418","09COV1418_18","2018-09-27 18:30:00.0000000",33.9763779527559
"146","07LNT075179","07LNT075179_18","2018-09-28 18:30:00.0000000",26.2795275590551
"147","07RAG022147","07RAG022147_18","2018-10-01 16:30:00.0000000",24.507874015748
"148","07RAG002867","07RAG002867_18","2018-10-01 20:15:00.0000000",14.6161417322835
"149","08LIT2685","08LIT2685_18","2018-10-02 16:00:00.0000000",22.0472440944882
"150","08NOR2115","08NOR2115_18","2018-10-02 18:05:00.0000000",20.2755905511811
"151","08WES1490","08WES1490_18","2018-10-02 18:20:00.0000000",11.5157480314961
"152","08WES1579","08WES1579_18","2018-10-02 20:30:00.0000000",7.18503937007874
"153","BSE_8_268hAveSE","BSE_8_268hAveSE_18","2018-10-03 15:34:00.0000000",19.3897637795276
"154","09LOW0751","09LOW0751_18","2018-10-04 15:15:00.0000000",12.3031496062992
"155","08LAK3880","08LAK3880_18","2018-10-04 18:40:00.0000000",27.0669291338583
"156","09MID1744","09MID1744_18","2018-10-05 19:00:00.0000000",20.2755905511811
"157","07TKL047047","07TKL047047_18","2018-10-08 16:40:00.0000000",23.2283464566929
"158","08BEA3312","08BEA3312_19","2019-06-16 16:13:00.0000000",9.64566929133858
"159","08ISS3877","08ISS3877_19","2019-07-15 16:00:00.0000000",23.0807086614173
"160","08BEA3737","08BEA3737_19","2019-07-16 19:30:00.0000000",8.56299212598425
"161","08BEA3474","08BEA3474_19","2019-07-17 15:11:00.0000000",25.6889763779528
"162","08LIT2682","08LIT2682_19","2019-07-17 18:30:00.0000000",41.1417322834646
"163","08EAS1536","08EAS1536_19","2019-07-18 15:10:00.0000000",8.46456692913386
"164","09COV1862","09COV1862_19","2019-07-18 15:30:00.0000000",9.3503937007874
"165","08ISS3962","08ISS3962_19","2019-07-18 16:50:00.0000000",28.8385826771654
"166","08WES1178","08WES1178_19","2019-07-18 18:10:00.0000000",11.3188976377953
"167","09COV1864","09COV1864_19","2019-07-18 18:56:00.0000000",7.7755905511811
"168","08WES0905","08WES0905_19","2019-07-18 21:30:00.0000000",9.54724409448819
"169","07PAT166087","07PAT166087_19","2019-07-22 16:37:00.0000000",18.503937007874
"170","07TKL072439","07TKL072439_19","2019-07-22 18:35:00.0000000",18.011811023622
"171","08ISS4748","08ISS4748_19","2019-07-22 19:50:00.0000000",26.0826771653543
"172","09DUW0225","09DUW0225_19","2019-07-23 15:45:00.0000000",11.8110236220472
"173","08CED4192","08CED4192_19","2019-07-23 16:00:00.0000000",23.0314960629921
"174","09DUW0091","09DUW0091_19","2019-07-23 19:30:00.0000000",12.1062992125984
"175","08ISS4735","08ISS4735_19","2019-07-23 20:00:00.0000000",10.5314960629921
"176","08SAM2855","08SAM2855_19","2019-07-25 19:00:00.0000000",8.56299212598425
"177","07RAG004615","07RAG004615_19","2019-07-29 15:30:00.0000000",33.9566929133858
"178","08ISS4884","08ISS4884_19","2019-07-29 16:00:00.0000000",14.4685039370079
"179","07RAG018227","07RAG018227_19","2019-07-29 18:30:00.0000000",16.4370078740157
"180","08ISS4294","08ISS4294_19","2019-07-29 18:45:00.0000000",14.8622047244094
"181","09MID1958","09MID1958_19","2019-07-29 20:45:00.0000000",14.9606299212598
"182","08ISS4730","08ISS4730_19","2019-07-29 22:00:00.0000000",20.3740157480315
"183","08CED5032","08CED5032_19","2019-07-31 16:00:00.0000000",21.1614173228346
"184","08CED4975","08CED4975_19","2019-07-31 17:30:00.0000000",6.69291338582677
"185","08CED5046","08CED5046_19","2019-07-31 20:00:00.0000000",13.0216535433071
"186","08CED2898","08CED2898_19","2019-08-01 15:12:00.0000000",6.10236220472441
"187","07SFS066611","07SFS066611_19","2019-08-01 16:15:00.0000000",11.1220472440945
"188","08CED2518","08CED2518_19","2019-08-01 17:30:00.0000000",9.64566929133858
"189","07LMS055075","07LMS055075_19","2019-08-01 19:30:00.0000000",13.3858267716535
"190","08CED2711","08CED2711_19","2019-08-01 20:45:00.0000000",9.3503937007874
"191","08LIT2781","08LIT2781_19","2019-08-05 15:45:00.0000000",20.1771653543307
"192","08NOR2306","08NOR2306_19","2019-08-05 19:00:00.0000000",22.9330708661417
"193","08EVA3642","08EVA3642_19","2019-08-06 07:00:00.0000000",7.08661417322835
"194","08SAM2674","08SAM2674_19","2019-08-06 16:45:00.0000000",8.16929133858268
"195","08BEA3650","08BEA3650_19","2019-08-06 17:30:00.0000000",17.6181102362205
"196","08BEA3826","08BEA3826_19","2019-08-06 17:40:00.0000000",10.0393700787402
"197","08BEA3914","08BEA3914_19","2019-08-06 19:25:00.0000000",8.46456692913386
"198","08NOR1362","08NOR1362_19","2019-08-06 19:40:00.0000000",31.003937007874
"199","08LAK3121","08LAK3121_19","2019-08-06 20:17:00.0000000",8.85826771653543
"200","07RAG002867","07RAG002867_19","2019-08-07 15:45:00.0000000",12.7952755905512
"201","09MID1374","09MID1374_19","2019-08-07 16:00:00.0000000",9.64566929133858
"202","07RAG043443","07RAG043443_19","2019-08-07 18:45:00.0000000",28.0511811023622
"203","09NEW1657","09NEW1657_19","2019-08-07 20:00:00.0000000",27.8543307086614
"204","08EVA3637","08EVA3637_19","2019-08-08 16:00:00.0000000",5.90551181102362
"205","07CHR045515","07CHR045515_19","2019-08-08 16:30:00.0000000",15.9448818897638
"206","08LAK3879","08LAK3879_19","2019-08-12 15:15:00.0000000",12.4015748031496
"207","07TKL047047","07TKL047047_19","2019-08-12 15:30:00.0000000",17.4212598425197
"208","07PAT001415","07PAT001415_19","2019-08-12 18:30:00.0000000",8.56299212598425
"209","09DUW0277","09DUW0277_19","2019-08-12 19:20:00.0000000",9.15354330708661
"210","09MID1817","09MID1817_19","2019-08-13 15:45:00.0000000",10.5314960629921
"211","09COV1756","09COV1756_19","2019-08-13 19:47:00.0000000",18.2086614173228
"212","07LMS033235","07LMS033235_19","2019-08-14 16:05:00.0000000",17.1259842519685
"213","07RAG022147","07RAG022147_19","2019-08-14 17:15:00.0000000",10.6299212598425
"214","09SOO1134","09SOO1134_19","2019-08-15 15:15:00.0000000",26.1811023622047
"215","09SOO1130","09SOO1130_19","2019-08-15 19:00:00.0000000",23.7795275590551
"216","08BEA3747","08BEA3747_19","2019-08-19 15:45:00.0000000",17.4212598425197
"217","09DEE2211","09DEE2211_19","2019-08-19 16:20:00.0000000",14.0748031496063
"218","08BEA3571","08BEA3571_19","2019-08-19 18:45:00.0000000",15.8464566929134
"219","08NOR1750","08NOR1750_19","2019-08-19 21:15:00.0000000",14.5669291338583
"220","07HAR025863","07HAR025863_19","2019-08-20 15:54:00.0000000",12.5984251968504
"221","08EAS2546","08EAS2546_19","2019-08-20 17:45:00.0000000",6.79133858267716
"222","07GRN022903","07GRN022903_19","2019-08-20 18:39:00.0000000",14.0748031496063
"223","08EAS1964","08EAS1964_19","2019-08-20 21:00:00.0000000",16.9291338582677
"224","08LAK3628","08LAK3628_19","2019-08-22 15:15:00.0000000",8.95669291338583
"225","07STL080295","07STL080295_19","2019-08-22 17:30:00.0000000",46.6535433070866
"226","08NOR1370","08NOR1370_19","2019-08-22 19:30:00.0000000",32.2834645669291
"227","07CHR234411","07CHR234411_19","2019-08-22 21:15:00.0000000",24.6062992125984
"228","WalkerPreserve","WalkerPreserve_19","2019-08-26 15:15:00.0000000",13.3858267716535
"229","Miller_SWSSD","Miller_SWSSD_19","2019-08-26 15:20:00.0000000",15.4527559055118
"230","Miller_Cove","Miller_Cove_19","2019-08-26 17:00:00.0000000",14.4685039370079
"231","08WES1340","08WES1340_19","2019-08-26 18:15:00.0000000",11.4173228346457
"232","08SAM2865","08SAM2865_19","2019-08-27 15:30:00.0000000",12.007874015748
"233","07LNT163403","07LNT163403_19","2019-08-27 16:30:00.0000000",21.5551181102362
"234","07SFS041891","07SFS041891_19","2019-08-27 20:27:00.0000000",42.2244094488189
"235","07PAT187623","07PAT187623_19","2019-08-28 15:45:00.0000000",33.759842519685
"236","08SAM3047","08SAM3047_19","2019-08-28 16:15:00.0000000",6.49606299212598
"237","07PAT231079","07PAT231079_19","2019-08-28 17:53:00.0000000",8.07086614173228
"238","09BLA0768","09BLA0768_19","2019-08-28 18:20:00.0000000",13.3858267716535
"239","08WES0622","08WES0622_19","2019-08-28 20:05:00.0000000",6.88976377952756
"240","09DEE2208","09DEE2208_19","2019-08-28 21:00:00.0000000",34.0551181102362
"241","08LAK3540","08LAK3540_19","2019-08-29 15:15:00.0000000",9.64566929133858
"242","08ISS3958","08ISS3958_19","2019-08-29 16:15:00.0000000",4.7244094488189
"243","08ISS4573","08ISS4573_19","2019-08-29 18:00:00.0000000",9.84251968503937
"244","07CHR070059","07CHR070059_19","2019-09-03 16:00:00.0000000",12.7952755905512
"245","07GRN077319","07GRN077319_19","2019-09-03 18:00:00.0000000",18.8976377952756
"246","09BLA0817","09BLA0817_19","2019-09-04 18:55:00.0000000",6.49606299212598
"247","08EAS2058","08EAS2058_19","2019-09-04 21:10:00.0000000",13.8779527559055
"248","09LOW0753","09LOW0753_19","2019-09-05 16:15:00.0000000",5.90551181102362
"249","07LMS026663","07LMS026663_19","2019-09-05 17:15:00.0000000",63.9763779527559
"250","09LOW0751","09LOW0751_19","2019-09-05 18:15:00.0000000",11.3188976377953
"251","07LMS103591","07LMS103591_19","2019-09-05 19:45:00.0000000",25.1968503937008
"252","09JEN1318","09JEN1318_19","2019-09-05 20:15:00.0000000",21.6535433070866
"253","08LAK3699","08LAK3699_19","2019-09-09 18:15:00.0000000",12.5984251968504
"254","09LOW0325","09LOW0325_19","2019-09-10 15:15:00.0000000",11.4173228346457
"255","BSE_21_GolfCrs","BSE_21_GolfCrs_19","2019-09-10 16:45:00.0000000",21.1614173228346
"256","09MIL0340","09MIL0340_19","2019-09-10 17:15:00.0000000",10.7283464566929
"257","08EVA3813","08EVA3813_19","2019-09-10 18:15:00.0000000",8.95669291338583
"258","09NEW2128","09NEW2128_19","2019-09-10 19:30:00.0000000",15.6496062992126
"259","08EAS2446","08EAS2446_19","2019-09-11 15:24:00.0000000",12.1062992125984
"260","08EAS2540","08EAS2540_19","2019-09-11 17:30:00.0000000",6.10236220472441
"261","09MID1744","09MID1744_19","2019-09-11 18:15:00.0000000",10.4330708661417
"262","08LAK2827","08LAK2827_19","2019-09-11 20:00:00.0000000",6.10236220472441
"263","07SFS011475","07SFS011475_19","2019-09-12 15:30:00.0000000",43.6023622047244
"264","09COV1165","09COV1165_19","2019-09-12 15:30:00.0000000",24.3110236220472
"265","07LMS093027","07LMS093027_19","2019-09-12 17:15:00.0000000",44.3897637795276
"266","07SFS011059","07SFS011059_19","2019-09-12 19:30:00.0000000",41.5354330708661
"267","08EVA3640","08EVA3640_19","2019-09-16 15:40:00.0000000",11.7125984251969
"268","08EAS2191","08EAS2191_19","2019-09-16 18:05:00.0000000",11.1220472440945
"269","08LIT2585","08LIT2585_19","2019-09-17 18:00:00.0000000",24.3110236220472
"270","08SAM2862","08SAM2862_19","2019-09-18 16:45:00.0000000",9.44881889763779
"271","08EAS2631","08EAS2631_19","2019-09-18 17:00:00.0000000",18.3070866141732
"272","08SAM3045","08SAM3045_19","2019-09-18 20:00:00.0000000",9.84251968503937
"273","08WES1037","08WES1037_19","2019-09-18 20:15:00.0000000",6.2007874015748
"274","08LAK3880","08LAK3880_19","2019-09-19 14:45:00.0000000",10.7283464566929
"275","07HAR070087","07HAR070087_19","2019-09-19 15:00:00.0000000",12.007874015748
"276","09BLA0771","09BLA0771_19","2019-09-19 15:15:00.0000000",6.2992125984252
"277","09SOO1283","09SOO1283_19","2019-09-19 16:15:00.0000000",19.2913385826772
"278","09COV1418","09COV1418_19","2019-09-19 17:15:00.0000000",10.2362204724409
"279","07SFS009443","07SFS009443_19","2019-09-19 17:45:00.0000000",52.755905511811
"280","09SOO1022","09SOO1022_19","2019-09-19 20:15:00.0000000",14.6653543307087
"281","08LAK3627","08LAK3627_19","2019-09-23 15:15:00.0000000",9.05511811023622
"282","08CED2433","08CED2433_19","2019-09-23 17:15:00.0000000",12.007874015748
"283","08WES1490","08WES1490_19","2019-09-23 19:15:00.0000000",6.00393700787402
"284","09BLA0675","09BLA0675_19","2019-09-24 15:10:00.0000000",13.1889763779528
"285","09MIL0390","09MIL0390_19","2019-09-24 17:30:00.0000000",11.9094488188976
"286","08SAM0000","08SAM0000_19","2019-09-24 19:30:00.0000000",14.1732283464567
"287","09JEN1357","09JEN1357_19","2019-09-24 20:00:00.0000000",20.0787401574803
"288","07PAT228627","07PAT228627_19","2019-09-25 15:30:00.0000000",15.1574803149606
"289","08WES0629","08WES0629_19","2019-09-25 18:30:00.0000000",16.7322834645669
"290","09BLA0716","09BLA0716_19","2019-09-26 15:00:00.0000000",15.8464566929134
"291","09MID1537","09MID1537_19","2019-09-26 17:30:00.0000000",7.97244094488189
"292","09SOO1209","09SOO1209_19","2019-09-26 19:45:00.0000000",13.9763779527559
"293","VashShing","VashShin_19","2019-09-30 15:45:00.0000000",14.7637795275591
"294","09DEE2294","09DEE2294_19","2019-09-30 16:15:00.0000000",19.2913385826772
"295","VashChris","VashChris_19","2019-09-30 17:45:00.0000000",8.36614173228346
"296","28A","28A_19","2019-09-30 19:00:00.0000000",16.3385826771654
"297","09MID2426","09MID2426_19","2019-09-30 20:15:00.0000000",11.2204724409449
"298","08LIT2602","08LIT2602_19","2019-10-01 15:15:00.0000000",10.4330708661417
"299","08BEA3321","08BEA3321_19","2019-10-01 16:00:00.0000000",14.3700787401575
"300","08WES0903","08WES0903_19","2019-10-01 17:15:00.0000000",15.4527559055118
"301","08LIT2692","08LIT2692_19","2019-10-01 17:45:00.0000000",16.4370078740157
"302","08SAM1914","08SAM1914_19","2019-10-01 20:45:00.0000000",7.97244094488189
"303","07LNT075179","07LNT075179_19","2019-10-02 17:15:00.0000000",22.1456692913386
"304","09NEW2102","09NEW2102_19","2019-10-03 16:15:00.0000000",12.992125984252
"305","08EAS2272","08EAS2272_19","2019-10-03 19:30:00.0000000",21.9488188976378
"306","09NEW2076","09NEW2076_19","2019-10-07 16:00:00.0000000",19.7834645669291
"307","08LIT2603","08LIT2603_19","2019-10-07 20:15:00.0000000",13.5826771653543
"308","08ISS4724","08ISS4724_19","2019-10-11 15:15:00.0000000",35.4330708661417
"309","08ISS3877","08ISS3877_20","2020-07-20 17:30:00.0000000",35.5314960629921
"310","08BEA3737","08BEA3737_20","2020-07-21 20:20:00.0000000",10.8267716535433
"311","09MIL0340","09MIL0340_20","2020-07-22 17:00:00.0000000",8.95669291338583
"312","09MIL0390","09MIL0390_20","2020-07-22 18:45:00.0000000",10.0393700787402
"313","09DUW0225","09DUW0225_20","2020-07-22 22:15:00.0000000",9.44881889763779
"314","09COV1165","09COV1165_20","2020-07-23 16:35:00.0000000",23.9173228346457
"315","09JEN1318","09JEN1318_20","2020-07-23 20:30:00.0000000",19.9803149606299
"316","09BLA0675","09BLA0675_20","2020-07-27 17:00:00.0000000",10.9251968503937
"317","08EAS2058","08EAS2058_20","2020-07-27 19:30:00.0000000",32.3818897637795
"318","09BLA0716","09BLA0716_20","2020-07-27 19:45:00.0000000",14.9606299212598
"319","09DUW0091","09DUW0091_20","2020-07-28 15:30:00.0000000",20.1771653543307
