"","Sample.Code","Site.Code","Visit.Date","Year","x50","DD","wtr_year"
"34","08BEA3474_17","08BEA3474",2017-07-27,"2017",5.95000000000005,523.400000000002,2017
"35","08BEA3474_18","08BEA3474",2018-08-14,"2018",11.0500000000001,795.700000000003,2018
"36","08BEA3474_19","08BEA3474",2019-07-17,"2019",7,489.800000000002,2019
"37","08BEA3474_21","08BEA3474",2021-08-26,"2021",8.20000000000005,929.550000000003,2021
"38","08BEA3478/05","08BEA3478",2005-08-09,"2005",9.20000000000005,750.450000000004,2005
"39","08BEA3478/06","08BEA3478",2006-08-30,"2006",3.5,861.900000000003,2006
"40","08BEA3478/08","08BEA3478",2008-08-14,"2008",12.15,606.150000000003,2008
"41","08BEA3478/09","08BEA3478",2009-08-13,"2009",5.45000000000005,762.400000000003,2009
"42","08BEA3478/10","08BEA3478",2010-08-25,"2010",10.35,693.850000000003,2010
"43","08BEA3478_11_R","08BEA3478",2011-08-25,"2011",11.65,610.300000000003,2011
"44","08BEA3478_12","08BEA3478",2012-08-14,"2012",11.75,657.450000000002,2012
"45","08BEA3478_13","08BEA3478",2013-08-21,"2013",8.45000000000005,874.350000000003,2013
"46","08BEA3478_14","08BEA3478",2014-09-03,"2014",5.35000000000002,983.600000000004,2014
"47","08BEA3478_15","08BEA3478",2015-08-26,"2015",10,1097.5,2015
"48","08BEA3478_2003","08BEA3478",2003-08-06,"2003",8.80000000000007,687.000000000003,2003
"49","08BEA3478_2007","08BEA3478",2007-08-28,"2007",6.5,813.900000000003,2007
"50","08BEA3571/05","08BEA3571",2005-08-15,"2005",11.35,759.300000000003,2005
"51","08BEA3571/05-R","08BEA3571",2005-08-15,"2005",11.35,759.300000000003,2005
"52","08BEA3571/06","08BEA3571",2006-08-22,"2006",7.15000000000003,747.950000000003,2006
"53","08BEA3571/08","08BEA3571",2008-08-11,"2008",7.95000000000005,533.100000000002,2008
"54","08BEA3571/09","08BEA3571",2009-08-12,"2009",7.40000000000003,720.850000000002,2009
"55","08BEA3571/10","08BEA3571",2010-08-10,"2010",6.25,511.400000000002,2010
"56","08BEA3571_11","08BEA3571",2011-08-03,"2011",7.10000000000002,388.650000000002,2011
"57","08BEA3571_12","08BEA3571",2012-08-14,"2012",11.35,610.750000000003,2012
"58","08BEA3571_13","08BEA3571",2013-09-10,"2013",9.85000000000002,1005.45,2013
"59","08BEA3571_14","08BEA3571",2014-09-03,"2014",4.89999999999998,908.100000000003,2014
"60","08BEA3571_15","08BEA3571",2015-08-24,"2015",7.35000000000002,1019.9,2015
"61","08BEA3571_16","08BEA3571",2016-08-22,"2016",5.39999999999998,822.200000000003,2016
"62","08BEA3571_17","08BEA3571",2017-07-24,"2017",8.25,464.500000000002,2017
"63","08BEA3571_19","08BEA3571",2019-08-19,"2019",6.75,732.300000000003,2019
"64","08BEA3571_20","08BEA3571",2020-08-10,"2020",8.15000000000003,593.550000000002,2020
"65","08BEA3571_2002","08BEA3571",2002-09-11,"2002",8.20000000000005,799.850000000003,2002
"66","08BEA3571_2003","08BEA3571",2003-08-07,"2003",8.05000000000001,650.050000000003,2003
"67","08BEA3571_2007","08BEA3571",2007-08-07,"2007",5.30000000000001,602.350000000002,2007
"68","08BEA3571_21","08BEA3571",2021-09-16,"2021",1.85000000000002,973.100000000003,2021
"69","08BEA3571QC_2007","08BEA3571",2007-08-07,"2007",5.30000000000001,602.350000000002,2007
"70","08BEA3650/06","08BEA3650",2006-08-17,"2006",7.25,710.100000000003,2006
"71","08BEA3650/06-R","08BEA3650",2006-08-17,"2006",7.25,710.100000000003,2006
"72","08BEA3650/08","08BEA3650",2008-08-03,"2008",6.80000000000001,466.000000000002,2008
"73","08BEA3650/09","08BEA3650",2009-08-19,"2009",12.2,773.850000000003,2009
"74","08BEA3650/10","08BEA3650",2010-08-25,"2010",10.15,664.400000000003,2010
"75","08BEA3650_11","08BEA3650",2011-09-07,"2011",8.35000000000002,667.450000000003,2011
"76","08BEA3650_12","08BEA3650",2012-08-29,"2012",5.40000000000003,742.000000000003,2012
"77","08BEA3650_13","08BEA3650",2013-08-15,"2013",10.2,780.200000000003,2013
"78","08BEA3650_14","08BEA3650",2014-08-26,"2014",12.1,860.550000000002,2014
"79","08BEA3650_15","08BEA3650",2015-09-03,"2015",3.5,1109.25,2015
"80","08BEA3650_15_R","08BEA3650",2015-09-03,"2015",3.5,1109.25,2015
"81","08BEA3650_16","08BEA3650",2016-08-22,"2016",5.80000000000001,849.750000000003,2016
"82","08BEA3650_17","08BEA3650",2017-09-18,"2017",2.5,966.900000000003,2017
"83","08BEA3650_18","08BEA3650",2018-09-19,"2018",3.10000000000002,999.450000000003,2018
"84","08BEA3650_18_Rep","08BEA3650",2018-09-19,"2018",3.10000000000002,999.450000000003,2018
"85","08BEA3650_19","08BEA3650",2019-08-06,"2019",10.05,652.100000000003,2019
"86","08BEA3650_20","08BEA3650",2020-08-10,"2020",8.39999999999998,621.700000000003,2020
"87","08BEA3650_2002","08BEA3650",2002-08-08,"2002",7.80000000000001,548.600000000003,2002
"88","08BEA3650_2003","08BEA3650",2003-08-12,"2003",7.40000000000003,697.000000000003,2003
"89","08BEA3650_2007","08BEA3650",2007-08-16,"2007",7.25,678.850000000003,2007
"90","08BEA3650_21","08BEA3650",2021-08-04,"2021",11.95,684.000000000003,2021
"91","08BEA3650QC_2007","08BEA3650",2007-08-16,"2007",7.25,678.850000000003,2007
"92","08BEA3737/05","08BEA3737",2005-08-09,"2005",8.80000000000001,704.700000000003,2005
"93","08BEA3737/05-R","08BEA3737",2005-08-23,"2005",6.30000000000001,830.050000000003,2005
"94","08BEA3737/06","08BEA3737",2006-08-17,"2006",7.25,710.100000000003,2006
"95","08BEA3737/08","08BEA3737",2008-08-13,"2008",10.25,559.150000000002,2008
"96","08BEA3737/09","08BEA3737",2009-08-06,"2009",5.85000000000002,677.400000000002,2009
"97","08BEA3737/09-R","08BEA3737",2009-08-06,"2009",5.85000000000002,677.400000000002,2009
"98","08BEA3737/10","08BEA3737",2010-08-10,"2010",6.20000000000005,525.950000000003,2010
"99","08BEA3737_12","08BEA3737",2012-08-14,"2012",11.35,619.400000000003,2012
"100","08BEA3737_13","08BEA3737",2013-08-15,"2013",10.2,780.200000000003,2013
"101","08BEA3737_14","08BEA3737",2014-08-26,"2014",12.1,860.550000000002,2014
"102","08BEA3737_15","08BEA3737",2015-08-20,"2015",8.60000000000002,1002.9,2015
"103","08BEA3737_15_R","08BEA3737",2015-08-20,"2015",8.60000000000002,1002.9,2015
"104","08BEA3737_16","08BEA3737",2016-09-07,"2016",4.75,957.850000000004,2016
"105","08BEA3737_17","08BEA3737",2017-09-18,"2017",2.5,966.900000000003,2017
"106","08BEA3737_18","08BEA3737",2018-09-19,"2018",3.10000000000002,999.450000000003,2018
"107","08BEA3737_18_Rep","08BEA3737",2018-09-19,"2018",3.10000000000002,999.450000000003,2018
"108","08BEA3737_19","08BEA3737",2019-07-16,"2019",10.5,468.800000000003,2019
"109","08BEA3737_20","08BEA3737",2020-07-21,"2020",10.85,451.850000000003,2020
"110","08BEA3737_2002","08BEA3737",2002-08-29,"2002",10.85,740.350000000003,2002
"111","08BEA3737_2002R2","08BEA3737",2002-08-29,"2002",10.85,740.350000000003,2002
"112","08BEA3737_2003","08BEA3737",2003-08-06,"2003",8.45000000000005,648.000000000003,2003
"113","08BEA3737_2007","08BEA3737",2007-08-08,"2007",7.64999999999998,617.850000000003,2007
"114","08BEA3737_21","08BEA3737",2021-08-04,"2021",11.95,684.000000000003,2021
"115","08BEA3747/05","08BEA3747",2005-08-09,"2005",9.05000000000001,685.000000000003,2005
"116","08BEA3747/05-R","08BEA3747",2005-08-09,"2005",9.05000000000001,685.000000000003,2005
"117","08BEA3747/06","08BEA3747",2006-08-30,"2006",2.85000000000002,788.600000000003,2006
"118","08BEA3747/08","08BEA3747",2008-08-11,"2008",7.75,516.700000000002,2008
"119","08BEA3747/09","08BEA3747",2009-08-19,"2009",11.45,741.700000000003,2009
"120","08BEA3747/10","08BEA3747",2010-08-25,"2010",10,646.900000000003,2010
"121","08BEA3747_11","08BEA3747",2011-08-03,"2011",7.05000000000007,378.350000000002,2011
"122","08BEA3747_12","08BEA3747",2012-08-24,"2012",4.60000000000002,689.750000000003,2012
"123","08BEA3747_13","08BEA3747",2013-08-27,"2013",8.14999999999998,864.900000000003,2013
"124","08BEA3747_14","08BEA3747",2014-09-03,"2014",4.60000000000002,864.650000000003,2014
"125","08BEA3747_14_R","08BEA3747",2014-09-03,"2014",4.60000000000002,864.650000000003,2014
"126","08BEA3747_15","08BEA3747",2015-09-08,"2015",7.55000000000001,1109.9,2015
"127","08BEA3747_15_R","08BEA3747",2015-09-08,"2015",7.55000000000001,1109.9,2015
"128","08BEA3747_16","08BEA3747",2016-08-09,"2016",6.80000000000007,699.000000000003,2016
"129","08BEA3747_17","08BEA3747",2017-07-24,"2017",8.5,472.250000000003,2017
"130","08BEA3747_18","08BEA3747",2018-09-27,"2018",4.95000000000005,1004.5,2018
"131","08BEA3747_19","08BEA3747",2019-08-19,"2019",6.95000000000005,743.000000000003,2019
"132","08BEA3747_20","08BEA3747",2020-08-31,"2020",5.60000000000002,767.200000000003,2020
"133","08BEA3747_2002","08BEA3747",2002-08-15,"2002",10.4,603.450000000003,2002
"134","08BEA3747_2003","08BEA3747",2003-08-07,"2003",8.10000000000002,638.600000000002,2003
"135","08BEA3747_2007","08BEA3747",2007-08-07,"2007",5.30000000000007,577.450000000003,2007
"136","08BEA3747_21","08BEA3747",2021-08-09,"2021",8.35000000000002,691.300000000002,2021
"137","08BEA3826/05","08BEA3826",2005-08-09,"2005",8.80000000000001,704.700000000003,2005
"138","08BEA3826/06","08BEA3826",2006-08-22,"2006",7.15000000000003,754.850000000003,2006
"139","08BEA3826/09","08BEA3826",2009-08-19,"2009",12.2,773.850000000003,2009
"140","08BEA3826/10","08BEA3826",2010-08-25,"2010",10.15,664.400000000003,2010
"141","08BEA3826_11","08BEA3826",2011-08-03,"2011",7.20000000000005,394.600000000002,2011
"142","08BEA3826_12","08BEA3826",2012-08-14,"2012",11.35,619.400000000003,2012
"143","08BEA3826_13","08BEA3826",2013-08-21,"2013",8,833.150000000003,2013
"144","08BEA3826_13_Rep","08BEA3826",2013-08-21,"2013",8,833.150000000003,2013
"145","08BEA3826_14","08BEA3826",2014-09-02,"2014",5.75,912.050000000002,2014
"146","08BEA3826_15","08BEA3826",2015-08-19,"2015",13,994.300000000003,2015
"147","08BEA3826_16","08BEA3826",2016-08-10,"2016",7.85000000000002,727.900000000003,2016
"148","08BEA3826_17","08BEA3826",2017-08-22,"2017",11.2,753.750000000003,2017
"149","08BEA3826_18","08BEA3826",2018-08-06,"2018",10.8,684.050000000002,2018
"150","08BEA3826_19","08BEA3826",2019-08-06,"2019",10.05,652.100000000003,2019
"151","08BEA3826_20","08BEA3826",2020-08-20,"2020",11.35,716.300000000003,2020
"152","08BEA3826_2002","08BEA3826",2002-08-08,"2002",7.80000000000001,548.600000000003,2002
"153","08BEA3826_2007","08BEA3826",2007-08-02,"2007",10.1,572.450000000003,2007
"154","08BEA3826_21","08BEA3826",2021-09-02,"2021",6.05000000000001,918.000000000003,2021
"155","08CED2433/06","08CED2433",2006-08-29,"2006",5.35000000000002,906.850000000003,2006
"156","08CED2433/08","08CED2433",2008-08-18,"2008",10.25,706.400000000002,2008
"157","08CED2433/09","08CED2433",2009-08-17,"2009",10.1,820.750000000002,2009
"158","08CED2433/10","08CED2433",2010-08-18,"2010",8,670.500000000003,2010
"159","08CED2433_11","08CED2433",2011-08-18,"2011",6.55000000000007,574.250000000003,2011
"160","08CED2433_12","08CED2433",2012-08-29,"2012",6,829.050000000003,2012
"161","08CED2433_13","08CED2433",2013-09-03,"2013",8.15000000000003,1034.1,2013
"162","08CED2433_13_Rep","08CED2433",2013-09-03,"2013",8.15000000000003,1034.1,2013
"163","08CED2433_14","08CED2433",2014-08-26,"2014",12.85,1000.45,2014
"164","08CED2433_15","08CED2433",2015-08-26,"2015",10.25,1140.4,2015
"165","08CED2433_16","08CED2433",2016-07-27,"2016",11.15,755.000000000003,2016
"166","08CED2433_17","08CED2433",2017-08-28,"2017",13.3,953.550000000003,2017
"167","08CED2433_18","08CED2433",2018-08-29,"2018",9.10000000000002,1061.25,2018
"168","08CED2433_19","08CED2433",2019-09-23,"2019",4.85000000000002,1205.5,2019
"169","08CED2433_20","08CED2433",2020-08-17,"2020",13.95,817.100000000003,2020
"170","08CED2433_2003","08CED2433",2003-08-11,"2003",7.65000000000003,767.200000000003,2003
"171","08CED2433_21","08CED2433",2021-09-14,"2021",5.60000000000002,1191.7,2021
"172","08CED2518/09","08CED2518",2009-08-11,"2009",8.65000000000003,741.450000000003,2009
"173","08CED2518_12","08CED2518",2012-08-27,"2012",6.90000000000003,759.600000000003,2012
"174","08CED2518_13","08CED2518",2013-08-08,"2013",11.15,723.000000000003,2013
"175","08CED2518_15","08CED2518",2015-08-13,"2015",11.95,971.450000000004,2015
"176","08CED2518_16","08CED2518",2016-07-27,"2016",10.75,699.350000000003,2016
"177","08CED2518_19","08CED2518",2019-08-01,"2019",12.0500000000001,683.200000000003,2019
"178","08CED2518_20","08CED2518",2020-08-05,"2020",10.5,660.550000000002,2020
"179","08CED2518_21","08CED2518",2021-09-14,"2021",5.64999999999998,1168.95,2021
"180","08CED2711/05","08CED2711",2005-08-18,"2005",9.45000000000005,763.150000000003,2005
"181","08CED2711/06","08CED2711",2006-08-28,"2006",10,810.000000000003,2006
"182","08CED2711_11","08CED2711",2011-08-18,"2011",5.75,501.400000000002,2011
"183","08CED2711_12","08CED2711",2012-08-29,"2012",5.30000000000007,741.150000000003,2012
"184","08CED2711_13","08CED2711",2013-07-09,"2013",10.95,415.100000000002,2013
"185","08CED2711_14","08CED2711",2014-08-07,"2014",9.10000000000002,718.750000000003,2014
"186","08CED2711_15","08CED2711",2015-08-13,"2015",11.8000000000001,934.700000000003,2015
"187","08CED2711_17_R","08CED2711",2017-09-21,"2017",2.65000000000003,1051.9,2017
"188","08CED2711_18","08CED2711",2018-08-01,"2018",9.10000000000002,700.350000000003,2018
"189","08CED2711_20","08CED2711",2020-08-11,"2020",7.75,668.900000000003,2020
"190","08CED2711_2003","08CED2711",2003-08-11,"2003",6.85000000000002,685.300000000003,2003
"191","08CED2898/05","08CED2898",2005-08-08,"2005",10.15,672.700000000003,2005
"192","08CED2898/09","08CED2898",2009-08-11,"2009",8.30000000000007,708.150000000002,2009
"193","08CED2898/10","08CED2898",2010-08-18,"2010",7.35000000000002,587.050000000003,2010
"194","08CED2898_12","08CED2898",2012-08-27,"2012",6.65000000000003,730.400000000003,2012
"195","08CED2898_13","08CED2898",2013-08-13,"2013",8.80000000000007,743.600000000002,2013
"196","08CED2898_14","08CED2898",2014-08-07,"2014",9.10000000000002,718.750000000003,2014
"197","08CED2898_15","08CED2898",2015-08-18,"2015",11.15,976.450000000003,2015
"198","08CED2898_17","08CED2898",2017-08-10,"2017",12.45,708.850000000003,2017
"199","08CED2898_18","08CED2898",2018-08-01,"2018",9.10000000000002,700.350000000003,2018
"200","08CED2898_19","08CED2898",2019-08-01,"2019",11.75,652.950000000003,2019
"201","08CED2898_20","08CED2898",2020-08-05,"2020",10.5,624.900000000002,2020
"202","08CED2898_21","08CED2898",2021-07-22,"2021",8.05000000000001,616.800000000002,2021
"203","08CED4192/05","08CED4192",2005-08-08,"2005",9.80000000000001,618.600000000003,2005
"204","08CED4192/06","08CED4192",2006-08-23,"2006",4.70000000000005,713.150000000003,2006
"205","08CED4192/08","08CED4192",2008-08-27,"2008",2.55000000000001,637.850000000002,2008
"206","08CED4192/09","08CED4192",2009-08-11,"2009",7.95000000000005,664.200000000002,2009
"207","08CED4192/10","08CED4192",2010-08-18,"2010",7.20000000000005,538.750000000002,2010
"208","08CED4192_11","08CED4192",2011-09-19,"2011",3.05000000000001,690.750000000003,2011
"209","08CED4192_12","08CED4192",2012-08-27,"2012",6.20000000000005,685.950000000003,2012
"210","08CED4192_13","08CED4192",2013-08-05,"2013",11,619.850000000003,2013
"211","08CED4192_14","08CED4192",2014-09-03,"2014",3.80000000000001,873.150000000003,2014
"212","08CED4192_15","08CED4192",2015-08-18,"2015",10.5,909.150000000003,2015
"213","08CED4192_16","08CED4192",2016-08-09,"2016",6.30000000000007,720.200000000003,2016
"214","08CED4192_17","08CED4192",2017-08-10,"2017",12.5500000000001,687.450000000002,2017
"215","08CED4192_17_R","08CED4192",2017-08-10,"2017",12.5500000000001,687.450000000002,2017
"216","08CED4192_18","08CED4192",2018-08-30,"2018",7.85000000000002,923.300000000003,2018
"217","08CED4192_19","08CED4192",2019-07-23,"2019",6.15000000000003,499.650000000003,2019
"218","08CED4192_20","08CED4192",2020-08-05,"2020",10.35,614.900000000002,2020
"219","08CED4192_2002","08CED4192",2002-08-21,"2002",5.10000000000002,640.600000000003,2002
"220","08CED4192_2003","08CED4192",2003-08-14,"2003",10.3000000000001,679.300000000003,2003
"221","08CED4192_2007","08CED4192",2007-08-29,"2007",9.14999999999998,717.500000000003,2007
"222","08CED4192_21","08CED4192",2021-08-02,"2021",12.15,737.200000000002,2021
"223","08CED4975/05","08CED4975",2005-08-25,"2005",9.10000000000002,697.150000000003,2005
"224","08CED4975/06","08CED4975",2006-08-23,"2006",4.25,664.650000000002,2006
"225","08CED4975/08","08CED4975",2008-08-26,"2008",3.30000000000001,584.350000000002,2008
"226","08CED4975/10","08CED4975",2010-08-26,"2010",3.70000000000005,553.050000000002,2010
"227","08CED4975_11","08CED4975",2011-08-17,"2011",6.90000000000003,417.350000000002,2011
"228","08CED4975_12","08CED4975",2012-09-05,"2012",6.95000000000005,681.000000000003,2012
"229","08CED4975_13","08CED4975",2013-09-11,"2013",13.15,888.400000000003,2013
"230","08CED4975_14","08CED4975",2014-09-23,"2014",5.75,979.500000000003,2014
"231","08CED4975_16","08CED4975",2016-08-03,"2016",6.60000000000002,622.800000000003,2016
"232","08CED4975_17","08CED4975",2017-07-31,"2017",10.65,513.400000000002,2017
"233","08CED4975_19","08CED4975",2019-07-31,"2019",8.85000000000002,520.000000000002,2019
"234","08CED4975_2002","08CED4975",2002-09-05,"2002",2.89999999999998,689.450000000002,2002
"235","08CED4975_2007","08CED4975",2007-09-20,"2007",0,762.850000000003,2007
"236","08CED5032/06","08CED5032",2006-08-23,"2006",4.10000000000002,644.250000000003,2006
"237","08CED5032/08","08CED5032",2008-09-03,"2008",2.10000000000002,568.650000000002,2008
"238","08CED5032/09","08CED5032",2009-08-27,"2009",9.39999999999998,695.450000000002,2009
"239","08CED5032/10","08CED5032",2010-08-26,"2010",3.30000000000007,516.950000000002,2010
"240","08CED5032_11","08CED5032",2011-08-17,"2011",6.60000000000002,388.800000000002,2011
"241","08CED5032_12","08CED5032",2012-08-30,"2012",5,625.700000000002,2012
"242","08CED5032_13","08CED5032",2013-09-11,"2013",13.05,856.450000000003,2013
"243","08CED5032_14","08CED5032",2014-09-23,"2014",5.75,931.000000000004,2014
"244","08CED5032_16","08CED5032",2016-08-03,"2016",5.75,566.000000000003,2016
"245","08CED5032_17","08CED5032",2017-07-31,"2017",10.4,476.350000000002,2017
"246","08CED5032_18","08CED5032",2018-08-30,"2018",6.60000000000002,799.800000000004,2018
"247","08CED5032_19","08CED5032",2019-07-31,"2019",8.25,470.150000000002,2019
"248","08CED5032_20","08CED5032",2020-07-28,"2020",10.5,442.150000000003,2020
"249","08CED5032_2002","08CED5032",2002-09-10,"2002",6.25,660.400000000003,2002
"250","08CED5032_2003","08CED5032",2003-08-14,"2003",9.85000000000002,597.550000000002,2003
"251","08CED5032_2007","08CED5032",2007-09-20,"2007",0,725.750000000003,2007
"252","08CED5032_21","08CED5032",2021-07-13,"2021",9.55000000000007,452.600000000001,2021
"253","08CED5046/05","08CED5046",2005-08-25,"2005",8.5,576.350000000002,2005
"254","08CED5046/08","08CED5046",2008-08-26,"2008",2.30000000000007,478.100000000002,2008
"255","08CED5046/09","08CED5046",2009-08-27,"2009",8.95000000000005,636.500000000003,2009
"256","08CED5046/10","08CED5046",2010-08-26,"2010",2.65000000000003,453.150000000003,2010
"257","08CED5046/10-R","08CED5046",2010-08-26,"2010",2.65000000000003,453.150000000003,2010
"258","08CED5046_12","08CED5046",2012-09-05,"2012",6.35000000000002,566.200000000002,2012
"259","08CED5046_13","08CED5046",2013-09-11,"2013",12.5500000000001,762.150000000003,2013
"260","08CED5046_14","08CED5046",2014-09-23,"2014",5.25,852.150000000003,2014
"261","08CED5046_15","08CED5046",2015-08-03,"2015",9.45000000000005,678.100000000002,2015
"262","08CED5046_16","08CED5046",2016-08-03,"2016",4.55000000000007,482.400000000003,2016
"263","08CED5046_16_R","08CED5046",2016-08-03,"2016",4.55000000000007,482.400000000003,2016
"264","08CED5046_17","08CED5046",2017-07-31,"2017",9.85000000000002,431.000000000002,2017
"265","08CED5046_18","08CED5046",2018-09-17,"2018",0,785.600000000003,2018
"266","08CED5046_21","08CED5046",2021-07-12,"2021",9.95000000000005,405.950000000001,2021
"267","08EAS1536/06","08EAS1536",2006-08-02,"2006",7.95000000000005,654.250000000003,2006
"268","08EAS1536/09","08EAS1536",2009-08-25,"2009",5.90000000000003,890.350000000003,2009
"269","08EAS1536/10","08EAS1536",2010-08-10,"2010",7.30000000000001,580.950000000003,2010
"270","08EAS1536_11","08EAS1536",2011-08-04,"2011",9.80000000000001,455.700000000002,2011
"271","08EAS1536_12","08EAS1536",2012-08-22,"2012",6.80000000000007,767.300000000003,2012
"272","08EAS1536_13","08EAS1536",2013-08-08,"2013",11.85,774.200000000003,2013
"273","08EAS1536_14_R","08EAS1536",2014-08-27,"2014",13.2,1016.05,2014
"274","08EAS1536_15","08EAS1536",2015-08-11,"2015",13.15,992.050000000003,2015
"275","08EAS1536_16","08EAS1536",2016-08-17,"2016",9.90000000000003,914.600000000004,2016
"276","08EAS1536_17","08EAS1536",2017-08-21,"2017",10.35,841.300000000003,2017
"277","08EAS1536_18","08EAS1536",2018-09-17,"2018",2.64999999999998,1135.5,2018
"278","08EAS1536_19","08EAS1536",2019-07-18,"2019",7,547.950000000003,2019
"279","08EAS1536_20","08EAS1536",2020-08-31,"2020",6.80000000000007,901.350000000004,2020
"280","08EAS1536_2007","08EAS1536",2007-08-01,"2007",9.60000000000002,632.250000000003,2007
"281","08EAS1536_21","08EAS1536",2021-09-20,"2021",5.70000000000005,1159.15,2021
"282","08EAS1964/05-R","08EAS1964",2005-08-22,"2005",9.65000000000003,880.850000000003,2005
"283","08EAS1964/06","08EAS1964",2006-08-03,"2006",7.75,660.450000000002,2006
"284","08EAS1964/09","08EAS1964",2009-08-03,"2009",9.55000000000001,707.750000000002,2009
"285","08EAS1964/10-R","08EAS1964",2010-08-10,"2010",6.45000000000005,564.150000000002,2010
"286","08EAS1964_11","08EAS1964",2011-08-31,"2011",2.45000000000005,674.550000000002,2011
"287","08EAS1964_12","08EAS1964",2012-08-01,"2012",7.89999999999998,532.050000000002,2012
"288","08EAS1964_13","08EAS1964",2013-08-05,"2013",12.25,723.750000000003,2013
"289","08EAS1964_13_R","08EAS1964",2013-08-05,"2013",12.25,723.750000000003,2013
"290","08EAS1964_14","08EAS1964",2014-08-20,"2014",7.60000000000002,930.350000000003,2014
"291","08EAS1964_15","08EAS1964",2015-09-14,"2015",3.40000000000003,1262.05,2015
"292","08EAS1964_16","08EAS1964",2016-08-10,"2016",8.64999999999998,844.200000000003,2016
"293","08EAS1964_17","08EAS1964",2017-08-01,"2017",12.05,640.150000000003,2017
"294","08EAS1964_18","08EAS1964",2018-08-14,"2018",12,888.200000000003,2018
"295","08EAS1964_18_R","08EAS1964",2018-08-14,"2018",12,888.200000000003,2018
"296","08EAS1964_19","08EAS1964",2019-08-20,"2019",10.3000000000001,897.500000000003,2019
"297","08EAS1964_20","08EAS1964",2020-08-19,"2020",11.15,810.400000000003,2020
"298","08EAS1964_2003","08EAS1964",2003-08-08,"2003",8.65000000000003,719.550000000003,2003
"299","08EAS1964_21","08EAS1964",2021-09-20,"2021",5.85000000000002,1198.3,2021
"300","08EAS2058/05","08EAS2058",2005-08-17,"2005",5.64999999999998,831.950000000003,2005
"301","08EAS2058/06","08EAS2058",2006-08-07,"2006",10.5,696.900000000002,2006
"302","08EAS2058/09","08EAS2058",2009-08-03,"2009",9.55000000000001,707.750000000002,2009
"303","08EAS2058/10","08EAS2058",2010-08-10,"2010",6.45000000000005,564.150000000002,2010
"304","08EAS2058_11","08EAS2058",2011-08-01,"2011",8.65000000000003,423.700000000002,2011
"305","08EAS2058_12","08EAS2058",2012-08-01,"2012",7.89999999999998,532.050000000002,2012
