"","ID","Acari","Acentrella","Afghanurus","Agapetus","Allocosmoecus","Ameletus","Americorophium","Amiocentrus","Amphipoda","Ampumixis.dispar","Anafroptilum","Anagapetus","Ancylidae","Anisoptera","Antocha.monticola","Apatania","Apataniidae","Arctopsyche","Atherix","Attenella","Austrolimnophila","Baetis","Baetis.alius.group","Baetis.fuscatus.group","Baetis.rhodani.group","Blephariceridae","Brachycentridae","Brachycentrus","Brychius","Caecidotea","Calineuria.californica","Calopteryx","Capniidae","Caudatella","Ceratopogonidae","Ceratopogoninae","Cheilotrichia","Cheumatopsyche","Chironomidae","Chloroperlidae","Cinygma","Cinygmula","Claassenia.sabulosa","Cladocera","Cleptelmis.addenda","Clostoeca","Coenagrionidae","Copepoda","Cordulegaster","Corixidae","Corydalidae","Crangonyctidae","Crangonyx","Cryptochia","Culicidae","Cystobranchus.salmositicus","Dasyhelea","Decapoda","Dicosmoecus","Dicranota","Diphetor.hageni","Dixa","Dixella","Dixidae","Dolichopodidae","Dolophilodes","Doroneuria","Drunella.doddsii","Drunella.flavilinea_coloradensis","Drunella.grandis.group","Drunella.pelosa","Dytiscidae","Ecclisocosmoecus","Ecclisomyia","Empididae","Empididae.Genus.A","Eocosmoecus","Epeorus","Ephemerella.aurivillii","Ephemerella.excrucians.group","Ephemerella.tibialis","Ephemerellidae","Ephydridae","Epiphragma","Erioptera","Erpobdella","Farula","Forcipomyiinae","Gammarus","Gastropoda","Glossiphoniidae","Glossosoma","Glossosomatidae","Glutops","Gnorimosphaeroma","Goera","Goeracea","Goeridae","Gomphidae","Gonomyia","Gumaga","Gyrinidae","Haliplidae","Haliplus","Hemerodromiinae","Heptagenia","Heptageniidae","Hesperoconopa","Hesperoperla.pacifica","Heterlimnius.corpulentus","Heteroplectron","Hexatoma","Hirudinea","Holorusia.hespera","Hyalella","Hydatophylax","Hydraena","Hydraenidae","Hydrobiidae.s.l.","Hydrochus","Hydrophilidae","Hydropsyche","Hydropsychidae","Hydroptila","Hydrozoa","Ironodes","Isoperla","Isopoda","Kathroperla","Labiobaetis","Lara","Lepidoptera","Lepidostoma","Leptoceridae","Leuctridae","Limnephilidae","Limnephiloidea","Limnichidae","Limnophila","Limonia","Lipsothrix","Lymnaeidae","Malenka","Margaritifera.falcata","Maruina","Matriella.teresa","Megarcys","Meringodixa","Micrasema","Molophilus","Muscidae","Mystacides","Narpus","Neaviperla_.Suwallia","Nemata","Nematomorpha","Nemouridae","Neophylax","Neothremma","Ochthebius","Oligochaeta","Oligophlebodes","Onocosmoecus","Optioservus","Oreogeton","Ormosia","Ostracoda","Oxyethira","Pacifastacus","Palaemonidae","Paraleptophlebia.Bicornuta.Group","Paraleptophlebia_.Neoleptophlebia","Paraperla","Parapsyche","Parthina","Pedicia","Peltodytes","Perlidae","Perlinodes.aurea","Philopotamidae","Physidae","Pilaria","Planorbidae","Plecoptera","Pleuroceridae.s.l.","Plumiperla","Polycentropus.s.l.","Polychaeta","Prostoma","Protanyderus","Protoptila","Psephenidae","Psychodidae","Psychoglypha","Psychomyia","Pteronarcella","Pteronarcyidae","Pteronarcys","Ptilodactylidae","Ptychoptera","Ramellogammarus","Rhabdomastix","Rhithrogena","Rhyacophila","Sciomyzidae","Scirtidae","Serratella.levis_micheneri","Sialis","Simuliidae","Skwala","Soyedina","Sphaeriidae","Staphylinidae","Stratiomyidae","Stygobromus","Sweltsa","Syrphidae","Tabanidae","Taeniopterygidae","Thaumaleidae","Timpanoga.hecuba","Tipula","Tipulidae.s.l.","Trepaxonemata","Trichoptera","Tricorythodes","Ulomorpha","Unionidae","Visoka.cataractae","Wormaldia","Yoraperla","Zaitzevia","Zapada","Zapada.cinctipes","Zapada.columbiana","Zapada.frigida","Zapada.Oregonensis.Group","Clinocerinae","Kogotus.Rickera.Cultus","Uenoidae..s.l.","Site.Code","Visit.ID","Project","Stream.or.River","Subbasin","WRIA.Number","Visit.Date","Year","Basin","month","year","por","Sample.Code"
"303","08EAS2191/10",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,4,0,6.33333333333333,0,0,0,0,0,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3333333333333,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,9.33333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0,0,0,"08EAS2191",3004,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2010-09-09",2010,"Cedar River / Lake Washington Basin","09","2010",19,"08EAS2191/10"
"304","08EAS2191_11",6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,631.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,3.33333333333333,0,1.66666666666667,0,0,0,0,0,28.3333333333333,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,71.6666666666667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,"08EAS2191",3777,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2011-08-04",2011,"Cedar River / Lake Washington Basin","08","2011",19,"08EAS2191_11"
"305","08EAS2191_12",3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.25,0,0,0,0,0.625,0,0,0,0,0,0,0,0,118.75,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.375,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,5.3125,0,0,0,0,0,0,"08EAS2191",4583,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2012-08-22",2012,"Cedar River / Lake Washington Basin","08","2012",19,"08EAS2191_12"
"306","08EAS2191_13",11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,3.75,0,0,0,0,0,0,0,0,218.75,0,0,0,0,0,2,0,0,0,0,0,0,0,27.4431818181818,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30681818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,2,0,1.25,0,0,0,0,0,78.75,0,0,6,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.5,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",5440,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2013-08-08",2013,"Cedar River / Lake Washington Basin","08","2013",19,"08EAS2191_13"
"307","08EAS2191_14",8.03571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3928571428571,0,0,0,0,2.14285714285714,0,0,0,0,0,0,0,0,24.6428571428571,0,0,0,0,0,1.60714285714286,0,0,0,0,0,0,0,29.4642857142857,0,0,0,0,0,0,9.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10714285714286,0,0,0,0,0,0,0,0,0,0,0,4.28571428571429,0,0,0,0,0,48.2142857142857,0,0,5.89285714285714,0,0,0,0,0,0,0,0,0,1.60714285714286,0,0,0,0,0,0,0,0,0.535714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1785714285714,0,0,41.7857142857143,0,0,0,0,0,0,0,0,0,0.535714285714286,0,3.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",7231,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2014-08-21",2014,"Cedar River / Lake Washington Basin","08","2014",19,"08EAS2191_14"
"308","08EAS2191_15",3.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3125,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,2.1875,0,0,0,0,0,1.09375,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,1.40625,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46875,0,0,0,0,0,0,0,0,0,1.40625,0,0,0,0,0,0,0,0,0,0.625,0,7.8125,0,0,0,0,0,13.75,0,0,2.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03125,0,0,0.78125,0,0,0,0,0,0,0,0,0,0,0,4.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",8104,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2015-08-11",2015,"Cedar River / Lake Washington Basin","08","2015",19,"08EAS2191_15"
"309","08EAS2191_16",0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,2.25,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,36.75,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,2.75,0,17.25,0,0,0,0,0,96.75,0,0,5.5,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",8837,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2016-08-17",2016,"Cedar River / Lake Washington Basin","08","2016",19,"08EAS2191_16"
"310","08EAS2191_17",1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9166666666667,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,1.875,0,7.91666666666667,0,0,0,0,0,20.4166666666667,0,0,5.625,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.8333333333333,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",9134,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2017-08-21",2017,"Cedar River / Lake Washington Basin","08","2017",19,"08EAS2191_17"
"311","08EAS2191_18",1.58653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8461538461538,0,0,0,0,0.288461538461538,0,0,0,0,0,0,0,0,2.88461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92307692307692,0,0,0,0,0,0,0.865384615384615,0,0.144230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721153846153846,0,0.144230769230769,0,0,0,0,0,0,0,0.432692307692308,0,0.865384615384615,0,0,0,0,0,11.3942307692308,0,0,10.9615384615385,0,0,0,0,0,0,0,0,0,0.576923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75961538461538,0,0,4.18269230769231,0,0,0,0,0,0,0,0,0,0,0,3.02884615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",9757,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2018-09-24",2018,"Cedar River / Lake Washington Basin","09","2018",19,"08EAS2191_18"
"312","08EAS2191_19",1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.54320987654321,0,3.5,0,0,0,0,0,8.875,0,0,10.4567901234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,0,23.25,0,0,0,0,0,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",10497,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2019-09-16",2019,"Cedar River / Lake Washington Basin","09","2019",19,"08EAS2191_19"
"313","08EAS2191_20",1.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.484375,0,0,0,0,0.234375,0,0,0,0,0,0,0,0,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,7.734375,0,0,0,0,0,0,0.9375,0,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591032608695652,0,0,0,0,0,0,0,0,0,0,0,9.84375,0,0,0,0,0,0,0,0,0,2.06861413043478,0,0.9375,0,0,0,0,0,2.8125,0,0,4.13722826086957,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.515625,0,0,0.234375,0,0,0,0,0,0,0,0,0,0,0,1.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",11019,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2020-08-20",2020,"Cedar River / Lake Washington Basin","08","2020",19,"08EAS2191_20"
"314","08EAS2191_2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7142857142857,0,0,0,0,0,0,0,0,0,0,1.42857142857143,0,0,210,0,0,0,0,0,2.57142857142857,0,0,0,0,0,0,0,104.285714285714,0,0,0,0,0,0,8.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2857142857143,0,35.7142857142857,0,0,0,0,0,138.571428571429,0,0,0,0,0,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.428571428571,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",2358,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2002-08-12",2002,"Cedar River / Lake Washington Basin","08","2002",19,"08EAS2191_2002"
"315","08EAS2191_2003",0.416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,0,0,0,0,0,27.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,57.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08333333333333,0,0,2.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0,0,0,0,0,"08EAS2191",1988,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2003-08-27",2003,"Cedar River / Lake Washington Basin","08","2003",19,"08EAS2191_2003"
"316","08EAS2191_21",3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3214285714286,0,0,0,0,2.67857142857143,0,0,0,0,0,0,0,0,24.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,63.75,0,0,0,0,0,0,3.21428571428571,0,0.535714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535714285714286,0,0.535714285714286,0,0,0,0,0,0,0,0,0,8.57142857142857,0,0,0,0,0,0,0,0,0,3.75,0,8.03571428571428,0,0,0,0,0,57.3214285714286,0,0,16.6071428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6785714285714,0,0,18.75,0,0,0,0.535714285714286,0,0,0,0,0,0.535714285714286,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",11722,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2021-08-04",2021,"Cedar River / Lake Washington Basin","08","2021",19,"08EAS2191_21"
"317","EAS2191_2007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7826086956522,0,0,0,0,0,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60869565217391,0,0,0,0,0,0,0,0,0,0.869565217391304,0,9.56521739130435,0,0,0,0,0,137.826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4347826086957,0.434782608695652,0,1.30434782608696,0,0,0,0,0,0,0,0,0,0.434782608695652,0,7.39130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2191",2227,"Ambient Monitoring","Forbes Creek (0242)","Forbes Creek Subbasin",8,"2007-08-01",2007,"Cedar River / Lake Washington Basin","08","2007",19,"EAS2191_2007"
"318","08EAS2272/06",1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,66.6666666666667,0,0,0,0,10,0,0,0,0,0,0,0,0,51.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,56.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.666666666667,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2272",105,"Ambient Monitoring","Kelsey Creek","Kelsey Creek Subbasin",8,"2006-08-02",2006,"Cedar River / Lake Washington Basin","08","2006",18,"08EAS2272/06"
"319","08EAS2272/08",0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,153.333333333333,0,0,0,0,7.33333333333333,0,0,0,0,0,0,0,0,46.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3333333333333,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,8.66666666666667,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,37.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6666666666667,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3333333333333,0,0,0,0,0,0,"08EAS2272",652,"Ambient Monitoring","Kelsey Creek","Kelsey Creek Subbasin",8,"2008-08-04",2008,"Cedar River / Lake Washington Basin","08","2008",18,"08EAS2272/08"
"320","08EAS2272/09",24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,36,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,4,0,46,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08EAS2272",2425,"Ambient Monitoring","Kelsey Creek","Kelsey Creek Subbasin",8,"2009-08-25",2009,"Cedar River / Lake Washington Basin","08","2009",18,"08EAS2272/09"
