"","SITE_CODE","SITE_WATER_YEAR","water_year","G_ID","hpc","hpdur","hpr","tqm","RBI","maxtomeanQ","LFI","length_of_record.x","length_of_record.y","Site.Number","Year","hprange","Site","SampleID"
"244","31q","31q_2012",2012,"865",8,2.25,149,0.437158469945355,0.196694536591971,5.06689323563931,0.789253307829771,10,10,32,2012,149,"08CED4975","08CED4975_12"
"245","31q","31q_2013",2013,"865",8,4.375,335,0.465753424657534,0.165059979431557,5.54227388725541,0.851240766727051,10,10,32,2013,335,"08CED4975","08CED4975_13"
"246","31q","31q_2014",2014,"865",13,3.53846153846154,222,0.301369863013699,0.284144042783249,8.76131652548376,1.41621217781939,10,10,32,2014,222,"08CED4975","08CED4975_14"
"247","31q","31q_2015",2015,"865",11,5.18181818181818,145,0.326027397260274,0.282753598268381,14.4697180598093,0.715512382700021,10,10,32,2015,145,"08CED4975","08CED4975_15"
"248","31q","31q_2016",2016,"865",10,4.7,112,0.333333333333333,0.306397048498079,15.4243130779739,1.07290630967985,10,10,32,2016,112,"08CED4975","08CED4975_16"
"249","31q","31q_2017",2017,"865",14,3.07142857142857,215,0.457534246575342,0.213713475394224,6.38313536242582,0.559497193942973,10,10,32,2017,215,"08CED4975","08CED4975_17"
"250","31q","31q_2018",2018,"865",11,4.72727272727273,179,0.356164383561644,0.232318877364756,7.90895390551619,0.901928504663598,10,10,32,2018,179,"08CED4975","08CED4975_18"
"251","31q","31q_2019",2019,"865",7,2.14285714285714,168,0.364383561643836,0.242872058469199,5.45409844381049,1.14487926083206,10,10,32,2019,168,"08CED4975","08CED4975_19"
"252","31q","31q_2020",2020,"865",10,4.4,241,0.300546448087432,0.337635358631919,16.1450514852628,1.39946751359779,10,10,32,2020,241,"08CED4975","08CED4975_20"
"253","35c","35c_2002",2002,"120",11,4.45454545454545,136,0.323287671232877,0.184070829311753,6.36953155304715,1.12850266110467,21,21,34,2002,136,"08WES0903","08WES0903_02"
"254","35c","35c_2003",2003,"120",7,3.28571428571429,99,0.350684931506849,0.141196941808767,4.81661316561763,1.04073757018328,21,21,34,2003,99,"08WES0903","08WES0903_03"
"255","35c","35c_2004",2004,"120",5,4.8,307,0.273224043715847,0.196270705457466,7.76770243967622,0.94440212770804,21,21,34,2004,307,"08WES0903","08WES0903_04"
"256","35c","35c_2005",2005,"120",7,3.14285714285714,167,0.342465753424658,0.18171503009845,5.11910953652904,0.720502079137277,21,21,34,2005,167,"08WES0903","08WES0903_05"
"257","35c","35c_2006",2006,"120",9,5.44444444444444,97,0.235616438356164,0.200425778302852,7.15959919532476,0.878746506909761,21,21,34,2006,97,"08WES0903","08WES0903_06"
"258","35c","35c_2007",2007,"120",5,9.6,64,0.317808219178082,0.148913037903925,6.2801046053484,1.63806360639018,21,21,34,2007,64,"08WES0903","08WES0903_07"
"259","35c","35c_2008",2008,"120",5,2.6,185,0.35792349726776,0.210773541688467,11.2071406107332,1.14866783109131,21,21,34,2008,185,"08WES0903","08WES0903_08"
"260","35c","35c_2009",2009,"120",5,3,179,0.326027397260274,0.140560711893599,3.8126984744952,0.767804123885573,21,21,34,2009,179,"08WES0903","08WES0903_09"
"261","35c","35c_2010",2010,"120",7,4,337,0.389041095890411,0.178335672116446,4.79872777607788,0.91374699555662,21,21,34,2010,337,"08WES0903","08WES0903_10"
"262","35c","35c_2011",2011,"120",7,5.42857142857143,159,0.336986301369863,0.173093010286281,8.80816553551032,1.02261854462595,21,21,34,2011,159,"08WES0903","08WES0903_11"
"263","35c","35c_2012",2012,"120",4,6.5,132,0.330601092896175,0.165283034650049,5.90995480443881,1.01521785934465,21,21,34,2012,132,"08WES0903","08WES0903_12"
"264","35c","35c_2013",2013,"120",9,5,310,0.317808219178082,0.177061214928554,5.93561645030019,0.853387277987157,21,21,34,2013,310,"08WES0903","08WES0903_13"
"265","35c","35c_2014",2014,"120",6,4,68,0.320547945205479,0.163463000475768,5.02190633250866,0.921589006106983,21,21,34,2014,68,"08WES0903","08WES0903_14"
"266","35c","35c_2015",2015,"120",9,3.11111111111111,138,0.33972602739726,0.160746938937555,3.86635464311444,0.875283800952457,21,21,34,2015,138,"08WES0903","08WES0903_15"
"267","35c","35c_2016",2016,"120",8,5,122,0.327868852459016,0.157772648675354,6.07947719225035,0.936831701938642,21,21,34,2016,122,"08WES0903","08WES0903_16"
"268","35c","35c_2017",2017,"120",16,3.0625,214,0.438356164383562,0.169543569168653,5.5592456443333,1.16727138858741,21,21,34,2017,214,"08WES0903","08WES0903_17"
"269","35c","35c_2018",2018,"120",9,6.55555555555556,157,0.397260273972603,0.122492025282144,4.8236117963071,1.08545647332172,21,21,34,2018,157,"08WES0903","08WES0903_18"
"270","35c","35c_2019",2019,"120",5,2,83,0.402739726027397,0.112568388465957,3.16649157416774,1.04128999831729,21,21,34,2019,83,"08WES0903","08WES0903_19"
"271","35c","35c_2020",2020,"120",4,5.25,52,0.275956284153005,0.186961743009092,7.64717046669096,0.899454846458339,21,21,34,2020,52,"08WES0903","08WES0903_20"
"272","35c","35c_2021",2021,"120",6,4.5,116,0.315068493150685,0.175187521417421,5.69688538122615,0.702182451184914,21,21,34,2021,116,"08WES0903","08WES0903_21"
"273","35c","35c_2022",2022,"120",13,2.76923076923077,157,0.33972602739726,0.174516841368623,7.07328275015466,1.29824314920777,21,21,34,2022,157,"08WES0903","08WES0903_22"
"274","41c","41c_2006",2006,"137",2,22,45,0.191780821917808,0.25858712186728,17.8074987374397,0.553994697479324,10,10,38,2006,45,"09MIL0340","09MIL0340_06"
"275","41c","41c_2006",2006,"137",2,22,45,0.191780821917808,0.25858712186728,17.8074987374397,0.553994697479324,10,10,38,2006,45,"09MIL0390","09MIL0390_06"
"276","41c","41c_2007",2007,"137",12,5.83333333333333,145,0.29041095890411,0.360423536142855,16.429537525614,1.33868861540897,10,10,38,2007,145,"09MIL0340","09MIL0340_07"
"277","41c","41c_2007",2007,"137",12,5.83333333333333,145,0.29041095890411,0.360423536142855,16.429537525614,1.33868861540897,10,10,38,2007,145,"09MIL0390","09MIL0390_07"
"278","41c","41c_2012",2012,"137",6,6.33333333333333,133,0.319672131147541,0.243170494910209,6.92867163176969,0.637489612599422,10,10,38,2012,133,"09MIL0340","09MIL0340_12"
"279","41c","41c_2012",2012,"137",6,6.33333333333333,133,0.319672131147541,0.243170494910209,6.92867163176969,0.637489612599422,10,10,38,2012,133,"09MIL0390","09MIL0390_12"
"280","41c","41c_2013",2013,"137",8,5.625,315,0.315068493150685,0.255303822594071,7.07706745458169,1.13054489335602,10,10,38,2013,315,"09MIL0340","09MIL0340_13"
"281","41c","41c_2013",2013,"137",8,5.625,315,0.315068493150685,0.255303822594071,7.07706745458169,1.13054489335602,10,10,38,2013,315,"09MIL0390","09MIL0390_13"
"282","41c","41c_2014",2014,"137",8,7.125,221,0.287671232876712,0.236530084768739,9.19524116352913,1.00154327094298,10,10,38,2014,221,"09MIL0340","09MIL0340_14"
"283","41c","41c_2014",2014,"137",8,7.125,221,0.287671232876712,0.236530084768739,9.19524116352913,1.00154327094298,10,10,38,2014,221,"09MIL0390","09MIL0390_14"
"284","41c","41c_2015",2015,"137",12,2.58333333333333,145,0.394520547945205,0.22796559106701,5.83336913006209,1.03636579478454,10,10,38,2015,145,"09MIL0340","09MIL0340_15"
"285","41c","41c_2015",2015,"137",12,2.58333333333333,145,0.394520547945205,0.22796559106701,5.83336913006209,1.03636579478454,10,10,38,2015,145,"09MIL0390","09MIL0390_15"
"286","41c","41c_2016",2016,"137",7,13.5714285714286,139,0.363387978142077,0.202994518355205,12.02182826471,1.01301887539076,10,10,38,2016,139,"09MIL0340","09MIL0340_16"
"287","41c","41c_2016",2016,"137",7,13.5714285714286,139,0.363387978142077,0.202994518355205,12.02182826471,1.01301887539076,10,10,38,2016,139,"09MIL0390","09MIL0390_16"
"288","41c","41c_2017",2017,"137",12,5.83333333333333,197,0.427397260273973,0.224932734727571,8.77655294916671,0.961576510624827,10,10,38,2017,197,"09MIL0340","09MIL0340_17"
"289","41c","41c_2017",2017,"137",12,5.83333333333333,197,0.427397260273973,0.224932734727571,8.77655294916671,0.961576510624827,10,10,38,2017,197,"09MIL0390","09MIL0390_17"
"290","41c","41c_2018",2018,"137",12,5,166,0.375342465753425,0.197846415693914,5.76623768640905,1.23699101737169,10,10,38,2018,166,"09MIL0340","09MIL0340_18"
"291","41c","41c_2018",2018,"137",12,5,166,0.375342465753425,0.197846415693914,5.76623768640905,1.23699101737169,10,10,38,2018,166,"09MIL0390","09MIL0390_18"
"292","41c","41c_2019",2019,"137",4,3.25,53,0.356164383561644,0.197974603840907,4.71863384203387,1.08978671204147,10,10,38,2019,53,"09MIL0340","09MIL0340_19"
"293","41c","41c_2019",2019,"137",4,3.25,53,0.356164383561644,0.197974603840907,4.71863384203387,1.08978671204147,10,10,38,2019,53,"09MIL0390","09MIL0390_19"
"294","42a","42a_2002",2002,"143",19,3,170,0.241095890410959,0.503142527070626,15.8146235490488,0.914752581365296,17,17,39,2002,170,"Miller_Cove","Miller_Cove_02"
"295","42a","42a_2003",2003,"143",12,3.08333333333333,152,0.232876712328767,0.459580731000687,9.4922023453062,0.828750150348148,17,17,39,2003,152,"Miller_Cove","Miller_Cove_03"
"296","42a","42a_2004",2004,"143",16,2.375,332,0.262295081967213,0.49386156192865,19.4406211111536,1.06173449514813,17,17,39,2004,332,"Miller_Cove","Miller_Cove_04"
"297","42a","42a_2005",2005,"143",10,1.7,190,0.243835616438356,0.459843642759094,9.61482699013374,1.09849556139618,17,17,39,2005,190,"Miller_Cove","Miller_Cove_05"
"298","42a","42a_2006",2006,"143",11,4.90909090909091,213,0.219178082191781,0.360417163800119,13.6416621009221,1.01866590010684,17,17,39,2006,213,"Miller_Cove","Miller_Cove_06"
"299","42a","42a_2007",2007,"143",14,4.71428571428571,331,0.257534246575342,0.389893916024468,15.8159420936169,1.48719702327905,17,17,39,2007,331,"Miller_Cove","Miller_Cove_07"
"300","42a","42a_2008",2008,"143",8,2.375,128,0.254098360655738,0.41971649428034,21.0967130886094,1.10235510774446,17,17,39,2008,128,"Miller_Cove","Miller_Cove_08"
"301","42a","42a_2009",2009,"143",13,2.15384615384615,306,0.235616438356164,0.441762743552615,12.66857620971,0.992154568147795,17,17,39,2009,306,"Miller_Cove","Miller_Cove_09"
"302","42a","42a_2014",2014,"143",16,2.8125,321,0.252054794520548,0.425751178583239,12.1424769270628,1.13358119030853,17,17,39,2014,321,"Miller_Cove","Miller_Cove_14"
"303","42a","42a_2015",2015,"143",15,2.06666666666667,312,0.301369863013699,0.461200677236674,9.82843121015592,0.764787866179288,17,17,39,2015,312,"Miller_Cove","Miller_Cove_15"
"304","42a","42a_2016",2016,"143",13,5,135,0.270491803278689,0.407433081106282,12.738459071816,1.02559588239941,17,17,39,2016,135,"Miller_Cove","Miller_Cove_16"
"305","42a","42a_2017",2017,"143",20,3.2,245,0.317808219178082,0.403476715727361,15.2516050184966,1.26943944720648,17,17,39,2017,245,"Miller_Cove","Miller_Cove_17"
"306","42a","42a_2018",2018,"143",18,2.83333333333333,182,0.284931506849315,0.43856626189275,9.87589881460529,0.628190445750874,17,17,39,2018,182,"Miller_Cove","Miller_Cove_18"
"307","42a","42a_2019",2019,"143",16,1.875,168,0.29041095890411,0.448253388348579,7.6712922968456,1.17546712370108,17,17,39,2019,168,"Miller_Cove","Miller_Cove_19"
"308","42a","42a_2020",2020,"143",13,3.38461538461538,343,0.237704918032787,0.444664959997669,19.4999556167153,0.925629850406684,17,17,39,2020,343,"Miller_Cove","Miller_Cove_20"
"309","42a","42a_2021",2021,"143",11,3.36363636363636,343,0.293150684931507,0.381052607798545,14.1110639671436,0.724478814985044,17,17,39,2021,343,"Miller_Cove","Miller_Cove_21"
"310","42a","42a_2022",2022,"143",22,2.31818181818182,224,0.276712328767123,0.457350799642236,15.0564604224269,0.848723991526714,17,17,39,2022,224,"Miller_Cove","Miller_Cove_22"
"311","42AA","42AA_2012",2012,"1150",14,2.28571428571429,239,0.275956284153005,0.425649569633597,8.00501594180271,1.16429201555072,10,10,40,2012,239,"Miller_SWSSD","Miller_SWSSD_12"
"312","42AA","42AA_2013",2013,"1150",17,2.94117647058824,338,0.279452054794521,0.481446683552263,13.9530467745093,1.05538631113004,10,10,40,2013,338,"Miller_SWSSD","Miller_SWSSD_13"
"313","42AA","42AA_2014",2014,"1150",18,2.5,358,0.249315068493151,0.442211948790896,11.8786909255756,1.31784535870334,10,10,40,2014,358,"Miller_SWSSD","Miller_SWSSD_14"
"314","42AA","42AA_2015",2015,"1150",18,2.05555555555556,312,0.298630136986301,0.479507827482206,10.2328133259681,0.890732726303743,10,10,40,2015,312,"Miller_SWSSD","Miller_SWSSD_15"
"315","42AA","42AA_2016",2016,"1150",14,5.35714285714286,157,0.278688524590164,0.420416835349151,14.6449812447049,0.992400553843637,10,10,40,2016,157,"Miller_SWSSD","Miller_SWSSD_16"
"316","42AA","42AA_2017",2017,"1150",19,3.47368421052632,245,0.306849315068493,0.414588101542282,15.342705961513,1.1197677128374,10,10,40,2017,245,"Miller_SWSSD","Miller_SWSSD_17"
"317","42AA","42AA_2018",2018,"1150",17,2.41176470588235,179,0.263013698630137,0.431384442085653,7.79946218705841,0.993471629794607,10,10,40,2018,179,"Miller_SWSSD","Miller_SWSSD_18"
"318","42AA","42AA_2019",2019,"1150",13,1.46153846153846,168,0.312328767123288,0.39929753656659,6.55455916536757,0.8607620737848,10,10,40,2019,168,"Miller_SWSSD","Miller_SWSSD_19"
"319","42AA","42AA_2020",2020,"1150",10,4.7,342,0.254098360655738,0.387245446135593,13.8589552670559,1.05772969548337,10,10,40,2020,342,"Miller_SWSSD","Miller_SWSSD_20"
"320","42AA","42AA_2021",2021,"1150",14,3.21428571428571,343,0.301369863013699,0.379027743950639,10.3037438469714,0.547611922568349,10,10,40,2021,343,"Miller_SWSSD","Miller_SWSSD_21"
"321","43a","43a_2002",2002,"153",11,4.18181818181818,153,0.241095890410959,0.373565617089551,15.5620927779945,0.883956967145821,21,21,45,2002,153,"VashShing","VashShing_02"
"322","43a","43a_2003",2003,"153",6,4.83333333333333,101,0.219178082191781,0.278446093905526,10.9230847021771,0.974423930054303,21,21,45,2003,101,"VashShing","VashShing_03"
"323","43a","43a_2004",2004,"153",8,3.125,104,0.254098360655738,0.34797124255608,20.8361143616637,0.90313980968548,21,21,45,2004,104,"VashShing","VashShing_04"
"324","43a","43a_2005",2005,"153",4,1.75,127,0.235616438356164,0.277333115539584,12.7173174995305,0.832779044596977,21,21,45,2005,127,"VashShing","VashShing_05"
"325","43a","43a_2006",2006,"153",5,6.4,44,0.167123287671233,0.342590808363041,14.6756309683757,0.94830251793329,21,21,45,2006,44,"VashShing","VashShing_06"
"326","43a","43a_2007",2007,"153",10,4.6,126,0.227397260273973,0.366622639895856,17.2604342738266,1.03916260885021,21,21,45,2007,126,"VashShing","VashShing_07"
"327","43a","43a_2008",2008,"153",5,6.4,69,0.215846994535519,0.274794212568445,23.2888007627963,0.838073312446857,21,21,45,2008,69,"VashShing","VashShing_08"
"328","43a","43a_2009",2009,"153",8,2.375,181,0.208219178082192,0.263766291705172,12.9922058972247,0.855349344378046,21,21,45,2009,181,"VashShing","VashShing_09"
"329","43a","43a_2010",2010,"153",14,2.71428571428571,147,0.235616438356164,0.347477292315852,9.10754272670798,0.937085409428831,21,21,45,2010,147,"VashShing","VashShing_10"
"330","43a","43a_2011",2011,"153",14,4.28571428571429,197,0.219178082191781,0.454169345479139,34.4633337667403,1.1914889118994,21,21,45,2011,197,"VashShing","VashShing_11"
"331","43a","43a_2012",2012,"153",10,4.1,131,0.234972677595628,0.315275410484246,12.1014822519828,0.985105347646167,21,21,45,2012,131,"VashShing","VashShing_12"
"332","43a","43a_2013",2013,"153",7,4.85714285714286,142,0.241095890410959,0.300082060274958,9.24392146664933,1.17421287996821,21,21,45,2013,142,"VashShing","VashShing_13"
"333","43a","43a_2014",2014,"153",7,3.28571428571429,78,0.189041095890411,0.313928354228185,13.0326933356448,0.987055867380334,21,21,45,2014,78,"VashShing","VashShing_14"
"334","43a","43a_2015",2015,"153",7,1.85714285714286,108,0.298630136986301,0.212878728568073,4.26183562316705,1.01660729001948,21,21,45,2015,108,"VashShing","VashShing_15"
"335","43a","43a_2016",2016,"153",12,4.83333333333333,121,0.265027322404372,0.353264953324882,25.8565567257545,1.13273961704911,21,21,45,2016,121,"VashShing","VashShing_16"
"336","43a","43a_2017",2017,"153",16,3.3125,159,0.282191780821918,0.340153638912149,19.1782603042517,1.20881560668083,21,21,45,2017,159,"VashShing","VashShing_17"
"337","43a","43a_2018",2018,"153",8,6.5,147,0.252054794520548,0.253382440965688,7.62229301203427,0.99096535065704,21,21,45,2018,147,"VashShing","VashShing_18"
"338","43a","43a_2019",2019,"153",10,3,136,0.30958904109589,0.221173545078203,5.71938340629018,0.92856788889083,21,21,45,2019,136,"VashShing","VashShing_19"
"339","43a","43a_2020",2020,"153",7,4.57142857142857,101,0.172131147540984,0.348095073140197,17.8293893295194,1.06331190079703,21,21,45,2020,101,"VashShing","VashShing_20"
"340","43a","43a_2021",2021,"153",6,6.16666666666667,94,0.161643835616438,0.33306051807097,22.7645949811468,1.00739700175093,21,21,45,2021,94,"VashShing","VashShing_21"
"341","43a","43a_2022",2022,"153",11,3.72727272727273,144,0.227397260273973,0.396548896264279,16.0117164362386,1.10145939274082,21,21,45,2022,144,"VashShing","VashShing_22"
"342","54h","54h_2002",2002,"191",15,4.8,154,0.361643835616438,0.373185822873145,16.8139298395983,0.852827250856694,21,21,51,2002,154,"09SOO1022","09SOO1022_02"
"343","54h","54h_2003",2003,"191",8,5,119,0.336986301369863,0.252841938694776,7.71780238562927,0.946632888128801,21,21,51,2003,119,"09SOO1022","09SOO1022_03"
"344","54h","54h_2004",2004,"191",12,3.25,128,0.322404371584699,0.333629905231798,9.28154012389403,0.838890413319124,21,21,51,2004,128,"09SOO1022","09SOO1022_04"
"345","54h","54h_2005",2005,"191",7,2.57142857142857,164,0.331506849315069,0.328980129996785,9.92912114017629,1.20392835036086,21,21,51,2005,164,"09SOO1022","09SOO1022_05"
"346","54h","54h_2006",2006,"191",9,5.88888888888889,213,0.227397260273973,0.32823488431207,17.8336995241859,1.59040757592194,21,21,51,2006,213,"09SOO1022","09SOO1022_06"
"347","54h","54h_2007",2007,"191",10,6.3,145,0.304109589041096,0.327319683747296,12.4853619939221,1.8932657762576,21,21,51,2007,145,"09SOO1022","09SOO1022_07"
"348","54h","54h_2008",2008,"191",6,3,119,0.363387978142077,0.276915957637012,13.2856357972014,1.37760278736751,21,21,51,2008,119,"09SOO1022","09SOO1022_08"
"349","54h","54h_2009",2009,"191",7,5,159,0.243835616438356,0.451264901714153,25.3320060285069,0.844250735448959,21,21,51,2009,159,"09SOO1022","09SOO1022_09"
"350","54h","54h_2010",2010,"191",18,2.5,216,0.394520547945205,0.336760069709609,4.88071587008529,1.59523186583879,21,21,51,2010,216,"09SOO1022","09SOO1022_10"
"351","54h","54h_2011",2011,"191",16,3.9375,197,0.334246575342466,0.432655217497809,21.8977816495279,0.864083927329347,21,21,51,2011,197,"09SOO1022","09SOO1022_11"
"352","54h","54h_2012",2012,"191",16,3.4375,200,0.308743169398907,0.432663447735874,15.1915689777543,0.675400588359167,21,21,51,2012,200,"09SOO1022","09SOO1022_12"
"353","54h","54h_2013",2013,"191",16,3.125,336,0.361643835616438,0.367104272463675,9.9250311548103,0.999164045001181,21,21,51,2013,336,"09SOO1022","09SOO1022_13"
"354","54h","54h_2014",2014,"191",13,4.69230769230769,221,0.304109589041096,0.398464491362764,18.7362229616151,1.53519625798465,21,21,51,2014,221,"09SOO1022","09SOO1022_14"
"355","54h","54h_2015",2015,"191",15,2.26666666666667,145,0.328767123287671,0.438829361152733,9.61010228162882,0.37736667794036,21,21,51,2015,145,"09SOO1022","09SOO1022_15"
"356","54h","54h_2016",2016,"191",9,9.66666666666667,137,0.314207650273224,0.391734598233306,24.7948546171064,0.814098923468639,21,21,51,2016,137,"09SOO1022","09SOO1022_16"
"357","54h","54h_2017",2017,"191",18,3.55555555555556,204,0.350684931506849,0.43917484161943,16.6148838851199,1.03615026769704,21,21,51,2017,204,"09SOO1022","09SOO1022_17"
"358","54h","54h_2018",2018,"191",13,4.61538461538461,178,0.287671232876712,0.375510022403893,11.3428927483546,0.575698596744242,21,21,51,2018,178,"09SOO1022","09SOO1022_18"
"359","54h","54h_2019",2019,"191",13,2.61538461538462,167,0.265753424657534,0.440258899676375,13.2774558264694,1.02596565565035,21,21,51,2019,167,"09SOO1022","09SOO1022_19"
"360","54h","54h_2020",2020,"191",6,6.16666666666667,163,0.229508196721311,0.404425956738769,14.6148810411492,0.761165742436522,21,21,51,2020,163,"09SOO1022","09SOO1022_20"
"361","54h","54h_2021",2021,"191",7,7,72,0.249315068493151,0.352192073618431,23.4192562056774,0.53978443847435,21,21,51,2021,72,"09SOO1022","09SOO1022_21"
"362","54h","54h_2022",2022,"191",18,3.33333333333333,225,0.306849315068493,0.420139862617007,18.7648528591771,0.652887235413862,21,21,51,2022,225,"09SOO1022","09SOO1022_22"
"363","54i","54i_2002",2002,"192",12,5.75,154,0.298630136986301,0.221622179725447,7.47647011462765,0.75808904928947,21,21,52,2002,154,"09SOO1209","09SOO1209_02"
"364","54i","54i_2003",2003,"192",4,5.5,81,0.320547945205479,0.169023569023569,5.52093624308738,0.798907551353693,21,21,52,2003,81,"09SOO1209","09SOO1209_03"
"365","54i","54i_2004",2004,"192",11,2.90909090909091,108,0.341530054644809,0.169578851767018,5.33839385587309,1.00738067692906,21,21,52,2004,108,"09SOO1209","09SOO1209_04"
"366","54i","54i_2005",2005,"192",5,4.6,164,0.287671232876712,0.182426165486942,7.49006369665424,1.18086885155664,21,21,52,2005,164,"09SOO1209","09SOO1209_05"
"367","54i","54i_2006",2006,"192",6,7,99,0.221917808219178,0.268567797641312,33.510121635848,1.05588638186634,21,21,52,2006,99,"09SOO1209","09SOO1209_06"
"368","54i","54i_2007",2007,"192",11,4.45454545454545,143,0.336986301369863,0.204740658860655,9.4863783142743,1.02372177569604,21,21,52,2007,143,"09SOO1209","09SOO1209_07"
"369","54i","54i_2008",2008,"192",5,3.2,119,0.352459016393443,0.118236400462963,4.40820445719604,1.16785512584176,21,21,52,2008,119,"09SOO1209","09SOO1209_08"
"370","54i","54i_2009",2009,"192",6,4.83333333333333,159,0.224657534246575,0.296079428400686,36.7706393819414,0.944931694440131,21,21,52,2009,159,"09SOO1209","09SOO1209_09"
"371","54i","54i_2010",2010,"192",11,3.45454545454545,216,0.421917808219178,0.146749769691386,3.65084774428571,1.27280997868514,21,21,52,2010,216,"09SOO1209","09SOO1209_10"
"372","54i","54i_2011",2011,"192",7,6.57142857142857,155,0.476712328767123,0.1160461685325,7.07837235527734,1.03399966134586,21,21,52,2011,155,"09SOO1209","09SOO1209_11"
"373","54i","54i_2012",2012,"192",4,7.25,104,0.420765027322404,0.101109130520895,4.85485072378419,1.05749197140259,21,21,52,2012,104,"09SOO1209","09SOO1209_12"
"374","54i","54i_2013",2013,"192",9,2.44444444444444,148,0.410958904109589,0.119460354927076,4.0897262497158,1.10025135589434,21,21,52,2013,148,"09SOO1209","09SOO1209_13"
"375","54i","54i_2014",2014,"192",8,4.875,118,0.33972602739726,0.164614534003221,6.59677116347795,0.983296833885295,21,21,52,2014,118,"09SOO1209","09SOO1209_14"
"376","54i","54i_2015",2015,"192",4,3.5,83,0.410958904109589,0.150254041570439,4.26255893548252,0.843441534806559,21,21,52,2015,83,"09SOO1209","09SOO1209_15"
"377","54i","54i_2016",2016,"192",9,4.44444444444444,118,0.352459016393443,0.216559834157773,20.0116946834384,1.01574664346006,21,21,52,2016,118,"09SOO1209","09SOO1209_16"
"378","54i","54i_2017",2017,"192",9,3,107,0.452054794520548,0.163478090565182,6.14235713573175,0.963607235888107,21,21,52,2017,107,"09SOO1209","09SOO1209_17"
"379","54i","54i_2018",2018,"192",10,3.7,147,0.36986301369863,0.134596073844388,3.44111819301823,1.05580187715391,21,21,52,2018,147,"09SOO1209","09SOO1209_18"
"380","54i","54i_2019",2019,"192",5,2,104,0.361643835616438,0.11991968720279,2.23128939265121,1.01084537013887,21,21,52,2019,104,"09SOO1209","09SOO1209_19"
"381","54i","54i_2020",2020,"192",4,6.75,54,0.204918032786885,0.234353260497685,16.8599255935577,0.916707120487081,21,21,52,2020,54,"09SOO1209","09SOO1209_20"
"382","54i","54i_2021",2021,"192",6,4.5,67,0.279452054794521,0.219646799116998,18.100825438557,0.867778891987632,21,21,52,2021,67,"09SOO1209","09SOO1209_21"
"383","54i","54i_2022",2022,"192",9,3.33333333333333,210,0.282191780821918,0.323191813027244,31.6070201521246,0.940580417891396,21,21,52,2022,210,"09SOO1209","09SOO1209_22"
