"","Subbasin","each","rkt.pval","rkt.Sen","rkt.tau","RKTtrend","samples","sum.taxon"
"1864","Black River Subbasin","Protoptila",1,0,0,"none",0,0
"1865","Coal Creek (Cedar) Subbasin","Protoptila",1,0,0,"none",0,0
"1866","Coal Creek (Green) Subbasin","Protoptila",1,0,0,"none",0,0
"1867","Covington Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1868","Deep Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1869","Duwamish River Subbasin","Protoptila",1,0,0,"none",0,0
"1870","E Lake Sammamish Subbasin","Protoptila",1,0,0,"none",0,0
"1871","E Lake Washington - Kenmore N Subbasin","Protoptila",1,0,0,"none",0,0
"1872","E Lake Washington - Kenmore S Subbasin","Protoptila",1,0,0,"none",0,0
"1873","Evans Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1874","Forbes Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1875","Issaquah Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1876","Jenkins Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1877","Kelsey Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1878","Little Bear Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1879","Lower Cedar River Subbasin","Protoptila",1,0,0,"none",0,0
"1880","Lower Green River - E Subbasin","Protoptila",1,0,0,"none",0,0
"1881","Lower Green River - W Subbasin","Protoptila",1,0,0,"none",0,0
"1882","Lyon Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1883","May Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1884","McAleer Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1885","Mercer Slough Subbasin","Protoptila",1,0,0,"none",0,0
"1886","Middle Green River Subbasin","Protoptila",1,0,0,"none",0,0
"1887","Mill Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1888","Miller Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1889","Newaukum Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1890","North Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1891","Sammamish River Subbasin","Protoptila",1,0,0,"none",0,0
"1892","Soos Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1893","Swamp Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1894","Thornton Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1895","Tibbetts Creek Subbasin","Protoptila",1,0,0,"none",0,0
"1896","Upper Cedar River Subbasin","Protoptila",1,0,0,"none",0,0
"1897","Vashon-Maury Island Subbasin","Protoptila",1,0,0,"none",0,0
"1898","W Lake Sammamish Subbasin","Protoptila",1,0,0,"none",0,0
"1899","W Lake Washington - Seattle N Subbasin","Protoptila",1,0,0,"none",0,0
"1900","W Lake Washington - Seattle S Subbasin","Protoptila",1,0,0,"none",0,0
"1901","Bear Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1902","Black River Subbasin","Protanyderus",1,0,0,"none",0,0
"1903","Coal Creek (Cedar) Subbasin","Protanyderus",1,0,0,"none",0,0
"1904","Coal Creek (Green) Subbasin","Protanyderus",1,0,0,"none",0,0
"1905","Covington Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1906","Deep Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1907","Duwamish River Subbasin","Protanyderus",1,0,0,"none",0,0
"1908","E Lake Sammamish Subbasin","Protanyderus",1,0,0,"none",0,0
"1909","E Lake Washington - Kenmore N Subbasin","Protanyderus",1,0,0,"none",0,0
"1910","E Lake Washington - Kenmore S Subbasin","Protanyderus",1,0,0,"none",0,0
"1911","Evans Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1912","Forbes Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1913","Issaquah Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1914","Jenkins Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1915","Kelsey Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1916","Little Bear Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1917","Lower Cedar River Subbasin","Protanyderus",1,0,0,"none",0,0
"1918","Lower Green River - E Subbasin","Protanyderus",1,0,0,"none",0,0
"1919","Lower Green River - W Subbasin","Protanyderus",1,0,0,"none",0,0
"1920","Lyon Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1921","May Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1922","McAleer Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1923","Mercer Slough Subbasin","Protanyderus",1,0,0,"none",0,0
"1924","Middle Green River Subbasin","Protanyderus",1,0,0,"none",0,0
"1925","Mill Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1926","Miller Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1927","Newaukum Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1928","North Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1929","Sammamish River Subbasin","Protanyderus",1,0,0,"none",0,0
"1930","Soos Creek Subbasin","Protanyderus",0.137123581799443,0,0.0257668711656442,"none",2,0.519736842105263
"1931","Swamp Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1932","Thornton Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1933","Tibbetts Creek Subbasin","Protanyderus",1,0,0,"none",0,0
"1934","Upper Cedar River Subbasin","Protanyderus",1,0,0,"none",0,0
"1935","Vashon-Maury Island Subbasin","Protanyderus",1,0,0,"none",0,0
"1936","W Lake Sammamish Subbasin","Protanyderus",1,0,0,"none",0,0
"1937","W Lake Washington - Seattle N Subbasin","Protanyderus",1,0,0,"none",0,0
"1938","W Lake Washington - Seattle S Subbasin","Protanyderus",1,0,0,"none",0,0
"1939","Bear Creek Subbasin","Prostoma",3.93659705211213e-06,0,0.183897529734675,"positive",22,87.3752705627706
"1940","Black River Subbasin","Prostoma",0.364289356440915,0,0.0168269230769231,"none",3,22.625
"1941","Coal Creek (Cedar) Subbasin","Prostoma",0.1569531400415,0,0.12,"none",3,2.96875
"1942","Coal Creek (Green) Subbasin","Prostoma",0.12578642463894,0,-0.0521172638436482,"none",1,2.66666666666667
"1943","Covington Creek Subbasin","Prostoma",0.0680641386866792,0,0.0476900149031297,"none",3,10.3125
"1944","Deep Creek Subbasin","Prostoma",1,0,0,"none",0,0
"1945","Duwamish River Subbasin","Prostoma",0.147501399902633,0,0.0909090909090909,"none",1,0.535714285714286
"1946","E Lake Sammamish Subbasin","Prostoma",1,0,0,"none",0,0
"1947","E Lake Washington - Kenmore N Subbasin","Prostoma",1,0,0,"none",0,0
"1948","E Lake Washington - Kenmore S Subbasin","Prostoma",1,0,0,"none",0,0
"1949","Evans Creek Subbasin","Prostoma",1,0,0,"none",0,0
"1950","Forbes Creek Subbasin","Prostoma",1,0,0,"none",0,0
"1951","Issaquah Creek Subbasin","Prostoma",0.000636233206664061,0,0.068595041322314,"positive",7,12.4602272727273
"1952","Jenkins Creek Subbasin","Prostoma",0.193059060876436,0,0.0476190476190476,"none",1,0.416666666666667
"1953","Kelsey Creek Subbasin","Prostoma",0.680337681182798,0,0.0522875816993464,"none",3,1.38798076923077
"1954","Little Bear Creek Subbasin","Prostoma",5.26682593788852e-05,0,0.121973929236499,"positive",10,20.0520833333333
"1955","Lower Cedar River Subbasin","Prostoma",0.120690800527445,0,-0.032967032967033,"none",1,10
"1956","Lower Green River - E Subbasin","Prostoma",0.128885073232889,0,-0.0515463917525773,"none",1,10
"1957","Lower Green River - W Subbasin","Prostoma",0.907868500949536,0,0.019047619047619,"none",1,0.15
"1958","Lyon Creek Subbasin","Prostoma",0.0396261491413727,0,0.225,"positive",2,0.625
"1959","May Creek Subbasin","Prostoma",0.0297134733260966,0,0.123626373626374,"positive",5,7.55921052631579
"1960","McAleer Creek Subbasin","Prostoma",0.137123581799443,0,0.154411764705882,"none",2,1.45833333333333
"1961","Mercer Slough Subbasin","Prostoma",0.154728923485379,0,-0.181818181818182,"none",1,5
"1962","Middle Green River Subbasin","Prostoma",0.522816653919089,0,0.0108991825613079,"none",1,0.220588235294118
"1963","Mill Creek Subbasin","Prostoma",1,0,0,"none",0,0
"1964","Miller Creek Subbasin","Prostoma",0.0948982661049449,0,0.177777777777778,"none",3,1.63690476190476
"1965","Newaukum Creek Subbasin","Prostoma",0.0339384150680826,0,0.0476190476190476,"positive",2,1.875
"1966","North Creek Subbasin","Prostoma",0.0272062857271607,0,0.115853658536585,"positive",4,16.25
"1967","Sammamish River Subbasin","Prostoma",0.0800085537080917,0,0.0547504025764895,"none",5,2.41071428571429
"1968","Soos Creek Subbasin","Prostoma",1.37544815537183e-08,0,0.25398773006135,"positive",18,21.1619246981089
"1969","Swamp Creek Subbasin","Prostoma",0.0033194882537293,0,0.256055363321799,"positive",7,15.2988782051282
"1970","Thornton Creek Subbasin","Prostoma",1,0,0,"none",0,0
"1971","Tibbetts Creek Subbasin","Prostoma",0.193059060876436,0,0.0742857142857143,"none",1,0.46875
"1972","Upper Cedar River Subbasin","Prostoma",1,0,0,"none",0,0
"1973","Vashon-Maury Island Subbasin","Prostoma",1,0,0,"none",0,0
"1974","W Lake Sammamish Subbasin","Prostoma",0.32339434522187,0,0.0625,"none",2,1.1875
"1975","W Lake Washington - Seattle N Subbasin","Prostoma",1,0,0,"none",0,0
"1976","W Lake Washington - Seattle S Subbasin","Prostoma",0.0651857664146762,0,0.0769230769230769,"none",3,2.20535714285714
"1977","Bear Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1978","Black River Subbasin","Polychaeta",1,0,0,"none",0,0
"1979","Coal Creek (Cedar) Subbasin","Polychaeta",1,0,0,"none",0,0
"1980","Coal Creek (Green) Subbasin","Polychaeta",1,0,0,"none",0,0
"1981","Covington Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1982","Deep Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1983","Duwamish River Subbasin","Polychaeta",0.154728923485379,0,-0.0826446280991736,"none",1,2.10526315789474
"1984","E Lake Sammamish Subbasin","Polychaeta",1,0,0,"none",0,0
"1985","E Lake Washington - Kenmore N Subbasin","Polychaeta",1,0,0,"none",0,0
"1986","E Lake Washington - Kenmore S Subbasin","Polychaeta",1,0,0,"none",0,0
"1987","Evans Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1988","Forbes Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1989","Issaquah Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1990","Jenkins Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1991","Kelsey Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1992","Little Bear Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1993","Lower Cedar River Subbasin","Polychaeta",1,0,0,"none",0,0
"1994","Lower Green River - E Subbasin","Polychaeta",1,0,0,"none",0,0
"1995","Lower Green River - W Subbasin","Polychaeta",1,0,0,"none",0,0
"1996","Lyon Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1997","May Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1998","McAleer Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"1999","Mercer Slough Subbasin","Polychaeta",1,0,0,"none",0,0
"2000","Middle Green River Subbasin","Polychaeta",1,0,0,"none",0,0
"2001","Mill Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2002","Miller Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2003","Newaukum Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2004","North Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2005","Sammamish River Subbasin","Polychaeta",1,0,0,"none",0,0
"2006","Soos Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2007","Swamp Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2008","Thornton Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2009","Tibbetts Creek Subbasin","Polychaeta",1,0,0,"none",0,0
"2010","Upper Cedar River Subbasin","Polychaeta",1,0,0,"none",0,0
"2011","Vashon-Maury Island Subbasin","Polychaeta",1,0,0,"none",0,0
"2012","W Lake Sammamish Subbasin","Polychaeta",1,0,0,"none",0,0
"2013","W Lake Washington - Seattle N Subbasin","Polychaeta",1,0,0,"none",0,0
"2014","W Lake Washington - Seattle S Subbasin","Polychaeta",1,0,0,"none",0,0
"2015","Bear Creek Subbasin","Polycentropus.s.l.",0.202809308461419,0,0.0338517840805123,"none",9,5.78411172161172
"2016","Black River Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2017","Coal Creek (Cedar) Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2018","Coal Creek (Green) Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2019","Covington Creek Subbasin","Polycentropus.s.l.",0.914334815534135,0,0.00447093889716841,"none",5,3.32372835497836
"2020","Deep Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2021","Duwamish River Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2022","E Lake Sammamish Subbasin","Polycentropus.s.l.",0.784191229401619,0,0.00707964601769911,"none",1,0.25
"2023","E Lake Washington - Kenmore N Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2024","E Lake Washington - Kenmore S Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2025","Evans Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2026","Forbes Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2027","Issaquah Creek Subbasin","Polycentropus.s.l.",0.113469695229837,0,0.0173553719008264,"none",2,0.333333333333333
"2028","Jenkins Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2029","Kelsey Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2030","Little Bear Creek Subbasin","Polycentropus.s.l.",0.235333266509586,0,-0.0130353817504655,"none",1,0.666666666666667
"2031","Lower Cedar River Subbasin","Polycentropus.s.l.",0.246565883634409,0,-0.0164835164835165,"none",1,0.333333333333333
"2032","Lower Green River - E Subbasin","Polycentropus.s.l.",0.0195677499384947,0,0.147766323024055,"positive",3,1.625
"2033","Lower Green River - W Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2034","Lyon Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2035","May Creek Subbasin","Polycentropus.s.l.",0.299665448434302,0,0.0494505494505494,"none",3,1.21875
"2036","McAleer Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2037","Mercer Slough Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2038","Middle Green River Subbasin","Polycentropus.s.l.",0.26157223601395,0,-0.0163487738419619,"none",1,0.666666666666667
"2039","Mill Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2040","Miller Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2041","Newaukum Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2042","North Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2043","Sammamish River Subbasin","Polycentropus.s.l.",0.664389443171999,0,-0.00805152979066022,"none",1,1.66666666666667
"2044","Soos Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2045","Swamp Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2046","Thornton Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2047","Tibbetts Creek Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2048","Upper Cedar River Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2049","Vashon-Maury Island Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2050","W Lake Sammamish Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2051","W Lake Washington - Seattle N Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2052","W Lake Washington - Seattle S Subbasin","Polycentropus.s.l.",1,0,0,"none",0,0
"2053","Bear Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2054","Black River Subbasin","Plumiperla",1,0,0,"none",0,0
"2055","Coal Creek (Cedar) Subbasin","Plumiperla",1,0,0,"none",0,0
"2056","Coal Creek (Green) Subbasin","Plumiperla",1,0,0,"none",0,0
"2057","Covington Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2058","Deep Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2059","Duwamish River Subbasin","Plumiperla",1,0,0,"none",0,0
"2060","E Lake Sammamish Subbasin","Plumiperla",1,0,0,"none",0,0
"2061","E Lake Washington - Kenmore N Subbasin","Plumiperla",1,0,0,"none",0,0
"2062","E Lake Washington - Kenmore S Subbasin","Plumiperla",1,0,0,"none",0,0
"2063","Evans Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2064","Forbes Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2065","Issaquah Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2066","Jenkins Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2067","Kelsey Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2068","Little Bear Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2069","Lower Cedar River Subbasin","Plumiperla",1,0,0,"none",0,0
"2070","Lower Green River - E Subbasin","Plumiperla",1,0,0,"none",0,0
"2071","Lower Green River - W Subbasin","Plumiperla",1,0,0,"none",0,0
"2072","Lyon Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2073","May Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2074","McAleer Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2075","Mercer Slough Subbasin","Plumiperla",1,0,0,"none",0,0
"2076","Middle Green River Subbasin","Plumiperla",0.358326466748881,0,0.0136239782016349,"none",1,0.9375
"2077","Mill Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2078","Miller Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2079","Newaukum Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2080","North Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2081","Sammamish River Subbasin","Plumiperla",1,0,0,"none",0,0
"2082","Soos Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2083","Swamp Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2084","Thornton Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2085","Tibbetts Creek Subbasin","Plumiperla",1,0,0,"none",0,0
"2086","Upper Cedar River Subbasin","Plumiperla",1,0,0,"none",0,0
"2087","Vashon-Maury Island Subbasin","Plumiperla",1,0,0,"none",0,0
"2088","W Lake Sammamish Subbasin","Plumiperla",1,0,0,"none",0,0
"2089","W Lake Washington - Seattle N Subbasin","Plumiperla",1,0,0,"none",0,0
"2090","W Lake Washington - Seattle S Subbasin","Plumiperla",1,0,0,"none",0,0
"2091","Bear Creek Subbasin","Pleuroceridae.s.l.",1,0,0.000914913083257091,"none",1,0.16304347826087
"2092","Black River Subbasin","Pleuroceridae.s.l.",2.96573837383907e-05,0,0.144230769230769,"positive",19,391.084077380952
"2093","Coal Creek (Cedar) Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2094","Coal Creek (Green) Subbasin","Pleuroceridae.s.l.",0.474958539889507,0,-0.0260586319218241,"none",1,0.588235294117647
"2095","Covington Creek Subbasin","Pleuroceridae.s.l.",0.61940088064347,0,0.0238450074515648,"none",18,428.897742973401
"2096","Deep Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2097","Duwamish River Subbasin","Pleuroceridae.s.l.",0.268381627292761,0,-0.0661157024793388,"none",1,0.333333333333333
"2098","E Lake Sammamish Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2099","E Lake Washington - Kenmore N Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2100","E Lake Washington - Kenmore S Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2101","Evans Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2102","Forbes Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2103","Issaquah Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2104","Jenkins Creek Subbasin","Pleuroceridae.s.l.",0.0677312687839757,-5.61458333333337,-0.234432234432234,"none",33,4731.9568452381
"2105","Kelsey Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2106","Little Bear Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2107","Lower Cedar River Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2108","Lower Green River - E Subbasin","Pleuroceridae.s.l.",0.128885073232889,0,0.0515463917525773,"none",1,0.267857142857143
"2109","Lower Green River - W Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2110","Lyon Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2111","May Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2112","McAleer Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2113","Mercer Slough Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2114","Middle Green River Subbasin","Pleuroceridae.s.l.",0.894549147454705,0,0.00408719346049046,"none",2,97.8423076923077
"2115","Mill Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2116","Miller Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2117","Newaukum Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2118","North Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2119","Sammamish River Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2120","Soos Creek Subbasin","Pleuroceridae.s.l.",0.000598059355207958,0.0669642857142857,0.230674846625767,"positive",72,1931.89851105146
"2121","Swamp Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2122","Thornton Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2123","Tibbetts Creek Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2124","Upper Cedar River Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2125","Vashon-Maury Island Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2126","W Lake Sammamish Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2127","W Lake Washington - Seattle N Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2128","W Lake Washington - Seattle S Subbasin","Pleuroceridae.s.l.",1,0,0,"none",0,0
"2129","Bear Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2130","Black River Subbasin","Plecoptera",1,0,0,"none",0,0
"2131","Coal Creek (Cedar) Subbasin","Plecoptera",0.268381627292761,0,-0.0457142857142857,"none",1,2.60869565217391
"2132","Coal Creek (Green) Subbasin","Plecoptera",1,0,0,"none",0,0
"2133","Covington Creek Subbasin","Plecoptera",0.59490302704429,0,-0.0163934426229508,"none",4,20.9401709401709
"2134","Deep Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2135","Duwamish River Subbasin","Plecoptera",1,0,0,"none",0,0
"2136","E Lake Sammamish Subbasin","Plecoptera",0.918707405428289,0,-0.00353982300884956,"none",1,0.909090909090909
"2137","E Lake Washington - Kenmore N Subbasin","Plecoptera",1,0,0,"none",0,0
"2138","E Lake Washington - Kenmore S Subbasin","Plecoptera",1,0,0,"none",0,0
"2139","Evans Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2140","Forbes Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2141","Issaquah Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2142","Jenkins Creek Subbasin","Plecoptera",0.828262540835311,0,-0.010989010989011,"none",1,0.666666666666667
"2143","Kelsey Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2144","Little Bear Creek Subbasin","Plecoptera",0.35832646674888,0,0.00931098696461825,"none",1,3.75
"2145","Lower Cedar River Subbasin","Plecoptera",1,0,0,"none",0,0
"2146","Lower Green River - E Subbasin","Plecoptera",1,0,0,"none",0,0
"2147","Lower Green River - W Subbasin","Plecoptera",1,0,0,"none",0,0
"2148","Lyon Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2149","May Creek Subbasin","Plecoptera",0.462432726450476,0,-0.0274725274725275,"none",2,29.1208791208791
"2150","McAleer Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2151","Mercer Slough Subbasin","Plecoptera",1,0,0,"none",0,0
"2152","Middle Green River Subbasin","Plecoptera",1,0,0,"none",0,0
"2153","Mill Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2154","Miller Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2155","Newaukum Creek Subbasin","Plecoptera",1,0,-0.00144300144300144,"none",1,1.25
"2156","North Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2157","Sammamish River Subbasin","Plecoptera",1,0,0,"none",0,0
"2158","Soos Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2159","Swamp Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2160","Thornton Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2161","Tibbetts Creek Subbasin","Plecoptera",1,0,0,"none",0,0
"2162","Upper Cedar River Subbasin","Plecoptera",1,0,0,"none",0,0
"2163","Vashon-Maury Island Subbasin","Plecoptera",1,0,0,"none",0,0
"2164","W Lake Sammamish Subbasin","Plecoptera",1,0,0,"none",0,0
"2165","W Lake Washington - Seattle N Subbasin","Plecoptera",1,0,0,"none",0,0
"2166","W Lake Washington - Seattle S Subbasin","Plecoptera",1,0,0,"none",0,0
"2167","Bear Creek Subbasin","Planorbidae",0.74675042608914,0,-0.0164684354986276,"none",39,64.3880672300938
"2168","Black River Subbasin","Planorbidae",0.039226608911376,0,-0.110576923076923,"negative",42,169.248150199237
"2169","Coal Creek (Cedar) Subbasin","Planorbidae",0.720077409191574,0,-0.04,"none",6,2.89991258741259
"2170","Coal Creek (Green) Subbasin","Planorbidae",1,0,0.00325732899022801,"none",2,2.70833333333333
"2171","Covington Creek Subbasin","Planorbidae",0.189669427969222,0,-0.0387481371087928,"none",4,11.4196310935441
"2172","Deep Creek Subbasin","Planorbidae",1,0,0,"none",0,0
"2173","Duwamish River Subbasin","Planorbidae",0.6396668933245,0,0.0413223140495868,"none",2,0.96875
"2174","E Lake Sammamish Subbasin","Planorbidae",0.170935333899507,0,-0.0743362831858407,"none",13,17.4184883004926
"2175","E Lake Washington - Kenmore N Subbasin","Planorbidae",0.278075686620885,0,0.0916666666666667,"none",1,0.46875
"2176","E Lake Washington - Kenmore S Subbasin","Planorbidae",0.643099199543613,0,-0.0769230769230769,"none",3,1.79166666666667
"2177","Evans Creek Subbasin","Planorbidae",1,0,0,"none",0,0
"2178","Forbes Creek Subbasin","Planorbidae",0.804649053489692,0,-0.0350877192982456,"none",4,4.45238095238096
"2179","Issaquah Creek Subbasin","Planorbidae",0.233836887699954,0,0.0347107438016529,"none",19,79.094010501798
"2180","Jenkins Creek Subbasin","Planorbidae",1,0,0,"none",0,0
"2181","Kelsey Creek Subbasin","Planorbidae",1,0,-0.0065359477124183,"none",2,2.28846153846154
"2182","Little Bear Creek Subbasin","Planorbidae",0.0254821404325747,0,-0.0921787709497207,"negative",26,30.6165456001909
"2183","Lower Cedar River Subbasin","Planorbidae",0.0396776724986989,0,-0.113553113553114,"negative",13,10.9718031968032
"2184","Lower Green River - E Subbasin","Planorbidae",0.363020384944015,0,0.0927835051546392,"none",18,107.704571354571
"2185","Lower Green River - W Subbasin","Planorbidae",0.517024342392362,0,-0.123809523809524,"none",7,7.18803418803418
"2186","Lyon Creek Subbasin","Planorbidae",1,0,0,"none",0,0
