"","SiteName","SampleName","SampleDate","RiffleDepth"
"30","08LIT2682","08LIT2682_17",2017-07-31 14:30:00,4.1775
"31","08LAK2827","08LAK2827_17",2017-08-01 08:30:00,2.828125
"32","08LIT2781","08LIT2781_17",2017-08-01 10:15:00,4.875
"33","08LAK3627","08LAK3627_17",2017-08-01 11:00:00,5
"34","09SOO1209","09SOO1209_17",2017-08-01 11:00:00,5.875
"35","08LIT2692","08LIT2692_17",2017-08-01 13:00:00,4.0325
"36","08EAS1964","08EAS1964_17",2017-08-01 13:45:00,4.34375
"37","09SOO1130","09SOO1130_17",2017-08-02 00:15:00,8.875
"38","08ISS4573","08ISS4573_17",2017-08-02 08:59:59,3.09375
"39","09SOO1283","09SOO1283_17",2017-08-02 09:15:00,5.90625
"40","09SOO1134","09SOO1134_17",2017-08-02 09:30:00,6.5
"41","09SOO1022","09SOO1022_17",2017-08-02 11:14:59,3.4375
"42","08ISS4884","08ISS4884_17",2017-08-02 13:00:00,4.8125
"43","08EAS2631","08EAS2631_17",2017-08-03 08:45:00,4.46875
"44","VashShing","VashShing_17",2017-08-03 08:59:59,3
"45","09COV1864","09COV1864_17",2017-08-03 09:15:00,2.5
"46","08EAS2058","08EAS2058_17",2017-08-03 11:00:00,6
"47","28A","28A_17",2017-08-03 11:00:00,3.8125
"48","09COV1165","09COV1165_17",2017-08-03 12:30:00,7.4375
"49","07RAG002867","07RAG002867_17",2017-08-06 23:59:59,2.65625
"50","07RAG043443","07RAG043443_17",2017-08-06 23:59:59,7.15625
"51","07RAG004615","07RAG004615_17",2017-08-07 08:59:59,8.28125
"52","09MID1958","09MID1958_17",2017-08-07 13:29:59,5.84375
"53","07PAT001415","07PAT001415_17",2017-08-07 13:45:00,5.71875
"54","07HAR070087","07HAR070087_17",2017-08-08 10:29:59,3
"55","08NOR1370","08NOR1370_17",2017-08-08 11:30:00,5.0625
"56","09SOO0943","09SOO0943_17",2017-08-08 11:59:59,8.03125
"57","08NOR1362","08NOR1362_17",2017-08-08 12:44:59,3.9375
"58","07TKL072439","07TKL072439_17",2017-08-09 09:15:00,1.46875
"59","08ISS4730","08ISS4730_17",2017-08-09 10:00:00,5.109375
"60","08CED4192","08CED4192_17",2017-08-10 09:44:59,5.40625
"61","08NOR1750","08NOR1750_17",2017-08-10 10:45:00,3.78125
"62","08CED2898","08CED2898_17",2017-08-10 12:15:00,1.96875
"63","08NOR1756","08NOR1756_17",2017-08-10 12:44:59,1.5625
"64","07STL080295","07STL080295_17",2017-08-10 14:00:00,5.875
"65","08CED2518","08CED2518_17",2017-08-10 14:00:00,5
"66","08EAS2546","08EAS2546_17",2017-08-14 10:00:00,3.3125
"67","07LMS026663","07LMS026663_17",2017-08-14 10:15:00,8.5625
"68","08EAS2272","08EAS2272_17",2017-08-14 12:15:00,5.0625
"69","07TKL047047","07TKL047047_17",2017-08-14 13:15:00,6.03125
"70","07LMS033235","07LMS033235_17",2017-08-14 14:14:59,3.96875
"71","07PAT231079","07PAT231079_17",2017-08-15 08:59:59,2.15625
"72","08ISS3958","08ISS3958_17",2017-08-15 09:44:59,3
"73","08LAK3699","08LAK3699_17",2017-08-15 11:59:59,2.21875
"74","08EAS2446","08EAS2446_17",2017-08-15 12:44:59,3.1875
"75","08LAK3879","08LAK3879_17",2017-08-15 13:45:00,3.875
"76","09DEE2163","09DEE2163_17",2017-08-16 09:30:00,4.6875
"77","09MID2426","09MID2426_17",2017-08-16 09:30:00,2.53125
"78","09MID1817","09MID1817_17",2017-08-16 11:59:59,3.375
"79","09DEE2294","09DEE2294_17",2017-08-16 12:44:59,5.03125
"80","07LNT130827","07LNT130827_17",2017-08-16 13:00:00,9.21875
"81","09LOW0751","09LOW0751_17",2017-08-17 01:15:00,3.6875
"82","07HAR025863","07HAR025863_17",2017-08-17 09:30:00,4.3125
"83","09COV1418","09COV1418_17",2017-08-17 10:15:00,4.03125
"84","09DEE2211","09DEE2211_17",2017-08-18 09:30:00,3.625
"85","08NOR2306","08NOR2306_17",2017-08-20 23:59:59,5.46875
"86","08NOR2115","08NOR2115_17",2017-08-21 08:14:59,7.1875
"87","08EAS1536","08EAS1536_17",2017-08-21 08:59:59,2.1875
"88","08EAS2191","08EAS2191_17",2017-08-21 11:45:00,2.5
"89","08BEA3321","08BEA3321_17",2017-08-21 13:29:59,6.5
"90","08SAM0000","08SAM0000_17",2017-08-21 13:45:00,3.96875
"91","07RAG022147","07RAG022147_17",2017-08-22 08:59:59,1.53125
"92","07CHR070059","07CHR070059_17",2017-08-22 09:30:00,4.625
"93","08BEA3826","08BEA3826_17",2017-08-22 09:30:00,1.5625
"94","07RAG042787","07RAG042787_17",2017-08-22 11:14:59,7.03125
"95","07CHR045515","07CHR045515_17",2017-08-22 11:59:59,5.78125
"96","08BEA3914","08BEA3914_17",2017-08-22 13:00:00,1.96875
"97","07STL184007","07STL184007_17",2017-08-23 08:59:59,4.5625
"98","09BLA0675","09BLA0675_17",2017-08-23 09:15:00,4.40625
"99","Evans Creek Trib #0108","Evans Creek Trib #0108_17",2017-08-23 09:30:00,4.8125
"100","08BEA3312","08BEA3312_17",2017-08-23 10:29:59,2
"101","07SFS011059","07SFS011059_17",2017-08-23 11:14:59,8.53125
"102","09BLA0716","09BLA0716_17",2017-08-23 11:14:59,4.875
"103","08EVA3813","08EVA3813_17",2017-08-23 11:45:00,3.4375
"104","08SAM3045","08SAM3045_17",2017-08-23 13:00:00,4.0625
"105","07SFS041891","07SFS041891_17",2017-08-23 13:29:59,9.6875
"106","09BLA0756","09BLA0756_17",2017-08-23 13:45:00,2.125
"107","08SAM2862","08SAM2862_17",2017-08-24 09:15:00,3.28125
"108","07SFS066611","07SFS066611_17",2017-08-24 10:15:00,4.625
"109","09MID1537","09MID1537_17",2017-08-24 11:30:00,2.125
"110","07SFS011475","07SFS011475_17",2017-08-24 11:45:00,5.9375
"111","08SAM2865","08SAM2865_17",2017-08-24 11:59:59,4.0625
"112","09MID1374","09MID1374_17",2017-08-24 13:29:59,3.5
"113","07RAG018227","07RAG018227_17",2017-08-24 14:30:00,4.28125
"114","MA01","MA01_17",2017-08-28 00:44:59,2.99
"115","08CED2433","08CED2433_17",2017-08-28 08:30:00,4.3125
"116","09LOW0753","09LOW0753_17",2017-08-28 09:30:00,2.125
"117","08LAK3540","08LAK3540_17",2017-08-28 11:45:00,2.84375
"118","09LOW0325","09LOW0325_17",2017-08-28 12:15:00,1.78125
"119","09BLA0817","09BLA0817_17",2017-08-28 14:30:00,2
"120","09BLA0772","09BLA0772_17",2017-08-29 09:15:00,2.28125
"121","09DEE2208","09DEE2208_17",2017-08-29 09:15:00,5.875
"122","TAMA_MOUTH","TAMA_MOUTH_17",2017-08-29 11:30:00,3.5
"123","09NEW2076","09NEW2076_17",2017-08-29 11:59:59,3.40625
"124","NFCC","NFCC_17",2017-08-30 08:59:59,5
"125","BSE_21_GolfCrs","BSE_21_GolfCrs_17",2017-08-30 09:15:00,3.78125
"126","BSE_1_MudMtnRd","BSE_1_MudMtnRd_17",2017-08-30 11:14:59,3.90625
"127","TNMA7673","TNMA7673_17",2017-08-30 12:15:00,3.83333333333333
"128","TSMA6612","TSMA6612_17",2017-08-30 13:29:59,5.75
"129","BSE_8_268hAveSE","BSE_8_268hAveSE_17",2017-08-30 13:45:00,6.5625
"130","09DUW0225","09DUW0225_17",2017-08-31 13:00:00,2.1875
"131","09DUW0277","09DUW0277_17",2017-08-31 14:30:00,4
"132","07LMS093027","07LMS093027_17",2017-09-05 09:15:00,8.5
"133","PI01","PI01_17",2017-09-05 09:15:00,5.25
"134","PIMA6462","PIMA6462_17",2017-09-05 10:29:59,5.33333333333333
"135","09DUW0091","09DUW0091_17",2017-09-05 14:14:59,1.8125
"136","KNKT-D","KNKT-D_17",2017-09-07 01:29:59,5
"137","09NEW1657","09NEW1657_17",2017-09-07 09:30:00,7.22222222222222
"138","08EVA3640","08EVA3640_17",2017-09-07 10:00:00,4.3125
"139","08EVA3642","08EVA3642_17",2017-09-07 11:59:59,1.9375
"140","VENE","VENE_17",2017-09-07 14:14:59,3.5
"141","KNKT-U","KNKT-U_17",2017-09-07 14:59:59,6.66666666666667
"142","PIVE1895","PIVE1895_17",2017-09-07 15:30:00,4.25
"143","SFCT","SFCT_17",2017-09-08 10:29:59,4.33333333333333
"144","NFCT","NFCT_17",2017-09-08 11:00:00,7.5
"145","07GRN077319","07GRN077319_17",2017-09-08 13:15:00,6.3125
"146","07GRN022903","07GRN022903_17",2017-09-11 11:30:00,3.15625
"147","07SFS009443","07SFS009443_17",2017-09-11 13:45:00,8.40625
"148","09MID1744","09MID1744_17",2017-09-12 09:30:00,4.90625
"149","07LMS103591","07LMS103591_17",2017-09-12 10:00:00,4.25
"150","09BLA0722","09BLA0722_17",2017-09-12 10:29:59,2.76388888888889
"151","07LMS213875","07LMS213875_17",2017-09-12 11:45:00,8
"152","08WES1579","08WES1579_17",2017-09-12 12:44:59,1.1875
"153","07LMS055075","07LMS055075_17",2017-09-12 13:00:00,2.78125
"154","Miller_Cove","Miller_Cove_17",2017-09-13 09:15:00,3.8125
"155","WalkerPreserve","WalkerPreserve_17",2017-09-13 11:30:00,3.65625
"156","Miller_SWSSD","Miller_SWSSD_17",2017-09-13 13:00:00,5.65625
"157","08SAM1914","08SAM1914_17",2017-09-14 08:45:00,1.53125
"158","PIMA7729","PIMA7729_17",2017-09-14 11:30:00,3.66666666666667
"159","PI02","PI02_17",2017-09-14 12:44:59,3
"160","KNKC","KNKC_17",2017-09-14 14:30:00,4
"161","08WES1037","08WES1037_17",2017-09-17 23:59:59,1.21875
"162","08BEA3737","08BEA3737_17",2017-09-18 00:44:59,2.90625
"163","08SAM2674","08SAM2674_17",2017-09-18 09:15:00,4.0625
"164","08WES1340","08WES1340_17",2017-09-18 09:44:59,1.5625
"165","TMMA1199","TMMA1199_17",2017-09-18 10:45:00,7
"166","08BEA3650","08BEA3650_17",2017-09-18 11:00:00,7.4375
"167","SFCC","SFCC_17",2017-09-20 13:00:00,5.25
"168","VashChris","VashChris_17",2017-09-20 14:59:59,2.6875
"169","TSMA7774","TSMA7774_17",2017-09-20 22:29:59,8
"170","08LIT2603","08LIT2603_17",2017-09-20 23:59:59,2.875
"171","08CED2711","08CED2711_17",2017-09-21 10:15:00,4.40625
"172","08LIT2602","08LIT2602_17",2017-09-21 11:14:59,3.6875
"173","08LIT2685","08LIT2685_17",2017-09-24 23:59:59,6.6875
"174","08LAK3628","08LAK3628_17",2017-09-25 09:15:00,3.03125
"175","07LNT062039","07LNT062039_17",2017-09-27 10:29:59,8.125
"176","07LNT075179","07LNT075179_17",2017-09-27 13:15:00,6.46875
"177","TNMA0609","TNMA0609_17",2017-09-28 12:15:00,7
"178","95T","95T_17",2017-09-28 13:15:00,6
"179","08LAK3880","08LAK3880_17",2017-09-28 14:00:00,4.9375
"180","TNMA6462","TNMA6462_17",2017-10-05 10:00:00,4.5
"181","MOHL","MOHL_17",2017-10-05 11:59:59,2
"182","09NEW2128","09NEW2128_17",2017-10-07 12:15:00,3.35714285714286
"183","08ISS4294","08ISS4294_17",2017-10-10 09:44:59,5.9375
"184","08ISS4724","08ISS4724_17",2017-10-26 14:14:59,4.8125
"185","08ISS3877","08ISS3877_18",2018-07-25 16:30:00,6.98818897637795
"186","08LAK2827","08LAK2827_18",2018-07-26 17:00:00,2.28838582677165
"187","08ISS4735","08ISS4735_18",2018-07-27 16:15:00,2.11614173228346
"188","09BLA0772","09BLA0772_18",2018-07-30 16:18:00,2.87893700787402
"189","09BLA0771","09BLA0771_18",2018-07-30 18:37:00,1.32874015748032
"190","08EAS2540","08EAS2540_18",2018-07-31 15:30:00,2.16535433070866
"191","08CED2518","08CED2518_18",2018-08-01 16:00:00,4.45374015748031
