"TNAME"	"SUBKINGDOM"	"INFRAKINGDOM"	"SUPERPHYLUM"	"PHYLUM"	"SUBPHYLUM"	"INFRAPHYLUM"	"SUPERCLASS"	"CLASS"	"SUBCLASS"	"INFRACLASS"	"SUPERORDER"	"ORDER"	"SUBORDER"	"INFRAORDER"	"SUPERFAMILY"	"FAMILY"	"SUBFAMILY"	"TRIBE"	"SUBTRIBE"	"GENUS"	"SPECIES"	"NUMOCC"	"otufin"	"otufin2"
"SKWALA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"PERLODINAE"	"ARCYNOPTERYGINI"	NA	"SKWALA"	NA	1191	"ARCYNOPTERYGINI"	"ARCYNOPTERYGINI"
"CULTUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"PERLODINAE"	"DIPLOPERLINI"	NA	"CULTUS"	NA	7	"PERLODINAE"	NA
"DIPLOPERLINI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	"PERLODINAE"	"DIPLOPERLINI"	NA	NA	NA	540	"PERLODINAE"	NA
"PERLODIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PERLODIDAE"	NA	NA	NA	NA	NA	626	"PERLODIDAE"	NA
"PTERONARCELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PTERONARCYIDAE"	"PTERONARCYINAE"	"PTERONARCELLINI"	NA	"PTERONARCELLA"	NA	93	"PTERONARCYINAE"	"PTERONARCYINAE"
"PTERONARCYS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PTERONARCYIDAE"	"PTERONARCYINAE"	"PTERONARCYINI"	NA	"PTERONARCYS"	NA	410	"PTERONARCYINAE"	"PTERONARCYINAE"
"PTERONARCYIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	"SYSTELLOGNATHA"	NA	NA	"PTERONARCYIDAE"	NA	NA	NA	NA	NA	21	"PTERONARCYIDAE"	NA
"PLECOPTERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"NEOPTERA"	"POLYNEOPTERA"	"PLECOPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	"PLECOPTERA"	NA
"PARALEPTOPHLEBIA.BICORNUTA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"LANCEOLATA"	NA	"LEPTOPHLEBIIDAE"	NA	NA	NA	"PARALEPTOPHLEBIA"	"PARALEPTOPHLEBIA.BICORNUTA"	53	"PARALEPTOPHLEBIA"	"PARALEPTOPHLEBIA"
"PARALEPTOPHLEBIA.NEOLEPTOPHLEBIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"LANCEOLATA"	NA	"LEPTOPHLEBIIDAE"	NA	NA	NA	"PARALEPTOPHLEBIA"	"PARALEPTOPHLEBIA.NEOLEPTOPHLEBIA"	1186	"PARALEPTOPHLEBIA"	"PARALEPTOPHLEBIA"
"ATTENELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"ATTENELLA"	NA	290	"EPHEMERELLIDAE"	NA
"CAUDATELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"CAUDATELLA"	NA	41	"CAUDATELLA"	"CAUDATELLA"
"DRUNELLA.COLORADENSIS/FLAVILINEA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.COLORADENSIS/FLAVILINEA"	48	"DRUNELLA.COLORADENSIS/FLAVILINEA"	"DRUNELLA"
"DRUNELLA.DODDSII"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.DODDSII"	451	"DRUNELLA"	"DRUNELLA"
"DRUNELLA.GRANDIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.GRANDIS"	162	"DRUNELLA"	"DRUNELLA"
"DRUNELLA.PELOSA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	"DRUNELLA.PELOSA"	1	"DRUNELLA"	"DRUNELLA"
"DRUNELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"DRUNELLA"	NA	3	"DRUNELLA"	"DRUNELLA"
"EPHEMERELLA.AURIVILLII"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	"EPHEMERELLA.AURIVILLII"	6	"EPHEMERELLA"	"EPHEMERELLA"
"EPHEMERELLA.EXCRUCIANS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	"EPHEMERELLA.EXCRUCIANS"	364	"EPHEMERELLA"	"EPHEMERELLA"
"EPHEMERELLA.TIBIALIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	"EPHEMERELLA.TIBIALIS"	400	"EPHEMERELLA"	"EPHEMERELLA"
"EPHEMERELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"EPHEMERELLA"	NA	8	"EPHEMERELLA"	"EPHEMERELLA"
"MATRIELLA.TERESA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"MATRIELLA"	"MATRIELLA.TERESA"	9	"EPHEMERELLIDAE"	NA
"SERRATELLA.LEVIS/MICHENERI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"SERRATELLA"	"SERRATELLA.LEVIS/MICHENERI"	26	"SERRATELLA"	"SERRATELLA"
"TIMPANOGA.HECUBA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	"TIMPANOGA"	"TIMPANOGA.HECUBA"	103	"EPHEMERELLIDAE"	NA
"EPHEMERELLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"EPHEMERELLIDAE"	NA	NA	NA	NA	NA	100	"EPHEMERELLIDAE"	NA
"TRICORYTHODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"FURCATERGALIA"	"PANNOTA"	"EPHEMERELLOIDEA"	"LEPTOHYPHIDAE"	NA	NA	NA	"TRICORYTHODES"	NA	6	"TRICORYTHODES"	"TRICORYTHODES"
"CINYGMA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"CINYGMA"	NA	626	"HEPTAGENIIDAE"	NA
"CINYGMULA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"CINYGMULA"	NA	645	"CINYGMULA"	"CINYGMULA"
"EPEORUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"EPEORUS"	NA	320	"EPEORUS"	"EPEORUS"
"HEPTAGENIA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"HEPTAGENIA"	NA	33	"HEPTAGENIIDAE"	NA
"IRONODES"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"IRONODES"	NA	584	"IRONODES"	"IRONODES"
"RHITHROGENA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	"RHITHROGENA"	NA	791	"RHITHROGENA"	"RHITHROGENA"
"HEPTAGENIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	"HEPTAGENIOIDEA"	"HEPTAGENIIDAE"	NA	NA	NA	NA	NA	300	"HEPTAGENIIDAE"	NA
"AMELETUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"AMELETIDAE"	NA	NA	NA	"AMELETUS"	NA	75	"AMELETUS"	"AMELETUS"
"ACENTRELLA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"ACENTRELLA"	NA	206	"ACENTRELLA"	"ACENTRELLA"
"BAETIS.ALIUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.ALIUS"	6	"BAETIS"	"BAETIS"
"BAETIS.FUSCATUS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.FUSCATUS"	4	"BAETIS"	"BAETIS"
"BAETIS.RHODANI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	"BAETIS.RHODANI"	2504	"BAETIS"	"BAETIS"
"BAETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"BAETIS"	NA	58	"BAETIS"	"BAETIS"
"CALLIBAETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"CALLIBAETIS"	NA	1	"BAETIDAE"	NA
"CENTROPTILUM"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"CENTROPTILUM"	NA	37	"CENTROPTILUM"	"CENTROPTILUM"
"DIPHETOR.HAGENI"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"DIPHETOR"	"DIPHETOR.HAGENI"	1098	"DIPHETOR.HAGENI"	"DIPHETOR.HAGENI"
"LABIOBAETIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	"LABIOBAETIS"	NA	30	"BAETIDAE"	NA
"BAETIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"EPHEMEROPTERA"	"PISCIFORMA"	NA	NA	"BAETIDAE"	NA	NA	NA	NA	NA	71	"BAETIDAE"	NA
"CORDULEGASTER"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"CORDULEGASTRIDAE"	NA	NA	NA	"CORDULEGASTER"	NA	10	"ANISOPTERA"	NA
"OCTOGOMPHUS.SPECULARIS"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	"OCTOGOMPHUS"	"OCTOGOMPHUS.SPECULARIS"	11	"GOMPHIDAE"	"GOMPHIDAE"
"GOMPHIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	"GOMPHIDAE"	NA	NA	NA	NA	NA	63	"GOMPHIDAE"	"GOMPHIDAE"
"ANISOPTERA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ANISOPTERA"	NA	NA	NA	NA	NA	NA	NA	NA	3	"ANISOPTERA"	NA
"CALOPTERYX"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ZYGOPTERA"	NA	NA	"CALOPTERYGIDAE"	NA	NA	NA	"CALOPTERYX"	NA	1	"ZYGOPTERA"	"ZYGOPTERA"
"COENAGRIONIDAE"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"ARTHROPODA"	"HEXAPODA"	NA	NA	"INSECTA"	"PTERYGOTA"	"PALAEOPTERA"	NA	"ODONATA"	"ZYGOPTERA"	NA	NA	"COENAGRIONIDAE"	NA	NA	NA	NA	NA	6	"COENAGRIONIDAE"	"ZYGOPTERA"
"NEMATODA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"NEMATODA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1718	NA	NA
"NEMATOMORPHA"	"BILATERIA"	"PROTOSTOMIA"	"ECDYSOZOA"	"NEMATOMORPHA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA
"ERPOBDELLA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	"EUHIRUDINEA"	NA	"ARHYNCHOBDELLIDA"	"ERPOBDELLIFORMES"	NA	NA	"ERPOBDELLIDAE"	"ERPOBDELLINAE"	NA	NA	"ERPOBDELLA"	NA	46	"CLITELLATA"	NA
"GLOSSIPHONIA.ELEGANS"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	"EUHIRUDINEA"	NA	"RHYNCHOBDELLIDA"	NA	NA	NA	"GLOSSIPHONIIDAE"	"GLOSSIPHONIINAE"	NA	NA	"GLOSSIPHONIA"	"GLOSSIPHONIA.ELEGANS"	6	"CLITELLATA"	NA
"HELOBDELLA.STAGNALIS"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	"EUHIRUDINEA"	NA	"RHYNCHOBDELLIDA"	NA	NA	NA	"GLOSSIPHONIIDAE"	"HAEMENTERIINAE"	NA	NA	"HELOBDELLA"	"HELOBDELLA.STAGNALIS"	27	"CLITELLATA"	NA
"GLOSSIPHONIIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	"EUHIRUDINEA"	NA	"RHYNCHOBDELLIDA"	NA	NA	NA	"GLOSSIPHONIIDAE"	NA	NA	NA	NA	NA	9	"CLITELLATA"	NA
"CYSTOBRANCHUS.SALMOSITICUS"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	"EUHIRUDINEA"	NA	"RHYNCHOBDELLIDA"	NA	NA	NA	"PISCICOLIDAE"	"PISCICOLINAE"	NA	NA	"CYSTOBRANCHUS"	"CYSTOBRANCHUS.SALMOSITICUS"	29	"CLITELLATA"	NA
"HIRUDINEA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"HIRUDINEA"	"HIRUDINEA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	"CLITELLATA"	NA
"OLIGOCHAETA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"CLITELLATA"	NA	NA	"OLIGOCHAETA"	"OLIGOCHAETA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2523	"OLIGOCHAETA"	"OLIGOCHAETA"
"POLYCHAETA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"ANNELIDA"	"POLYCHAETA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"ANNELIDA"	NA
"PISIDIUM"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"HETERODONTA"	NA	NA	"VENEROIDA"	NA	NA	"CORBICULOIDEA"	"PISIDIIDAE"	NA	NA	NA	"PISIDIUM"	NA	291	"PISIDIUM"	"PISIDIIDAE"
"SPHAERIUM"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"HETERODONTA"	NA	NA	"VENEROIDA"	NA	NA	"CORBICULOIDEA"	"PISIDIIDAE"	NA	NA	NA	"SPHAERIUM"	NA	4	"PISIDIIDAE"	"PISIDIIDAE"
"MARGARITIFERA.FALCATA"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"PALAEOHETERODONTA"	NA	NA	"UNIONOIDA"	NA	NA	NA	"MARGARITIFERIDAE"	NA	NA	NA	"MARGARITIFERA"	"MARGARITIFERA.FALCATA"	26	"BIVALVIA"	NA
"UNIONIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"BIVALVIA"	"PALAEOHETERODONTA"	NA	NA	"UNIONOIDA"	NA	NA	NA	"UNIONIDAE"	NA	NA	NA	NA	NA	8	"BIVALVIA"	NA
"ANCYLIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"ANCYLIDAE"	NA	NA	NA	NA	NA	203	"BASOMMATOPHORA"	NA
"LYMNAEIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"LYMNAEIDAE"	NA	NA	NA	NA	NA	81	"LYMNAEIDAE"	"LYMNAEIDAE"
"PHYSIDAE"	"BILATERIA"	"PROTOSTOMIA"	"LOPHOZOA"	"MOLLUSCA"	NA	NA	NA	"GASTROPODA"	NA	NA	NA	"BASOMMATOPHORA"	NA	NA	NA	"PHYSIDAE"	NA	NA	NA	NA	NA	186	"PHYSIDAE"	"PHYSIDAE"
