"","Sample.Code","Site.Code","Visit.Date","Year","x32","DD","wtr_year"
"318","08EAS2191/06","08EAS2191",2006-08-02,"2006",17.45,2392.05000000001,2006
"319","08EAS2191/08","08EAS2191",2008-08-04,"2008",18.75,2135.35000000001,2008
"320","08EAS2191/08-R","08EAS2191",2008-08-04,"2008",18.75,2135.35000000001,2008
"321","08EAS2191/09","08EAS2191",2009-08-25,"2009",15.5,2713.30000000001,2009
"322","08EAS2191/10","08EAS2191",2010-09-09,"2010",14.8000000000001,3016.50000000001,2010
"323","08EAS2191_11","08EAS2191",2011-08-04,"2011",19.3000000000001,2053.4,2011
"324","08EAS2191_11_R","08EAS2191",2011-08-04,"2011",19.3000000000001,2053.4,2011
"325","08EAS2191_12","08EAS2191",2012-08-22,"2012",16.35,2532.75000000001,2012
"326","08EAS2191_13","08EAS2191",2013-08-08,"2013",21.45,2498.85000000001,2013
"327","08EAS2191_14","08EAS2191",2014-08-21,"2014",16.35,2823.55000000001,2014
"328","08EAS2191_15","08EAS2191",2015-08-11,"2015",22.7,2964.45,2015
"329","08EAS2191_16","08EAS2191",2016-08-17,"2016",19.0500000000001,2847.15000000001,2016
"330","08EAS2191_17","08EAS2191",2017-08-21,"2017",19.5,2579.6,2017
"331","08EAS2191_18","08EAS2191",2018-09-24,"2018",12.4,3289.10000000001,2018
"332","08EAS2191_19","08EAS2191",2019-09-16,"2019",15.35,3097.50000000001,2019
"333","08EAS2191_20","08EAS2191",2020-08-20,"2020",21.6,2625.75000000001,2020
"334","08EAS2191_2002","08EAS2191",2002-08-12,"2002",20.2,2357.00000000001,2002
"335","08EAS2191_2003","08EAS2191",2003-08-27,"2003",17.8000000000001,2918.85000000001,2003
"336","08EAS2191_21","08EAS2191",2021-08-04,"2021",22.3,2399.75,2021
"337","08EAS2272/06","08EAS2272",2006-08-02,"2006",17.5500000000001,2431.85,2006
"338","08EAS2272/08","08EAS2272",2008-08-04,"2008",19.1,2146.80000000001,2008
"339","08EAS2272/09","08EAS2272",2009-08-25,"2009",15.3,2694.7,2009
"340","08EAS2272/09-R","08EAS2272",2009-08-25,"2009",15.3,2694.7,2009
"341","08EAS2272/10","08EAS2272",2010-08-10,"2010",16.55,2519.45000000001,2010
"342","08EAS2272_11","08EAS2272",2011-09-12,"2011",18.95,2789.00000000001,2011
"343","08EAS2272_12","08EAS2272",2012-08-22,"2012",16.45,2561.8,2012
"344","08EAS2272_13","08EAS2272",2013-08-20,"2013",17.8,2758.95000000001,2013
"345","08EAS2272_14","08EAS2272",2014-08-12,"2014",21.45,2704.95,2014
"346","08EAS2272_15","08EAS2272",2015-09-14,"2015",13.35,3611.05000000001,2015
"347","08EAS2272_16","08EAS2272",2016-08-29,"2016",19,3191.00000000001,2016
"348","08EAS2272_17","08EAS2272",2017-08-14,"2017",16.6,2551.40000000001,2017
"349","08EAS2272_18","08EAS2272",2018-07-31,"2018",20.9,2438.65,2018
"350","08EAS2272_19","08EAS2272",2019-10-03,"2019",13,3454.10000000001,2020
"351","08EAS2272_19_R","08EAS2272",2019-10-03,"2019",13,3454.10000000001,2020
"352","08EAS2272_20","08EAS2272",2020-09-03,"2020",19.65,2973.00000000001,2020
"353","08EAS2272_2002","08EAS2272",2002-09-12,"2002",19.7,2940.95000000001,2002
"354","08EAS2272_2003","08EAS2272",2003-08-21,"2003",19.8,2844.55000000001,2003
"355","08EAS2272_2007","08EAS2272",2007-08-01,"2007",19.55,2345.35000000001,2007
"356","08EAS2272_21","08EAS2272",2021-09-20,"2021",15.4,3355.50000000001,2021
"357","08EAS2446/05","08EAS2446",2005-08-02,"2005",17.35,2546.95,2005
"358","08EAS2446/10","08EAS2446",2010-08-03,"2010",18.95,2468.45,2010
"359","08EAS2446_11","08EAS2446",2011-08-04,"2011",19.5,2147.7,2011
"360","08EAS2446_12","08EAS2446",2012-09-04,"2012",17.2,2861.9,2012
"361","08EAS2446_13","08EAS2446",2013-08-01,"2013",19.55,2453.40000000001,2013
"362","08EAS2446_14","08EAS2446",2014-08-20,"2014",17.9,2955.90000000001,2014
"363","08EAS2446_15","08EAS2446",2015-07-28,"2015",20.6,2773.65,2015
"364","08EAS2446_16","08EAS2446",2016-08-08,"2016",17.45,2841.9,2016
"365","08EAS2446_17","08EAS2446",2017-08-15,"2017",18.2,2642.7,2017
"366","08EAS2446_18","08EAS2446",2018-08-14,"2018",21.8,2812.95,2018
"367","08EAS2446_19","08EAS2446",2019-09-11,"2019",17.65,3228.55000000001,2019
"368","08EAS2446_20","08EAS2446",2020-09-22,"2020",18.35,3400.85000000001,2020
"369","08EAS2446_2002","08EAS2446",2002-07-30,"2002",18.5500000000001,2256.95000000001,2002
"370","08EAS2446_2003R1","08EAS2446",2003-08-21,"2003",20.1,2934.40000000001,2003
"371","08EAS2446_2003R2","08EAS2446",2003-08-21,"2003",20.1,2934.40000000001,2003
"372","08EAS2446_2007","08EAS2446",2007-08-01,"2007",19.9,2427.3,2007
"373","08EAS2446_21","08EAS2446",2021-07-21,"2021",18,2273.6,2021
"374","08EAS2540/10","08EAS2540",2010-08-03,"2010",18.35,2288.7,2010
"375","08EAS2540_11","08EAS2540",2011-08-18,"2011",16,2214.25,2011
"376","08EAS2540_12","08EAS2540",2012-08-16,"2012",23.25,2341.55,2012
"377","08EAS2540_13","08EAS2540",2013-07-31,"2013",20.35,2257.4,2013
"378","08EAS2540_14","08EAS2540",2014-08-12,"2014",21,2608.6,2014
"379","08EAS2540_15","08EAS2540",2015-08-11,"2015",22.45,2891.95000000001,2015
"380","08EAS2540_17","08EAS2540",2017-07-20,"2017",17.75,1950.9,2017
"381","08EAS2540_18","08EAS2540",2018-07-31,"2018",20.5,2348.15,2018
"382","08EAS2540_19","08EAS2540",2019-09-11,"2019",17.15,3034.50000000001,2019
"383","08EAS2540_20","08EAS2540",2020-09-22,"2020",17.75,3199.00000000001,2020
"384","08EAS2540_21","08EAS2540",2021-07-21,"2021",17.45,2122.25,2021
"385","08EAS2546/05","08EAS2546",2005-08-02,"2005",16.65,2348,2005
"386","08EAS2546/06","08EAS2546",2006-08-03,"2006",17.35,2346.8,2006
"387","08EAS2546/08","08EAS2546",2008-08-14,"2008",21.85,2222.25000000001,2008
"388","08EAS2546/10","08EAS2546",2010-08-03,"2010",18.35,2288.7,2010
"389","08EAS2546_11","08EAS2546",2011-08-25,"2011",21.65,2351.4,2011
"390","08EAS2546_11_R","08EAS2546",2011-08-25,"2011",21.65,2351.4,2011
"391","08EAS2546_12","08EAS2546",2012-08-16,"2012",23.25,2341.55,2012
"392","08EAS2546_13","08EAS2546",2013-08-01,"2013",18.85,2276.25,2013
"393","08EAS2546_15","08EAS2546",2015-08-26,"2015",19.85,3179.10000000001,2015
"394","08EAS2546_15_R","08EAS2546",2015-08-26,"2015",19.85,3179.10000000001,2015
"395","08EAS2546_17","08EAS2546",2017-08-14,"2017",16.2,2456.80000000001,2017
"396","08EAS2546_2002","08EAS2546",2002-09-12,"2002",19.45,2801.60000000001,2002
"397","08EAS2546_2007","08EAS2546",2007-08-01,"2007",19.15,2239.45,2007
"398","08EAS2631/06","08EAS2631",2006-08-07,"2006",20.5,2546.80000000001,2006
"399","08EAS2631/08","08EAS2631",2008-08-05,"2008",21.95,2194.7,2008
"400","08EAS2631/09","08EAS2631",2009-08-26,"2009",18.7,2755.1,2009
"401","08EAS2631/10","08EAS2631",2010-08-10,"2010",16.45,2546.15000000001,2010
"402","08EAS2631_11","08EAS2631",2011-08-01,"2011",18.65,2039.45,2011
"403","08EAS2631_12","08EAS2631",2012-08-16,"2012",23.7,2472.85000000001,2012
"404","08EAS2631_13","08EAS2631",2013-08-06,"2013",21.05,2503.95,2013
"405","08EAS2631_14","08EAS2631",2014-08-12,"2014",21.5,2760.90000000001,2014
"406","08EAS2631_15","08EAS2631",2015-09-10,"2015",18.7,3581.45000000001,2015
"407","08EAS2631_16","08EAS2631",2016-08-02,"2016",17.3,2713.75000000001,2016
"408","08EAS2631_17","08EAS2631",2017-08-03,"2017",25.35,2363.25,2017
"409","08EAS2631_18","08EAS2631",2018-08-14,"2018",22,2785.60000000001,2018
"410","08EAS2631_19","08EAS2631",2019-09-18,"2019",14.7,3328.35000000001,2019
"411","08EAS2631_19_R","08EAS2631",2019-09-18,"2019",14.7,3328.35000000001,2019
"412","08EAS2631_20","08EAS2631",2020-09-03,"2020",20.1,3033.00000000001,2020
"413","08EAS2631_2002","08EAS2631",2002-08-29,"2002",21.2,2747.75000000001,2002
"414","08EAS2631_2003","08EAS2631",2003-08-08,"2003",18.65,2610.00000000001,2003
"415","08EAS2631_2007","08EAS2631",2007-08-02,"2007",20.65,2384.55,2007
"416","08EAS2631_21","08EAS2631",2021-07-22,"2021",18.4,2282.55,2021
"417","08EVA3474/05","08BEA3474",2005-08-23,"2005",16.7,2892.70000000001,2005
"418","08EVA3474/06","08BEA3474",2006-09-06,"2006",20.0500000000001,3071.85000000001,2006
"419","08EVA3474/08","08BEA3474",2008-09-08,"2008",17.85,2780.20000000001,2008
"420","08EVA3474/09","08BEA3474",2009-08-06,"2009",16.3,2370.95,2009
"421","08EVA3474_2003","08BEA3474",2003-08-19,"2003",19.85,2811.55000000001,2003
"422","08EVA3474_2007","08BEA3474",2007-08-27,"2007",16.2,2813.65000000001,2007
"423","08EVA3555/05","08EVA3555",2005-08-23,"2005",16.7,2892.70000000001,2005
"424","08EVA3555/06","08EVA3555",2006-09-06,"2006",20.0500000000001,3071.85000000001,2006
"425","08EVA3555/09","08EVA3555",2009-08-04,"2009",18.4,2337.75,2009
"426","08EVA3555/10","08EVA3555",2010-08-04,"2010",20.85,2428.1,2010
"427","08EVA3555_11","08EVA3555",2011-08-11,"2011",16.6,2206.75000000001,2011
"428","08EVA3555_12","08EVA3555",2012-08-09,"2012",20.4,2299.2,2012
"429","08EVA3555_13","08EVA3555",2013-08-01,"2013",19.55,2384.25,2013
"430","08EVA3555_14","08EVA3555",2014-08-18,"2014",21.55,2775.85000000001,2014
"431","08EVA3555_15","08EVA3555",2015-08-05,"2015",17.75,2868.85,2015
"432","08EVA3555_2002","08EVA3555",2002-08-15,"2002",20.8,2461.85,2002
"433","08EVA3555_2003","08EVA3555",2003-09-30,"2003",19.6,3539.30000000001,2003
"434","08EVA3555QC_2007","08EVA3555",2007-08-13,"2007",17.85,2565.90000000001,2007
"435","08EVA3637/09","08EVA3637",2009-08-04,"2009",18.15,2298.05,2009
"436","08EVA3637/09-R","08EVA3637",2009-08-04,"2009",18.15,2298.05,2009
"437","08EVA3637/10","08EVA3637",2010-09-09,"2010",14.2,3024.85000000001,2010
"438","08EVA3637_11","08EVA3637",2011-08-11,"2011",16.45,2162.60000000001,2011
"439","08EVA3637_11_R","08EVA3637",2011-08-11,"2011",16.45,2162.60000000001,2011
"440","08EVA3637_13","08EVA3637",2013-08-22,"2013",20.45,2764.6,2013
"441","08EVA3637_14","08EVA3637",2014-09-08,"2014",16.35,3162.50000000001,2014
"442","08EVA3637_14_R","08EVA3637",2014-09-08,"2014",16.35,3162.50000000001,2014
"443","08EVA3637_16","08EVA3637",2016-08-08,"2016",16.75,2726.1,2016
"444","08EVA3637_16_R","08EVA3637",2016-08-08,"2016",16.75,2726.1,2016
"445","08EVA3637_18","08EVA3637",2018-08-13,"2018",18.5,2653.25,2018
"446","08EVA3637_19","08EVA3637",2019-08-08,"2019",17.9,2460.2,2019
"447","08EVA3637_20","08EVA3637",2020-08-20,"2020",21.9,2685.95000000001,2020
"448","08EVA3637_2002","08EVA3637",2002-08-15,"2002",20.6,2413.35000000001,2002
"449","08EVA3637_2003","08EVA3637",2003-08-19,"2003",19.7,2766.20000000001,2003
"450","08EVA3637_21","08EVA3637",2021-09-16,"2021",13.15,3267.10000000001,2021
"451","08EVA3640_11","08EVA3640",2011-08-11,"2011",16.1,2104.20000000001,2011
"452","08EVA3640_12","08EVA3640",2012-08-09,"2012",19.9,2196.45000000001,2012
"453","08EVA3640_14","08EVA3640",2014-08-18,"2014",21.15,2701.95000000001,2014
"454","08EVA3640_16","08EVA3640",2016-08-02,"2016",16.7,2558.30000000001,2016
"455","08EVA3640_18","08EVA3640",2018-08-30,"2018",18.4,2896.50000000001,2018
"456","08EVA3640_19","08EVA3640",2019-09-16,"2019",14.9,3105.50000000001,2019
"457","08EVA3640_20","08EVA3640",2020-08-04,"2020",20,2328.35,2020
"458","08EVA3640_2002","08EVA3640",2002-09-25,"2002",16.3,3019.75000000001,2002
"459","08EVA3640_2007","08EVA3640",2007-08-13,"2007",17.4,2458.85,2007
"460","08EVA3642/06","08EVA3642",2006-08-28,"2006",20.15,2805.90000000001,2006
"461","08EVA3642/08","08EVA3642",2008-08-20,"2008",12.55,2356.45000000001,2008
"462","08EVA3642/09","08EVA3642",2009-08-04,"2009",17.9,2255.75,2009
"463","08EVA3642/10","08EVA3642",2010-08-04,"2010",20.45,2352.55,2010
"464","08EVA3642_12","08EVA3642",2012-08-09,"2012",19.9,2196.45000000001,2012
"465","08EVA3642_13","08EVA3642",2013-09-12,"2013",22.35,3100.65000000001,2013
"466","08EVA3642_15","08EVA3642",2015-09-01,"2015",15.45,3298.9,2015
"467","08EVA3642_15_R","08EVA3642",2015-09-01,"2015",15.45,3298.9,2015
"468","08EVA3642_16","08EVA3642",2016-08-08,"2016",16.5500000000001,2660.30000000001,2016
"469","08EVA3642_17","08EVA3642",2017-09-07,"2017",18.9,2907.85,2017
"470","08EVA3642_19","08EVA3642",2019-08-06,"2019",20.05,2366.35,2019
"471","08EVA3813/06","08EVA3813",2006-08-28,"2006",20.15,2805.90000000001,2006
"472","08EVA3813/08","08EVA3813",2008-09-08,"2008",17.4,2649.90000000001,2008
"473","08EVA3813/09","08EVA3813",2009-08-04,"2009",17.9,2255.75,2009
"474","08EVA3813/09-R","08EVA3813",2009-08-04,"2009",17.9,2255.75,2009
"475","08EVA3813/10","08EVA3813",2010-08-04,"2010",20.45,2352.55,2010
"476","08EVA3813_12","08EVA3813",2012-08-09,"2012",19.9,2196.45000000001,2012
"477","08EVA3813_13","08EVA3813",2013-08-01,"2013",19.05,2283.6,2013
"478","08EVA3813_14","08EVA3813",2014-08-18,"2014",21.15,2701.95000000001,2014
"479","08EVA3813_15","08EVA3813",2015-08-04,"2015",19.1,2767,2015
"480","08EVA3813_15_Rep","08EVA3813",2015-08-04,"2015",19.1,2767,2015
"481","08EVA3813_16","08EVA3813",2016-09-07,"2016",14.8000000000001,3206.75000000001,2016
"482","08EVA3813_17","08EVA3813",2017-08-23,"2017",18.5500000000001,2606.75000000001,2017
"483","08EVA3813_19","08EVA3813",2019-09-10,"2019",16.1,3008.95,2019
"484","08EVA3813_20","08EVA3813",2020-08-27,"2020",17.45,2742.80000000001,2020
"485","08EVA3813_20_R","08EVA3813",2020-08-27,"2020",17.45,2742.80000000001,2020
"486","08EVA3813_2002","08EVA3813",2002-08-15,"2002",20.25,2346.90000000001,2002
"487","08EVA3813_2007","08EVA3813",2007-08-13,"2007",17.4,2458.85,2007
"488","08EVA3813_21","08EVA3813",2021-09-09,"2021",19.7,3051.40000000001,2021
"489","08EVA3813_21_R","08EVA3813",2021-09-09,"2021",19.7,3051.40000000001,2021
"490","08ISS3877/05","08ISS3877",2005-08-30,"2005",15.3000000000001,3036.20000000001,2005
"491","08ISS3877/06","08ISS3877",2006-08-01,"2006",17,2446.35000000001,2006
"492","08ISS3877/06-R","08ISS3877",2006-08-01,"2006",17,2446.35000000001,2006
"493","08ISS3877/08","08ISS3877",2008-08-12,"2008",20.3,2340.55,2008
"494","08ISS3877/09","08ISS3877",2009-08-17,"2009",19.95,2586.60000000001,2009
"495","08ISS3877/10","08ISS3877",2010-08-09,"2010",15.6,2527.80000000001,2010
"496","08ISS3877_11","08ISS3877",2011-08-30,"2011",16.3000000000001,2575.15000000001,2011
"497","08ISS3877_12","08ISS3877",2012-08-06,"2012",22.35,2263.45,2012
"498","08ISS3877_13","08ISS3877",2013-08-06,"2013",20.95,2503.90000000001,2013
"499","08ISS3877_14","08ISS3877",2014-09-10,"2014",15.9,3277.05000000001,2014
"500","08ISS3877_15","08ISS3877",2015-08-17,"2015",19.7,3147.40000000001,2015
"501","08ISS3877_16","08ISS3877",2016-07-26,"2016",19.7,2573.35,2016
"502","08ISS3877_17","08ISS3877",2017-07-19,"2017",18.7,2066,2017
"503","08ISS3877_18","08ISS3877",2018-07-25,"2018",23.5,2352.50000000001,2018
"504","08ISS3877_19","08ISS3877",2019-07-15,"2019",18.9,2082.6,2019
"505","08ISS3877_20","08ISS3877",2020-07-20,"2020",22.75,2175.6,2020
"506","08ISS3877_2007","08ISS3877",2007-09-12,"2007",17.45,3133.55000000001,2007
"507","08ISS3877_21","08ISS3877",2021-07-27,"2021",21.5500000000001,2411,2021
"508","08ISS3877_21_R","08ISS3877",2021-07-27,"2021",21.5500000000001,2411,2021
"509","08ISS3958/08","08ISS3958",2008-08-11,"2008",17.65,2141.40000000001,2008
"510","08ISS3958/09","08ISS3958",2009-08-05,"2009",16.2,2258.1,2009
"511","08ISS3958/10","08ISS3958",2010-08-09,"2010",14.7,2360.75000000001,2010
"512","08ISS3958_11","08ISS3958",2011-08-29,"2011",17.45,2385.70000000001,2011
"513","08ISS3958_14","08ISS3958",2014-08-26,"2014",22.1,2835.75000000001,2014
"514","08ISS3958_15","08ISS3958",2015-08-17,"2015",19.2,3034.80000000001,2015
"515","08ISS3958_17","08ISS3958",2017-08-15,"2017",17.7,2442.2,2017
"516","08ISS3958_18","08ISS3958",2018-08-27,"2018",17.15,2859.15000000001,2018
"517","08ISS3958_19","08ISS3958",2019-08-29,"2019",19.65,2797.60000000001,2019
"518","08ISS3958_2002","08ISS3958",2002-08-27,"2002",19.8000000000001,2513.10000000001,2002
"519","08ISS3958_2007","08ISS3958",2007-09-12,"2007",16.65,2955.30000000001,2007
"520","08ISS3962/05","08ISS3962",2005-09-13,"2005",16,3058.80000000001,2005
"521","08ISS3962/06","08ISS3962",2006-08-01,"2006",16.4,2285.25000000001,2006
"522","08ISS3962/08","08ISS3962",2008-08-12,"2008",19.6,2159.05000000001,2008
"523","08ISS3962/09","08ISS3962",2009-08-26,"2009",18.1,2610.90000000001,2009
"524","08ISS3962/10","08ISS3962",2010-09-14,"2010",16.05,2938.90000000001,2010
"525","08ISS3962_11","08ISS3962",2011-08-02,"2011",17.2,1896.15,2011
"526","08ISS3962_12","08ISS3962",2012-07-30,"2012",16.7,1959.65,2012
"527","08ISS3962_13","08ISS3962",2013-08-09,"2013",21.5,2397.25,2013
"528","08ISS3962_14","08ISS3962",2014-08-14,"2014",17.45,2589.3,2014
"529","08ISS3962_15","08ISS3962",2015-08-03,"2015",20.8000000000001,2691.1,2015
"530","08ISS3962_16","08ISS3962",2016-08-02,"2016",16.85,2519.6,2016
"531","08ISS3962_17","08ISS3962",2017-07-20,"2017",17.4,1913.4,2017
"532","08ISS3962_18","08ISS3962",2018-08-01,"2018",18.9,2332.7,2018
"533","08ISS3962_19","08ISS3962",2019-07-18,"2019",16.45,1960.5,2019
"534","08ISS3962_20","08ISS3962",2020-08-03,"2020",20.25,2252.6,2020
"535","08ISS3962_2007","08ISS3962",2007-09-12,"2007",16.75,2951.05000000001,2007
"536","08ISS3962_21","08ISS3962",2021-08-25,"2021",17.6,2794.25000000001,2021
"537","08ISS3962_21_R","08ISS3962",2021-08-25,"2021",17.6,2794.25000000001,2021
"538","08ISS3962QC_2007","08ISS3962",2007-09-12,"2007",16.75,2951.05000000001,2007
"539","08ISS4294/05","08ISS4294",2005-09-13,"2005",15.75,3013.65000000001,2005
"540","08ISS4294/06","08ISS4294",2006-09-12,"2006",18.95,2987.80000000001,2006
"541","08ISS4294/08","08ISS4294",2008-08-25,"2008",16.05,2352.95,2008
"542","08ISS4294/09","08ISS4294",2009-08-17,"2009",19.45,2409.3,2009
"543","08ISS4294/10","08ISS4294",2010-09-08,"2010",12.6,2812.20000000001,2010
"544","08ISS4294_11","08ISS4294",2011-08-31,"2011",11.7,2360.50000000001,2011
"545","08ISS4294_12","08ISS4294",2012-09-12,"2012",13.1,2708.50000000001,2012
"546","08ISS4294_13","08ISS4294",2013-09-17,"2013",13.1,3090.70000000001,2013
"547","08ISS4294_14","08ISS4294",2014-08-26,"2014",21.9,2819.50000000001,2014
"548","08ISS4294_15","08ISS4294",2015-08-26,"2015",20.35,3239.80000000001,2015
"549","08ISS4294_16","08ISS4294",2016-08-17,"2016",19.25,2750.25000000001,2016
"550","08ISS4294_17","08ISS4294",2017-10-10,"2017",9,3309.35000000001,2018
"551","08ISS4294_17_R","08ISS4294",2017-10-10,"2017",9,3309.35000000001,2018
"552","08ISS4294_18","08ISS4294",2018-08-01,"2018",20.1,2288.1,2018
"553","08ISS4294_19","08ISS4294",2019-07-29,"2019",18.6,2142.1,2019
"554","08ISS4294_20","08ISS4294",2020-07-29,"2020",21.85,2127.5,2020
"555","08ISS4294_2002","08ISS4294",2002-09-18,"2002",12.95,2802.90000000001,2002
"556","08ISS4294_2007","08ISS4294",2007-09-25,"2007",12.7,3065.45000000001,2007
"557","08ISS4294_21","08ISS4294",2021-09-21,"2021",17.95,3257.40000000001,2021
"558","08ISS4573/05","08ISS4573",2005-09-08,"2005",16,2703.85000000001,2005
"559","08ISS4573/06","08ISS4573",2006-08-15,"2006",15,2256.25,2006
"560","08ISS4573/08","08ISS4573",2008-08-12,"2008",18.0500000000001,1843.8,2008
"561","08ISS4573/09","08ISS4573",2009-08-05,"2009",15.1,2016.3,2009
"562","08ISS4573/10","08ISS4573",2010-09-14,"2010",15.05,2572.70000000001,2010
"563","08ISS4573_11","08ISS4573",2011-08-02,"2011",16.1,1601.3,2011
"564","08ISS4573_12","08ISS4573",2012-08-06,"2012",20.55,1809.35,2012
"565","08ISS4573_13","08ISS4573",2013-08-07,"2013",18.75,2062.1,2013
"566","08ISS4573_14","08ISS4573",2014-08-26,"2014",20.95,2487.2,2014
"567","08ISS4573_15","08ISS4573",2015-08-25,"2015",16.5,2882.25000000001,2015
"568","08ISS4573_16","08ISS4573",2016-08-17,"2016",18.35,2467.35000000001,2016
"569","08ISS4573_17","08ISS4573",2017-08-02,"2017",23.5,1841.1,2017
"570","08ISS4573_18","08ISS4573",2018-08-01,"2018",18.85,2017.4,2018
"571","08ISS4573_19","08ISS4573",2019-08-29,"2019",18.55,2442.6,2019
"572","08ISS4573_20","08ISS4573",2020-10-01,"2020",16.85,2956.50000000001,2021
"573","08ISS4573_2002","08ISS4573",2002-09-18,"2002",11.85,2473.70000000001,2002
"574","08ISS4573_2003","08ISS4573",2003-08-04,"2003",16.1,2055.35,2003
"575","08ISS4573_2007","08ISS4573",2007-08-16,"2007",15.65,2214.9,2007
"576","08ISS4573_21","08ISS4573",2021-08-26,"2021",16.25,2492.1,2021
"577","08ISS4724","08ISS4724",2010-08-09,"2010",14.15,2234.55000000001,2010
"578","08ISS4724/06","08ISS4724",2006-08-29,"2006",14.2,2675.25000000001,2006
"579","08ISS4724/08","08ISS4724",2008-09-08,"2008",17.45,2488.40000000001,2008
"580","08ISS4724/09","08ISS4724",2009-09-10,"2009",16.3000000000001,2731.25000000001,2009
"581","08ISS4724_11","08ISS4724",2011-09-08,"2011",19.7,2435.30000000001,2011
"582","08ISS4724_12","08ISS4724",2012-08-30,"2012",15.35,2449.85000000001,2012
"583","08ISS4724_13","08ISS4724",2013-09-23,"2013",10.95,3106.00000000001,2013
"584","08ISS4724_14","08ISS4724",2014-09-10,"2014",15.15,2984.35000000001,2014
"585","08ISS4724_15","08ISS4724",2015-08-26,"2015",20.1,3186.50000000001,2015
"586","08ISS4724_16","08ISS4724",2016-09-21,"2016",12,3236.7,2016
"587","08ISS4724_17","08ISS4724",2017-10-26,"2017",9.14999999999998,3351.15000000001,2018
"588","08ISS4724_18","08ISS4724",2018-09-12,"2018",11.95,2973.70000000001,2018
"589","08ISS4724_19","08ISS4724",2019-10-11,"2019",8.30000000000001,3211.85000000001,2020
"590","08ISS4724_20","08ISS4724",2020-07-28,"2020",21.05,2040.80000000001,2020
"591","08ISS4724_2003","08ISS4724",2003-08-07,"2003",17.35,2325.50000000001,2003
"592","08ISS4724_2007","08ISS4724",2007-09-18,"2007",10.8000000000001,2908.00000000001,2007
"593","08ISS4724_21","08ISS4724",2021-07-14,"2021",18.95,1896.6,2021
"594","08ISS4730/05","08ISS4730",2005-08-31,"2005",16.45,2755.15000000001,2005
"595","08ISS4730/06","08ISS4730",2006-08-15,"2006",15.3000000000001,2425.60000000001,2006
"596","08ISS4730/08","08ISS4730",2008-08-25,"2008",15.65,2289.75000000001,2008
"597","08ISS4730/09","08ISS4730",2009-08-24,"2009",16.8,2463.50000000001,2009
"598","08ISS4730_11","08ISS4730",2011-08-02,"2011",16.9,1798.45,2011
"599","08ISS4730_12","08ISS4730",2012-08-07,"2012",19.8,2031.4,2012
"600","08ISS4730_13","08ISS4730",2013-08-13,"2013",18.25,2379.7,2013
"601","08ISS4730_14","08ISS4730",2014-09-10,"2014",15.15,2984.35000000001,2014
"602","08ISS4730_15","08ISS4730",2015-08-03,"2015",20.7,2753.85,2015
"603","08ISS4730_16","08ISS4730",2016-08-10,"2016",16,2538.2,2016
"604","08ISS4730_17","08ISS4730",2017-08-09,"2017",24.5,2209.45,2017
"605","08ISS4730_17_R","08ISS4730",2017-08-09,"2017",24.5,2209.45,2017
"606","08ISS4730_18","08ISS4730",2018-08-27,"2018",15.7,2720.95000000001,2018
"607","08ISS4730_19","08ISS4730",2019-07-29,"2019",18.15,2072.2,2019
"608","08ISS4730_20","08ISS4730",2020-08-18,"2020",19.75,2438.75000000001,2020
"609","08ISS4730_2002","08ISS4730",2002-08-20,"2002",14.9,2282.70000000001,2002
"610","08ISS4730_2002R2","08ISS4730",2002-08-20,"2002",14.9,2282.70000000001,2002
"611","08ISS4730_2003","08ISS4730",2003-08-05,"2003",19.15,2290.85,2003
"612","08ISS4730_2007","08ISS4730",2007-09-12,"2007",16.15,2823.95000000001,2007
"613","08ISS4730_21","08ISS4730",2021-07-26,"2021",21.5500000000001,2122.90000000001,2021
"614","08ISS4735/05-R","08ISS4735",2005-08-31,"2005",15.5,2464.85000000001,2005
"615","08ISS4735/06","08ISS4735",2006-08-17,"2006",15.85,2157.25000000001,2006
"616","08ISS4735/08","08ISS4735",2008-08-25,"2008",14.3000000000001,1950.20000000001,2008
"617","08ISS4735/09","08ISS4735",2009-08-24,"2009",15.75,2219.6,2009
"618","08ISS4735/10","08ISS4735",2010-09-21,"2010",10.45,2532.55000000001,2010
"619","08ISS4735_11","08ISS4735",2011-08-29,"2011",15.8,1908.2,2011
"620","08ISS4735_12","08ISS4735",2012-08-30,"2012",14.2,2077.45000000001,2012
"621","08ISS4735_14","08ISS4735",2014-09-04,"2014",14,2556.75000000001,2014
"622","08ISS4735_15","08ISS4735",2015-09-10,"2015",17.8000000000001,3046.45000000001,2015
"623","08ISS4735_18","08ISS4735",2018-07-27,"2018",21.25,1790.4,2018
"624","08ISS4735_2007","08ISS4735",2007-09-25,"2007",11,2647.35000000001,2007
"625","08ISS4748/05","08ISS4748",2005-09-08,"2005",16,2703.85000000001,2005
"626","08ISS4748/06","08ISS4748",2006-08-15,"2006",15,2256.25,2006
"627","08ISS4748/08","08ISS4748",2008-08-11,"2008",16.25,1825.75,2008
"628","08ISS4748/09","08ISS4748",2009-08-05,"2009",15.1,2016.3,2009
"629","08ISS4748_11","08ISS4748",2011-08-30,"2011",14.5,2072.50000000001,2011
"630","08ISS4748_12","08ISS4748",2012-08-22,"2012",14.7,2114.65000000001,2012
"631","08ISS4748_13","08ISS4748",2013-08-07,"2013",18.75,2062.1,2013
"632","08ISS4748_14","08ISS4748",2014-09-03,"2014",13.2,2612.35,2014
