"","Parameter","Site","mk.tau","mk.Slope","mk.pval.het","mk.pval.z","mk.inter","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","trend","trend.het"
"17","Turbidity","08WES0903",-0.0781109217880701,-0.0409007352941176,0.850892501316988,0.118487500695308,61.7051602564103,0.0175438596491228,0.137254901960784,-0.0833333333333333,0.0392156862745098,-0.130718954248366,-0.0173160173160173,-0.025,-0.181286549707602,-0.228758169934641,-0.198529411764706,-0.292397660818713,0.0294117647058824,"none","none"
"18","Turbidity","09COV1756",-0.117683253076511,-0.0221666666666667,0.594359005679707,0.168408447505824,54.5601666666667,0.333333333333333,-0.523809523809524,-0.238095238095238,0.2,-0.0666666666666667,-0.142857142857143,0.178571428571429,0.178571428571429,-0.380952380952381,-0.305555555555556,-0.428571428571429,-0.142857142857143,"none","none"
"19","Turbidity","09MID1537",-0.00543929110105581,0,0.124464634261761,0.981566820093685,9.58377777777778,-0.0882352941176471,0.191666666666667,-0.183333333333333,0.117647058823529,-0.0980392156862745,-0.198529411764706,-0.125,-0.382352941176471,0.0130718954248366,0.209150326797386,0.405228758169935,0.0326797385620915,"none","none"
"20","Turbidity","09SOO0943",0.154034267079394,0.02,0.426829017520104,0.000940668778803421,-38.5355714285714,0.0869565217391304,0.148550724637681,-0.0994152046783626,0.379084967320261,0.0588235294117647,0.157894736842105,0.143790849673203,0.423809523809524,0.352631578947368,0.0571428571428571,-0.0523809523809524,0.199134199134199,"positive","none"
"21","Turbidity","09SOO1209",0.0822179680550721,0.0135416666666667,0.1353044810531,0.129666347974077,-32.39125,-0.021978021978022,-0.183823529411765,-0.0666666666666667,-0.171428571428571,0.304761904761905,0.110294117647059,0.227941176470588,0.35,0.291666666666667,0.330882352941176,-0.261437908496732,0.0849673202614379,"none","none"
"22","Turbidity","28A",0.126062979377897,0.05,0.65955870740991,0.0240391287890497,-83.1635,0.21978021978022,0.276190476190476,0.00952380952380952,-0.0256410256410256,0.2,0.0476190476190476,0.220588235294118,-0.25,0.161904761904762,0.4,0.161904761904762,0.0916666666666667,"positive","none"
"23","Turbidity","BSE_1_MudMtnRd",-0.068078626799557,-0.0608333333333333,0.175148665593382,0.432783921121599,213.41875,-0.142857142857143,-0.428571428571429,-0.107142857142857,-0.333333333333333,-0.2,0.714285714285714,-0.238095238095238,-0.142857142857143,0.0357142857142857,0.619047619047619,-0.142857142857143,-0.416666666666667,"none","none"
"24","Turbidity","VashShing",-0.0214247134978842,-0.00454545454545455,0.742216184823466,0.732053605092408,-11.3934196428571,0.0256410256410256,0.175824175824176,0,-0.136363636363636,0.0384615384615385,0.120879120879121,-0.021978021978022,-0.472527472527473,0.019047619047619,0.102564102564103,-0.131868131868132,0.019047619047619,"none","none"
"25","Total.Suspended.Solids","07CHR234411",-0.00439379550490662,0,0.245557656649105,1,-19.41,-0.177777777777778,-0.0181818181818182,0.109090909090909,0.155555555555556,-0.355555555555556,0.0181818181818182,-0.309090909090909,0.2,0.43956043956044,0.0727272727272727,-0.340659340659341,0.0909090909090909,"none","none"
"26","Total.Suspended.Solids","07STL080295",-0.18087998237252,-0.15,0.569474065983498,0.00784114650062368,374.166875,-0.355555555555556,0.136363636363636,-0.381818181818182,-0.0666666666666667,-0.355555555555556,-0.218181818181818,-0.363636363636364,0.106060606060606,0.0545454545454545,0,-0.418181818181818,-0.340659340659341,"negative","none"
"27","Total.Suspended.Solids","08EAS1964",-0.0346552952453574,-0.01625,0.269448845934935,0.343652292267723,62.98,0.0543478260869565,0.329004329004329,-0.0474308300395257,0.00952380952380952,-0.0692640692640693,-0.0507246376811594,-0.276190476190476,-0.21957671957672,-0.130434782608696,0.138528138528139,-0.150997150997151,0.0592885375494071,"none","none"
"28","Total.Suspended.Solids","08EAS2191",-0.0909331431230903,-0.0615384615384615,0.579196455687232,0.0929147387142785,103.788823529412,0.143790849673203,-0.2,-0.333333333333333,0,-0.102941176470588,-0.00526315789473684,0.154411764705882,0.0294117647058824,-0.220588235294118,-0.0441176470588235,-0.308823529411765,-0.242647058823529,"none","none"
"29","Total.Suspended.Solids","08EVA3555",0.00909949561782023,0,0.877006823780415,0.937561893960043,6.32132352941177,0.186813186813187,-0.132352941176471,-0.00735294117647059,0.142857142857143,0,0.0367647058823529,-0.00833333333333333,-0.025,-0.0952380952380952,0.208333333333333,0.108333333333333,-0.257352941176471,"none","none"
"30","Total.Suspended.Solids","08ISS3877",-0.143476790007752,-0.0841666666666667,0.813180348124048,0.00113500025539571,199.094821428571,-0.116883116883117,0.105263157894737,-0.0366666666666667,-0.0263157894736842,-0.315217391304348,-0.164502164502165,-0.136842105263158,-0.123188405797101,-0.285714285714286,-0.280952380952381,-0.116883116883117,-0.203463203463203,"negative","none"
"31","Total.Suspended.Solids","08ISS3958",0.0168600435097897,0.00526315789473684,0.724552946467812,0.745095329187288,-18.68,0.141666666666667,0.205882352941176,0.0588235294117647,0.0916666666666667,-0.316176470588235,-0.0333333333333333,0.176470588235294,0,0.00952380952380952,-0.2,-0.0380952380952381,0.0955882352941176,"none","none"
"32","Total.Suspended.Solids","08LAK3121",0.0366650828027447,0,0.0489196072773742,0.562618935402132,0.76,0.235294117647059,0.133333333333333,-0.0955882352941176,0.257142857142857,-0.47953216374269,-0.0367647058823529,0.137254901960784,0.0105263157894737,0.1,0.397058823529412,-0.16374269005848,0.0367647058823529,"none","hetergeneous trends"
"33","Total.Suspended.Solids","08LAK3540",-0.0818269328938349,-0.0399999999999999,0.0461485208513936,0.055557595006301,37.606,-0.0144927536231884,0.342857142857143,-0.0355731225296443,0.166666666666667,-0.0276679841897233,-0.295238095238095,-0.147619047619048,-0.343873517786561,-0.308300395256917,0.00395256916996047,-0.276679841897233,-0.02,"none","hetergeneous trends"
"34","Total.Suspended.Solids","08LAK3616",0.0524964131994261,0.025,0.345821047188983,0.344921075541562,-53.7881666666667,0,0.0833333333333333,-0.183823529411765,0.161764705882353,-0.00735294117647059,0.272058823529412,0.391666666666667,0.169934640522876,-0.228758169934641,0.191176470588235,-0.0955882352941176,-0.0849673202614379,"none","none"
"35","Total.Suspended.Solids","08LAK3627",0.0631237724291754,0.0222222222222222,0.0360734039574429,0.23049471618061,-24.0911312217195,-0.130718954248366,0.323529411764706,-0.266666666666667,0.316176470588235,0.0196078431372549,0.119047619047619,0.0147058823529412,0.0818713450292398,0.176470588235294,0.503267973856209,-0.116959064327485,-0.252631578947368,"none","hetergeneous trends"
"36","Total.Suspended.Solids","08LAK3628",0.075109786047286,0.0369444444444445,0.16814112855065,0.279028432260516,-74.1389880952381,0.294871794871795,0.133333333333333,-0.075,0.358974358974359,0.153846153846154,-0.00952380952380952,0.604395604395604,-0.208791208791209,0.043956043956044,-0.1,0.00833333333333333,-0.154411764705882,"none","none"
"37","Total.Suspended.Solids","08LIT2585",-0.0978224723974686,-0.0464583333333333,0.83823023249575,0.0193369963165041,105.005048076923,-0.0433333333333333,0.0869565217391304,-0.0166666666666667,-0.19047619047619,-0.266666666666667,-0.0711462450592885,-0.122529644268775,-0.286153846153846,-0.130434782608696,-0.0952380952380952,-0.0369230769230769,0.00666666666666667,"negative","none"
"38","Total.Suspended.Solids","08LIT2692",0.0207272600425174,0,0.988654445183741,0.709599956687917,-3.47823529411767,0.0833333333333333,0.0879120879120879,0.20952380952381,-0.106060606060606,0.0285714285714286,0.110294117647059,-0.0233918128654971,0.111111111111111,-0.05,-0.0915032679738562,-0.025,-0.0916666666666667,"none","none"
"39","Total.Suspended.Solids","08NOR1362",0.00717098481804364,0,0.922209351945357,0.869994840642563,18.9475,0.176470588235294,0,-0.0384615384615385,-0.043956043956044,-0.104761904761905,0.295238095238095,0.05,0.0261437908496732,-0.05,0.0416666666666667,-0.141666666666667,-0.152380952380952,"none","none"
"40","Total.Suspended.Solids","08NOR2306",-0.0783877912867275,-0.0345238095238095,0.0290604785204024,0.161768216838974,59.9213020833334,0.220588235294118,-0.171428571428571,0.0128205128205128,-0.285714285714286,0.108333333333333,0.338235294117647,-0.219047619047619,-0.588235294117647,-0.241666666666667,-0.198529411764706,0.0333333333333333,0.0285714285714286,"none","hetergeneous trends"
"41","Total.Suspended.Solids","08WES0903",-0.11193251494146,-0.1,0.666474426372206,0.0205605523835386,165.034523809524,-0.0526315789473684,0.0915032679738562,0.05,0.130718954248366,-0.189542483660131,-0.155844155844156,-0.2,-0.345029239766082,-0.215686274509804,-0.132352941176471,-0.269005847953216,-0.0147058823529412,"negative","none"
"42","Total.Suspended.Solids","09COV1756",-0.14087101098108,-0.02,0.293870524691675,0.00543379384635401,30.3384199134199,-0.00735294117647059,-0.0916666666666667,-0.241830065359477,-0.38562091503268,-0.15,-0.333333333333333,0.285714285714286,0.0714285714285714,-0.142857142857143,0.2,-0.408333333333333,-0.087719298245614,"negative","none"
"43","Total.Suspended.Solids","09MID1537",0.0237839366515837,0.0175,0.00620287890504456,0.54768335454344,20.0183333333333,-0.0294117647058824,-0.2,-0.125,0.137254901960784,0.0588235294117647,-0.102941176470588,-0.0955882352941176,-0.448529411764706,0,0.470588235294118,0.529411764705882,0.0065359477124183,"none","hetergeneous trends"
"44","Total.Suspended.Solids","09SOO0943",0.0713849522554268,0.0285714285714285,0.495446529956831,0.0868561716383515,-56.4122916666667,0.136752136752137,0.275132275132275,0.094017094017094,0.142857142857143,0.155844155844156,-0.075098814229249,-0.157142857142857,0.0892307692307692,0.0430769230769231,-0.032183908045977,-0.0826612903225806,0.27,"none","none"
"45","Total.Suspended.Solids","09SOO1209",0.0439750772103713,0.0138095238095238,0.00383475240188813,0.42592566512503,10.4571428571428,-0.142857142857143,-0.198529411764706,-0.2,-0.314285714285714,0.476190476190476,0.147058823529412,0.426470588235294,0.275,0.408333333333333,-0.0441176470588235,-0.294117647058824,-0.0065359477124183,"none","hetergeneous trends"
"46","Total.Suspended.Solids","28A",0.0777543359035072,0.0472222222222222,0.768381319672472,0.184593866253605,-120.733863636364,0.131868131868132,0.333333333333333,0.123809523809524,0.115384615384615,0.2,0.0571428571428571,0.0220588235294118,-0.166666666666667,0.0285714285714286,0.304761904761905,-0.161904761904762,-0.0166666666666667,"none","none"
"47","Total.Suspended.Solids","BSE_1_MudMtnRd",-0.0745016611295681,-0.0516666666666666,0.678817287378333,0.362515098821237,106.113333333333,-0.0476190476190476,-0.0476190476190476,0.0357142857142857,-0.0666666666666667,-0.0666666666666667,0.333333333333333,-0.285714285714286,-0.238095238095238,0.107142857142857,0.333333333333333,-0.333333333333333,-0.527777777777778,"none","none"
"48","Total.Suspended.Solids","VashShing",-0.242160278745645,-0.127922077922078,0.601819694305,3.92831792617408e-05,246.895833333333,-0.128205128205128,0.010989010989011,-0.243589743589744,-0.166666666666667,-0.0256410256410256,-0.230769230769231,-0.395604395604396,-0.615384615384615,-0.19047619047619,-0.525641025641026,-0.197802197802198,-0.19047619047619,"negative","none"
"49","Total.Phosphorus","07CHR234411",0.00774386059644741,-4.33035714285714e-05,0.105266451655966,0.713827797369929,0.325683333333333,-0.0757575757575758,-0.192307692307692,-0.141025641025641,0.454545454545455,-0.0222222222222222,0.533333333333333,0.454545454545455,-0.0897435897435897,-0.0474308300395257,0.0196078431372549,-0.308823529411765,-0.0952380952380952,"none","none"
"50","Total.Phosphorus","07STL080295",-0.0528687686582423,0,0.267798327254188,0.428674990698094,0.005,0.133333333333333,0.227272727272727,-0.309090909090909,-0.0222222222222222,-0.533333333333333,-0.0666666666666667,0.145454545454545,0.0454545454545455,0.236363636363636,0.0181818181818182,-0.345454545454545,-0.186813186813187,"none","none"
"51","Total.Phosphorus","08EAS1964",-0.0542793937735705,-0.000125,0.155678965314475,0.145994994463058,0.333803958333334,-0.151515151515152,0.0952380952380952,-0.181818181818182,0.0666666666666667,0.229437229437229,-0.0865800865800866,-0.121052631578947,-0.404558404558405,-0.0333333333333333,0.185714285714286,-0.101449275362319,-0.0474308300395257,"none","none"
"52","Total.Phosphorus","08EAS2191",0.0116529248438281,1.25000000000004e-05,0.209608928647846,0.887074712098785,0.40887142857143,0.202614379084967,0,-0.116666666666667,0.342857142857143,0.264705882352941,-0.121052631578947,0.0955882352941176,-0.0514705882352941,0.227941176470588,-0.183823529411765,-0.279411764705882,-0.198529411764706,"none","none"
"53","Total.Phosphorus","08EVA3555",0.281365667491322,0.000566666666666666,0.297266271345825,2.22355142368209e-07,-1.27139166666667,-0.032967032967033,-0.0147058823529412,0.110294117647059,0.238095238095238,0.647619047619048,0.301470588235294,0.458333333333333,0.458333333333333,0.466666666666667,0.316666666666667,0.308333333333333,0.147058823529412,"positive","none"
"54","Total.Phosphorus","08ISS3877",-0.0751011008456682,-0.000175,0.934777282425556,0.0837642638640886,0.246775612745098,-0.225296442687747,0.0473684210526316,0.00666666666666667,0.0714285714285714,-0.126811594202899,-0.151515151515152,0,-0.0108695652173913,-0.00952380952380952,-0.212121212121212,-0.147186147186147,-0.121212121212121,"none","none"
"55","Total.Phosphorus","08ISS3958",-0.0358343837535014,-5.55555555555554e-05,0.759881750932131,0.463483488329689,-0.0778316964285715,-0.0808823529411765,-0.169117647058824,0.117647058823529,0.0441176470588235,-0.147058823529412,0.108333333333333,0.0367647058823529,-0.215686274509804,0.0476190476190476,-0.301470588235294,0.00952380952380952,0.154411764705882,"none","none"
"56","Total.Phosphorus","08LAK3121",0.0613457894483055,0.000128991596638655,0.923046467134415,0.258532098308524,-0.0647899999999994,0.150326797385621,-0.0333333333333333,0.0294117647058824,0.20952380952381,-0.0760233918128655,0.0367647058823529,0.254901960784314,-0.00526315789473684,0.0210526315789474,0.00735294117647059,-0.0701754385964912,0.257352941176471,"none","none"
"57","Total.Phosphorus","08LAK3540",0.00424451477716358,3.33333333333327e-05,0.404283584904861,0.857492769416683,-0.136714697802198,0.0108695652173913,-0.19047619047619,0.24901185770751,0.114285714285714,0.0237154150197628,-0.214285714285714,-0.176190476190476,-0.134387351778656,0.0948616600790514,0.217391304347826,-0.0474308300395257,0.0566666666666667,"none","none"
"58","Total.Phosphorus","08LAK3616",0.367991138763198,0.00125753676470588,0.862404467446164,5.82466968423128e-13,-2.34305625,0.26797385620915,0.316666666666667,0.169117647058824,0.313725490196078,0.294117647058824,0.455882352941176,0.666666666666667,0.464052287581699,0.470588235294118,0.450980392156863,0.242647058823529,0.313725490196078,"positive","none"
"59","Total.Phosphorus","08LAK3627",-0.167453091284361,-0.000256089743589743,0.306049136077652,0.000921369836912905,0.513814107142857,-0.0233918128654971,-0.242647058823529,-0.125,0.117647058823529,-0.241830065359477,-0.0761904761904762,-0.411764705882353,-0.362573099415205,-0.419117647058824,0.0350877192982456,0.0175438596491228,-0.321052631578947,"negative","none"
"60","Total.Phosphorus","08LAK3628",-0.0560543623043623,-8.70833333333334e-05,0.556781321125417,0.29243198290327,0.231130863970588,0.179487179487179,-0.114285714285714,-0.391666666666667,0.256410256410256,0.0256410256410256,-0.133333333333333,-0.197802197802198,-0.175824175824176,-0.153846153846154,0.0916666666666667,-0.0916666666666667,0.0882352941176471,"none","none"
"61","Total.Phosphorus","08LIT2585",-0.120303023408613,-0.000287083333333334,0.520119214343024,0.00659024933129385,0.519678571428571,-0.0688405797101449,-0.173160173160173,-0.0432900432900433,-0.0909090909090909,0.00395256916996047,-0.0909090909090909,-0.466666666666667,-0.278985507246377,-0.0476190476190476,-0.25296442687747,-0.0217391304347826,0.0632411067193676,"negative","none"
"62","Total.Phosphorus","08LIT2692",-0.29937617104437,-0.000733333333333334,0.613684123566185,1.12600106610994e-08,1.09794444444444,-0.1,-0.527472527472527,-0.20952380952381,-0.151515151515152,-0.152380952380952,-0.286764705882353,-0.409356725146199,-0.509803921568627,-0.5,-0.352941176470588,-0.183333333333333,-0.133333333333333,"negative","none"
"63","Total.Phosphorus","08NOR1362",-0.304060605531194,-0.000585714285714286,0.552917723401345,1.19484257256956e-08,1.05600055147059,-0.286764705882353,-0.318681318681319,-0.307692307692308,-0.0659340659340659,-0.0666666666666667,-0.19047619047619,-0.316666666666667,-0.594771241830065,-0.433333333333333,-0.541666666666667,-0.208333333333333,-0.228571428571429,"negative","none"
"64","Total.Phosphorus","08NOR2306",0.0692526888005611,0.000200000000000001,0.869496764636073,0.191946058348673,0.0060306547619078,0.213235294117647,-0.0666666666666667,0,0.0659340659340659,0.308333333333333,0.242647058823529,0,-0.0367647058823529,0.133333333333333,-0.117647058823529,-0.0416666666666667,0.104761904761905,"none","none"
"65","Total.Phosphorus","08WES0903",-0.0187410985127703,-5.35897435897431e-05,0.0084154717508893,0.704050761510103,0.164264583333333,0.421052631578947,0.333333333333333,0.025,0.175438596491228,0.117647058823529,-0.155844155844156,0,-0.432748538011696,-0.241830065359477,-0.294117647058824,-0.116959064327485,-0.0514705882352941,"none","hetergeneous trends"
"66","Total.Phosphorus","09COV1756",-0.0373846471103779,0,0.363094781489397,0.597146763818096,0.0173734890109891,-0.0735294117647059,-0.183333333333333,-0.281045751633987,0.0849673202614379,0.225,-0.377777777777778,0.357142857142857,0.178571428571429,-0.333333333333333,-0.244444444444444,0.108333333333333,0.0292397660818713,"none","none"
"67","Total.Phosphorus","09MID1537",0.28186745852187,0.000755555555555556,0.368247995019124,1.98498621049604e-08,-1.42814606811146,0.176470588235294,0.0166666666666667,0.2,0.562091503267974,0.30718954248366,0.316176470588235,0.360294117647059,0.0735294117647059,0.241830065359477,0.352941176470588,0.601307189542484,0.124183006535948,"positive","none"
"68","Total.Phosphorus","09SOO0943",-0.158637509180987,-0.000242857142857143,0.62904359284756,9.41359520854033e-05,0.482877234848486,-0.176638176638177,-0.170940170940171,-0.235507246376812,0.142292490118577,-0.246753246753247,-0.0909090909090909,-0.177865612648221,-0.263546798029557,-0.0553359683794466,-0.36,-0.06,-0.166666666666667,"negative","none"
"69","Total.Phosphorus","09SOO1209",-0.0657827498815618,-9.23076923076923e-05,0.787134866582892,0.183171049358568,0.2083625,-0.0380952380952381,-0.220588235294118,-0.0476190476190476,-0.233333333333333,0.123809523809524,-0.0367647058823529,0.0760233918128655,-0.274853801169591,0.166666666666667,-0.169934640522876,-0.0915032679738562,0,"none","none"
"70","Total.Phosphorus","28A",0.0775382996377472,0.000142857142857143,0.287424535804467,0.19437410024819,-0.396102380952381,0.186813186813187,0.238095238095238,0.019047619047619,0.371794871794872,0.342857142857143,0.00952380952380952,0.205882352941176,-0.366666666666667,-0.180952380952381,0.0666666666666667,0.0571428571428571,0.0416666666666667,"none","none"
"71","Total.Phosphorus","BSE_1_MudMtnRd",-0.097093023255814,-0.00103,0.455070737081748,0.247272992730157,0.7973375,0.428571428571429,-0.333333333333333,-0.321428571428571,-0.333333333333333,0.0666666666666667,0.333333333333333,0.142857142857143,-0.619047619047619,-0.178571428571429,0,0.0476190476190476,-0.305555555555556,"none","none"
"72","Total.Phosphorus","VashShing",-0.03388887535229,-9.58333333333332e-05,0.397369610259376,0.514285149834005,-0.00587277777777783,-0.0512820512820513,-0.318681318681319,-0.205128205128205,0.303030303030303,0.256410256410256,-0.318681318681319,0.032967032967033,-0.252747252747253,-0.00952380952380952,0.179487179487179,0.043956043956044,0,"none","none"
"73","Total.Nitrogen","07CHR234411",-0.267521425191379,-0.0110555555555556,0.307514567645801,1.91576843905015e-06,24.1936666666666,-0.439393939393939,-0.192307692307692,-0.294871794871795,-0.309090909090909,-0.177777777777778,-0.0181818181818182,-0.0363636363636364,-0.474358974358974,-0.482213438735178,0.0784313725490196,-0.286764705882353,-0.438095238095238,"negative","none"
"74","Total.Nitrogen","07STL080295",-0.332983103132357,-0.00933333333333334,0.540828699256943,9.02058944859228e-07,21.09535,-0.422222222222222,0.196969696969697,-0.345454545454545,-0.6,-0.555555555555556,-0.327272727272727,-0.418181818181818,-0.46969696969697,-0.145454545454545,-0.163636363636364,-0.309090909090909,-0.483516483516484,"negative","none"
"75","Total.Nitrogen","08EAS1964",-0.36026180747995,-0.022,0.00158765320791332,1.84585103470431e-16,40.4657456140351,-0.523809523809524,-0.649350649350649,-0.644268774703557,-0.652380952380952,-0.0779220779220779,-0.207792207792208,-0.126315789473684,-0.182336182336182,-0.0904761904761905,-0.104761904761905,-0.644927536231884,-0.387351778656126,"negative","hetergeneous trends"
"76","Total.Nitrogen","08EAS2191",-0.397796339898188,-0.0121818181818182,0.896694550235341,1.61966185315124e-14,23.4924139705882,-0.477124183006536,-0.391666666666667,-0.658333333333333,-0.504761904761905,-0.360294117647059,-0.415789473684211,-0.227941176470588,-0.316176470588235,-0.286764705882353,-0.441176470588235,-0.514705882352941,-0.198529411764706,"negative","none"
"77","Total.Nitrogen","08EVA3555",-0.253975126095545,-0.0045,0.296646307624477,2.33658880271301e-06,8.83678846153847,-0.56043956043956,-0.360294117647059,-0.257352941176471,-0.333333333333333,-0.0666666666666667,-0.227941176470588,0.0666666666666667,0.05,-0.238095238095238,-0.183333333333333,-0.4,-0.544117647058823,"negative","none"
"78","Total.Nitrogen","08ISS3877",-0.47538195795324,-0.0188848684210526,0.292719135691306,1.29432907950226e-26,38.2734720394737,-0.502164502164502,-0.378947368421053,-0.5,-0.510526315789474,-0.61231884057971,-0.692640692640693,-0.747368421052632,-0.423913043478261,-0.480952380952381,-0.438095238095238,-0.121212121212121,-0.303030303030303,"negative","none"
"79","Total.Nitrogen","08ISS3958",-0.505681155711015,-0.0196666666666667,0.636016534520182,6.0522046766793e-22,40.5041410714286,-0.575,-0.463235294117647,-0.691176470588235,-0.55,-0.610294117647059,-0.55,-0.713235294117647,-0.477124183006536,-0.580952380952381,-0.391666666666667,-0.266666666666667,-0.183823529411765,"negative","none"
"80","Total.Nitrogen","08LAK3121",-0.254036557378902,-0.0081010101010101,0.449192579701826,2.92206999737684e-07,17.4367708333333,-0.261437908496732,-0.2,-0.154411764705882,-0.0666666666666667,-0.146198830409357,-0.404411764705882,-0.673202614379085,-0.268421052631579,-0.378947368421053,-0.0808823529411765,-0.16374269005848,-0.198529411764706,"negative","none"
"81","Total.Nitrogen","08LAK3540",-0.0938710869322132,-0.00388888888888889,0.351412924876586,0.0337113380536212,9.87673611111111,-0.257246376811594,-0.328571428571429,-0.0513833992094862,0.019047619047619,0.134387351778656,-0.0904761904761905,-0.195238095238095,-0.213438735177866,-0.126482213438735,0.225296442687747,-0.150197628458498,-0.103333333333333,"negative","none"
