"","length_of_record","rkt.pval_hpc","rkt.Sen_hpc","rkt.tau_hpc","RKTtrend_hpc","rkt.pval_hpdur","rkt.Sen_hpdur","rkt.tau_hpdur","RKTtrend_hpdur","rkt.pval_hprange","rkt.Sen_hprange","rkt.tau_hprange","RKTtrend_hprange","rkt.pval_tqm","rkt.Sen_tqm","rkt.tau_tqm","RKTtrend_tqm","rkt.pval_RBI","rkt.Sen_RBI","rkt.tau_RBI","RKTtrend_RBI","rkt.pval_maxtomeanQ","rkt.Sen_maxtomeanQ","rkt.tau_maxtomeanQ","RKTtrend_maxtomeanQ","rkt.pval_LFI","rkt.Sen_LFI","rkt.tau_LFI"
"1",21,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
"22",20,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
"104",19,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
"186",15,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
"243",10,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
"294",17,0.00236137640748169,0.0833333333333333,0.114882506527415,positive,0.131202903703813,0.0216822393292982,0.0580778301886792,none,0.375666364978026,0.522727272727273,0.0341981132075472,none,0.092061995400357,0.000684931506849243,0.0644038294168842,none,0.749130845817382,8.94628634228888e-05,0.0124746156077749,none,0.0798927806568603,0.0593505354021636,0.0670147954743255,none,0.975703564426806,0.000184148156205044,0.00145053669857847
