"","SiteName","SampleName","SampleDate","ThalwegDepth"
"143","09COV1418","09COV1418_18","2018-09-27 18:30:00.0000000",3.83858267716535
"144","07LNT075179","07LNT075179_18","2018-09-28 18:30:00.0000000",6.98818897637795
"145","07RAG022147","07RAG022147_18","2018-10-01 16:30:00.0000000",3.0511811023622
"146","07RAG002867","07RAG002867_18","2018-10-01 20:15:00.0000000",5.56102362204724
"147","08LIT2685","08LIT2685_18","2018-10-02 16:00:00.0000000",13.2874015748031
"148","08NOR2115","08NOR2115_18","2018-10-02 18:05:00.0000000",13.7795275590551
"149","08WES1490","08WES1490_18","2018-10-02 18:20:00.0000000",2.75590551181102
"150","08WES1579","08WES1579_18","2018-10-02 20:30:00.0000000",2.36220472440945
"151","BSE_8_268hAveSE","BSE_8_268hAveSE_18","2018-10-03 15:34:00.0000000",10.4330708661417
"152","09LOW0751","09LOW0751_18","2018-10-04 15:15:00.0000000",2.46062992125984
"153","08LAK3880","08LAK3880_18","2018-10-04 18:40:00.0000000",6.00393700787402
"154","09MID1744","09MID1744_18","2018-10-05 19:00:00.0000000",5.41338582677165
"155","07TKL047047","07TKL047047_18","2018-10-08 16:40:00.0000000",10.4330708661417
"156","08BEA3312","08BEA3312_19","2019-06-16 16:13:00.0000000",5.80708661417323
"157","08ISS3877","08ISS3877_19","2019-07-15 16:00:00.0000000",12.8937007874016
"158","08BEA3737","08BEA3737_19","2019-07-16 19:30:00.0000000",5.85629921259843
"159","08BEA3474","08BEA3474_19","2019-07-17 15:11:00.0000000",10.4330708661417
"160","08LIT2682","08LIT2682_19","2019-07-17 18:30:00.0000000",18.6023622047244
"161","08EAS1536","08EAS1536_19","2019-07-18 15:10:00.0000000",4.42913385826772
"162","09COV1862","09COV1862_19","2019-07-18 15:30:00.0000000",8.66141732283465
"163","08ISS3962","08ISS3962_19","2019-07-18 16:50:00.0000000",18.2086614173228
"164","08WES1178","08WES1178_19","2019-07-18 18:10:00.0000000",3.1496062992126
"165","09COV1864","09COV1864_19","2019-07-18 18:56:00.0000000",3.44488188976378
"166","08WES0905","08WES0905_19","2019-07-18 21:30:00.0000000",5.90551181102362
"167","07PAT166087","07PAT166087_19","2019-07-22 16:37:00.0000000",8.75984251968504
"168","07TKL072439","07TKL072439_19","2019-07-22 18:35:00.0000000",4.82283464566929
"169","08ISS4748","08ISS4748_19","2019-07-22 19:50:00.0000000",8.16929133858268
"170","09DUW0225","09DUW0225_19","2019-07-23 15:45:00.0000000",4.52755905511811
"171","08CED4192","08CED4192_19","2019-07-23 16:00:00.0000000",10.8267716535433
"172","09DUW0091","09DUW0091_19","2019-07-23 19:30:00.0000000",4.03543307086614
"173","08ISS4735","08ISS4735_19","2019-07-23 20:00:00.0000000",4.82283464566929
"174","08SAM2855","08SAM2855_19","2019-07-25 19:00:00.0000000",2.06692913385827
"175","07RAG004615","07RAG004615_19","2019-07-29 15:30:00.0000000",17.5196850393701
"176","08ISS4884","08ISS4884_19","2019-07-29 16:00:00.0000000",3.34645669291339
"177","07RAG018227","07RAG018227_19","2019-07-29 18:30:00.0000000",6.59448818897638
"178","08ISS4294","08ISS4294_19","2019-07-29 18:45:00.0000000",7.67716535433071
"179","09MID1958","09MID1958_19","2019-07-29 20:45:00.0000000",5.31496062992126
"180","08ISS4730","08ISS4730_19","2019-07-29 22:00:00.0000000",9.84251968503937
"181","08CED5032","08CED5032_19","2019-07-31 16:00:00.0000000",10.9251968503937
"182","08CED4975","08CED4975_19","2019-07-31 17:30:00.0000000",3.34645669291339
"183","08CED5046","08CED5046_19","2019-07-31 20:00:00.0000000",8.36614173228346
"184","08CED2898","08CED2898_19","2019-08-01 15:12:00.0000000",3.1496062992126
"185","07SFS066611","07SFS066611_19","2019-08-01 16:15:00.0000000",4.18307086614173
"186","08CED2518","08CED2518_19","2019-08-01 17:30:00.0000000",3.83858267716535
"187","07LMS055075","07LMS055075_19","2019-08-01 19:30:00.0000000",6.00393700787402
"188","08CED2711","08CED2711_19","2019-08-01 20:45:00.0000000",3.44488188976378
"189","08LIT2781","08LIT2781_19","2019-08-05 15:45:00.0000000",8.95669291338583
"190","08NOR2306","08NOR2306_19","2019-08-05 19:00:00.0000000",13.9763779527559
"191","08EVA3642","08EVA3642_19","2019-08-06 07:00:00.0000000",2.85433070866142
"192","08SAM2674","08SAM2674_19","2019-08-06 16:45:00.0000000",3.34645669291339
"193","08BEA3650","08BEA3650_19","2019-08-06 17:30:00.0000000",7.57874015748031
"194","08BEA3826","08BEA3826_19","2019-08-06 17:40:00.0000000",2.85433070866142
"195","08BEA3914","08BEA3914_19","2019-08-06 19:25:00.0000000",1.87007874015748
"196","08NOR1362","08NOR1362_19","2019-08-06 19:40:00.0000000",10.9251968503937
"197","08LAK3121","08LAK3121_19","2019-08-06 20:17:00.0000000",2.95275590551181
"198","07RAG002867","07RAG002867_19","2019-08-07 15:45:00.0000000",4.23228346456693
"199","09MID1374","09MID1374_19","2019-08-07 16:00:00.0000000",3.93700787401575
"200","07RAG043443","07RAG043443_19","2019-08-07 18:45:00.0000000",11.7125984251969
"201","09NEW1657","09NEW1657_19","2019-08-07 20:00:00.0000000",11.9094488188976
