"Visit.ID","Site.Code","longname","Acari","Acentrella","Acentrella_turbida","Acneus","Agapetus","Agraylea","Ameletus","Amiocentrus","Amphipoda","Amphizoa","Ampumixis","Anagapetus","Anisogammaridae","Antocha","Apatania","Arctopsyche","Arctopsychinae","Atherix","Attenella","Baetidae","Baetis","Baetis piscatoris complex","Baetis_alius","Baetis_bicaudatus","Baetis_flavistriga","Baetis_tricaudatus","Blephariceridae","Brachycentridae","Brachycentrus","Brachycera","Calineuria","Capniidae","Caudatella","Centroptilum","Ceratopogonidae","Ceratopogoninae","Chelifera","Chelifera.Metachela","Cheumatopsyche","Chironomidae","Chironominae","Chironomini","Chloroperlidae","Cinygma","Cinygmula","Claassenia_sabulosa","Cleptelmis","Clinocera","Copepoda","Corydalidae","Crangonyx","Cryptochia","Cryptolabis","Despaxia","Diamesinae","Dicosmoecus","Dicosmoecus_atripes","Dicosmoecus_gilvipes","Dicranota","Diphetor_hageni","Diptera","Dixa","Dixella","Dixidae","Dolichopodidae","Dolophilodes","Doroneuria","Drunella","Drunella doddsii","Drunella_coloradensis.flavilinea","Drunella_grandis","Drunella_spinifera","Dytiscidae","Ecclisocosmoecus","Ecclisomyia","Ecdyonurus criddlei","Ectopria","Elmidae","Elmidae sp. AJF#01","Empididae","Empididae Genus A","Empididae Genus B","Empididae sp. AJF#01","Epeorus","Epeorus_albertae","Epeorus_deceptivus","Epeorus_grandis","Epeorus_longimanus","Ephemerella","Ephemerellidae","Ephemerellinae","Ephydridae","Farula","Ferrissia","Fluminicola","Forcipomyiinae","Gammarus","Gerridae","Gerris","Glossosoma","Glossosomatidae","Glutops","Goeracea","Goeridae","Gomphidae","Haliplidae","Helophorus","Hemerodromia","Heptageniidae","Hesperoconopa","Hesperoperla","Hesperoperla_pacifica","Heterlimnius","Heteroplectron","Hexatoma","Himalopsyche","Hirudinea","Hydatophylax","Hydra","Hydraena","Hydrobiidae","Hydrophilidae","Hydrophiloidea","Hydropsyche","Hydropsychidae","Hydroptila","Hydroptilidae","Hydrozoa","Integripalpia","Ironodes","Isoperla","Isopoda","Juga","Kathroperla","Kogotus","Kogotus nonus","Labiobaetis","Lara","Lepidostoma","Leptoceridae","Leptophlebiidae","Leuctridae","Limnephilidae","Limnephilidae sp. AJF#01","Limnephilidae sp. AJF#02","Limnephilidae sp. AJF#03","Limnichidae","Limnophila","Limonia","Limoniinae","Malenka","Maruina","Megarcys","Meringodixa","Meropelopia","Micrasema","Molophilus","Moselia","Muscidae","Mycetophilidae","Narpus","Nematoda","Nematomorpha","Nemouridae","Neophylax","Neophylax occidentis","Neophylax_rickeri","Neophylax_splendens","Neoplasta","Neothremma","Nixe","Ochrotrichia","Oligochaeta","Oligophlebodes","Onocosmoecus","Optioservus","Oregonia","Oreogeton","Oribatida","Ormosia","Orthocladiinae","Ostracoda","Pacifastacus","Pacifastacus leniusculus","Palaeagapetus nearcticus","Paraleptophlebia","Paraperla","Paraperlinae","Parapsyche","Parapsyche_almota","Parapsyche_elsis","Pedicia","Pedomoecus","Pericoma","Pericoma/Telmatoscopus","Perlidae","Perlinodes","Perlodidae","Philopotamidae","Physidae","Pilaria","Pisidiidae","Pisidium","Planorbidae","Plecoptera","Podonominae","Polycelis","Polycelis coronata","Polycentropodidae","Procloeon","Prodiamesinae","Prosimulium","Prostoma","Protoptila","Psephenidae","Pseudochironomini","Pseudocloeon","Psychodidae","Psychodinae","Psychoglypha","Pteronarcella","Pteronarcyidae","Pteronarcys","Ptilodactylidae","Ptychopteridae","Pyralidae","Rhabdomastix","Rhithrogena","Rhyacophila","Rhyacophila arnaudi","Rhyacophila atrata complex","Rhyacophila ecosa","Rhyacophila malkini","Rhyacophila Sibirica Group","Rhyacophila_Angelita_Gr_","Rhyacophila_Betteni_Gr_","Rhyacophila_blarina","Rhyacophila_Brunnea_Gr_","Rhyacophila_Coloradensis_Gr_","Rhyacophila_Grandis_Gr_","Rhyacophila_Hyalinata_Gr_","Rhyacophila_narvae","Rhyacophila_Oreta.Gr_","Rhyacophila_pellisa.valuma","Rhyacophila_Rotunda_Gr_","Rhyacophila_Vagrita_Gr_","Rhyacophila_Vofixa_Gr_","Roederiodes","Sciomyzidae","Serratella","Serratella micheneri","Serratella_teresa","Serratella_tibialis","Setvena","Sialis","Simuliidae","Simulium","Skwala","Soliperla","Soyedina","Sphaeriidae","Staphylinidae","Suwallia","Sweltsa","Syrphidae","Tabanidae","Taeniopterygidae","Tanypodinae","Tanytarsini","Thaumalea","Thaumaleidae","Timpanoga_hecuba","Timpanoginae","Tipula","Tipulidae","Tipulidae sp. MAA#01","Tipulidae sp. MAA#02","Trepaxonemata","Trichoclinocera","Trichoptera","Trichoptera sp. AJF#01","Trichoptera sp. AJF#02","Trombidiformes","Turbellaria","Uenoidae","Uromunna acarina","Visoka","Wormaldia","Yoraperla","Zaitzevia","Zapada","Zapada_cinctipes","Zapada_columbiana","Zapada_frigida","Zapada_Oregonensis_Gr_"
961,"JimCAAS4S_2008","JimCAAS4S_2008",17,11,0,0,0,0,0,3,0,0,0,0,0,14,0,2,0,11,0,0,0,0,0,0,0,52,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,1,0,0
964,"JimCAAS7R_2008","JimCAAS7R_2008",11,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,15,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,66,0,0,0
1080,"BIO06600-SLIT01_2002","BIO06600-SLIT01_2002",4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,0,0,0,1,0,0,43,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,0,0,0,10,0,2,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,1,0,6
1093,"BoundaryMid_ECY_390_2002","BoundaryMid_ECY_390_2002",4,0,0,0,0,0,0,98,0,0,0,0,0,7,1,0,0,0,27,0,0,0,0,0,0,33,0,0,0,0,1,0,5,0,0,14,0,0,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,12,0,0,0,0,7,2,0,0,0,0,0,0,0,0,70,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,1,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,253,0,0,0,0,0,85,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,181,0,0,0,0,2,1,0,0,0,8,0,0,0,1,0,0,51,2,0,1,0,2,0,0,98,1,0,0,0,83,2,0,0,0,0,0,0,38,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,101,0,0,0,0,0,0,0,8,0,11,0,0,18,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,49,0,0,26,2,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,3,0,0,219,0,0,43
1111,"EnetSkokTrb2_2006","EnetSkokTrb2_2006",0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,25,0,0,0,0,0,3
1115,"PotlSkokTrb2_2006","PotlSkokTrb2_2006",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,0,0,13,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,11,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1
1120,"SwifSkokTrb1_2006","SwifSkokTrb1_2006",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1526,"McLaneThCoDNR_2002","McLaneThCoDNR_2002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,129,0,0,0,2,20,0,0,0,0,29,0,0,0,11,0,6,16,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,11,29,0,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,2,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,0,0,160,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,4,0,0,0,0,0,19,40,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,407,0,0,0,6,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,0,1,0
1722,"KCWQ-3_2002","KCWQ-3_2002",14,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,46,0,0,0,0,1,0,0,0,10,0,18,5,0,284,0,0,0,0,0,0,0,0,0,2,0,0,1,23,7,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,25,154,0,1,0,0,0,0,0,0,0,0,474,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,15,0,0,0,0,47,0,0,0,0,7,1,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,140,0,0,0,0,0,0,0,51,0,1,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,301,21,0,0,0,0,0,189,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,50,0,0,2
1725,"KCSSWM-006_2002","KCSSWM-006_2002",4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,3,0,0,0,0,4,3,0,2,1,0,0,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,6,0,0,1,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,2,0,0,0,0,17,0,0,0,0,1,0,0,0,5,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169,0,0,0,0,0,0,2,3,12,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,93,5,0,0,0,0,0,112,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2
1784,"KCST-14_2005","KCST-14_2005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,1,0,0,0,5,0,30,0,16,0,0,12,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,76,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,31,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,131
1800,"KCWQ-3_2005","KCWQ-3_2005",69,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,51,0,0,0,0,27,0,0,0,16,0,70,5,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,18,90,0,3,0,0,0,2,0,0,0,0,61,0,0,0,0,0,5,14,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,0,0,18,0,0,0,0,69,0,0,0,0,43,2,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,11,2,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,37,0,0,0,0,0,160,0,0,0,10,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,0,42,0,0,2
2072,"Bvr_KC_Biosolids_2002","Bvr_KC_Biosolids_2002",2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,12,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,18,7,0,0,369,0,0,0,0,119,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,63,0,0,4,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,68,0,28,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,86,0,0,26,0,0,0,0,0,2,0,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,1,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,0,0,31,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,3,8,1,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,10,0,0,0
2075,"LyD_KC_Biosolids_2002","LyD_KC_Biosolids_2002",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,3,0,0,0,180,0,0,0,0,58,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,75,0,0,27,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,24,10,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,44,0,0,0
2079,"TnD_KC_Biosolids_2002","TnD_KC_Biosolids_2002",17,0,0,0,0,0,0,0,0,0,7,0,0,20,0,3,0,0,6,0,0,0,0,0,0,104,0,0,0,0,2,1,14,0,0,0,10,0,0,81,0,0,0,0,54,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,6,0,0,0,0,0,29,0,0,0,0,0,9,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,346,0,1,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,81,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,35,0,0,7,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,3,17,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,72,3,0,93,0,0,2
2081,"Tok_KC_Biosolids_2002","Tok_KC_Biosolids_2002",0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,241,0,0,16,0,0,0,19,0,0,9,7,0,0,75,0,0,0,1,35,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,24,0,0,0,0,0,13,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,60,0,1,0,0,0,0,0,0,0,0,0,10,73,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,18,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,70,0,0,11,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,7,28,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,37,0,27,0,0,0
2113,"Bvr_KC_Biosolids_2006","Bvr_KC_Biosolids_2006",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267,0,0,5,0,0,0,2,0,0,4,0,2,0,56,0,0,0,7,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,19,0,0,15,52,0,0,0,0,0,1,0,0,0,0,36,0,1,0,0,0,23,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,5,11,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,127,0,50,0,0,0
2116,"LyD_KC_Biosolids_2006","LyD_KC_Biosolids_2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
