"Visit.ID","Site.Code","longname","Acari","Acentrella","Acentrella_turbida","Acneus","Agapetus","Agraylea","Ameletus","Amiocentrus","Amphipoda","Amphizoa","Ampumixis","Anagapetus","Anisogammaridae","Antocha","Apatania","Arctopsyche","Arctopsychinae","Atherix","Attenella","Baetidae","Baetis","Baetis piscatoris complex","Baetis_alius","Baetis_bicaudatus","Baetis_flavistriga","Baetis_tricaudatus","Blephariceridae","Brachycentridae","Brachycentrus","Brachycera","Calineuria","Capniidae","Caudatella","Centroptilum","Ceratopogonidae","Ceratopogoninae","Chelifera","Chelifera.Metachela","Cheumatopsyche","Chironomidae","Chironominae","Chironomini","Chloroperlidae","Cinygma","Cinygmula","Claassenia_sabulosa","Cleptelmis","Clinocera","Copepoda","Corydalidae","Crangonyx","Cryptochia","Cryptolabis","Despaxia","Diamesinae","Dicosmoecus","Dicosmoecus_atripes","Dicosmoecus_gilvipes","Dicranota","Diphetor_hageni","Diptera","Dixa","Dixella","Dixidae","Dolichopodidae","Dolophilodes","Doroneuria","Drunella","Drunella doddsii","Drunella_coloradensis.flavilinea","Drunella_grandis","Drunella_spinifera","Dytiscidae","Ecclisocosmoecus","Ecclisomyia","Ecdyonurus criddlei","Ectopria","Elmidae","Elmidae sp. AJF#01","Empididae","Empididae Genus A","Empididae Genus B","Empididae sp. AJF#01","Epeorus","Epeorus_albertae","Epeorus_deceptivus","Epeorus_grandis","Epeorus_longimanus","Ephemerella","Ephemerellidae","Ephemerellinae","Ephydridae","Farula","Ferrissia","Fluminicola","Forcipomyiinae","Gammarus","Gerridae","Gerris","Glossosoma","Glossosomatidae","Glutops","Goeracea","Goeridae","Gomphidae","Haliplidae","Helophorus","Hemerodromia","Heptageniidae","Hesperoconopa","Hesperoperla","Hesperoperla_pacifica","Heterlimnius","Heteroplectron","Hexatoma","Himalopsyche","Hirudinea","Hydatophylax","Hydra","Hydraena","Hydrobiidae","Hydrophilidae","Hydrophiloidea","Hydropsyche","Hydropsychidae","Hydroptila","Hydroptilidae","Hydrozoa","Integripalpia","Ironodes","Isoperla","Isopoda","Juga","Kathroperla","Kogotus","Kogotus nonus","Labiobaetis","Lara","Lepidostoma","Leptoceridae","Leptophlebiidae","Leuctridae","Limnephilidae","Limnephilidae sp. AJF#01","Limnephilidae sp. AJF#02","Limnephilidae sp. AJF#03","Limnichidae","Limnophila","Limonia","Limoniinae","Malenka","Maruina","Megarcys","Meringodixa","Meropelopia","Micrasema","Molophilus","Moselia","Muscidae","Mycetophilidae","Narpus","Nematoda","Nematomorpha","Nemouridae","Neophylax","Neophylax occidentis","Neophylax_rickeri","Neophylax_splendens","Neoplasta","Neothremma","Nixe","Ochrotrichia","Oligochaeta","Oligophlebodes","Onocosmoecus","Optioservus","Oregonia","Oreogeton","Oribatida","Ormosia","Orthocladiinae","Ostracoda","Pacifastacus","Pacifastacus leniusculus","Palaeagapetus nearcticus","Paraleptophlebia","Paraperla","Paraperlinae","Parapsyche","Parapsyche_almota","Parapsyche_elsis","Pedicia","Pedomoecus","Pericoma","Pericoma/Telmatoscopus","Perlidae","Perlinodes","Perlodidae","Philopotamidae","Physidae","Pilaria","Pisidiidae","Pisidium","Planorbidae","Plecoptera","Podonominae","Polycelis","Polycelis coronata","Polycentropodidae","Procloeon","Prodiamesinae","Prosimulium","Prostoma","Protoptila","Psephenidae","Pseudochironomini","Pseudocloeon","Psychodidae","Psychodinae","Psychoglypha","Pteronarcella","Pteronarcyidae","Pteronarcys","Ptilodactylidae","Ptychopteridae","Pyralidae","Rhabdomastix","Rhithrogena","Rhyacophila","Rhyacophila arnaudi","Rhyacophila atrata complex","Rhyacophila ecosa","Rhyacophila malkini","Rhyacophila Sibirica Group","Rhyacophila_Angelita_Gr_","Rhyacophila_Betteni_Gr_","Rhyacophila_blarina","Rhyacophila_Brunnea_Gr_","Rhyacophila_Coloradensis_Gr_","Rhyacophila_Grandis_Gr_","Rhyacophila_Hyalinata_Gr_","Rhyacophila_narvae","Rhyacophila_Oreta.Gr_","Rhyacophila_pellisa.valuma","Rhyacophila_Rotunda_Gr_","Rhyacophila_Vagrita_Gr_","Rhyacophila_Vofixa_Gr_","Roederiodes","Sciomyzidae","Serratella","Serratella micheneri","Serratella_teresa","Serratella_tibialis","Setvena","Sialis","Simuliidae","Simulium","Skwala","Soliperla","Soyedina","Sphaeriidae","Staphylinidae","Suwallia","Sweltsa","Syrphidae","Tabanidae","Taeniopterygidae","Tanypodinae","Tanytarsini","Thaumalea","Thaumaleidae","Timpanoga_hecuba","Timpanoginae","Tipula","Tipulidae","Tipulidae sp. MAA#01","Tipulidae sp. MAA#02","Trepaxonemata","Trichoclinocera","Trichoptera","Trichoptera sp. AJF#01","Trichoptera sp. AJF#02","Trombidiformes","Turbellaria","Uenoidae","Uromunna acarina","Visoka","Wormaldia","Yoraperla","Zaitzevia","Zapada","Zapada_cinctipes","Zapada_columbiana","Zapada_frigida","Zapada_Oregonensis_Gr_"
2120,"TnD_KC_Biosolids_2006","TnD_KC_Biosolids_2006",28,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,23,0,0,0,0,0,0,135,0,0,0,0,13,1,4,0,0,1,0,5,0,82,0,0,2,0,54,0,56,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,19,19,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,65,0,0,50,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,4,10,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,18,0,33,0,0,3
2122,"Tok_KC_Biosolids_2006","Tok_KC_Biosolids_2006",4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,0,0,0,30,0,4,0,325,0,0,2,3,25,0,53,0,2,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,26,0,7,0,0,6,0,0,0,4,0,0,0,29,1,2,0,0,0,0,0,0,0,0,19,0,0,0,0,0,10,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,0,49,28,0,0,0,0,0,0,0,0,0,0,60,0,0,72,0,0,0,0,0,5,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,3,0,0,0,0,0,4,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,0,34,0,0,12
2323,"09NEW2128_2002","09NEW2128_2002",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,264,0,0,0,14,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,5,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
2324,"09NEW2151_2002","09NEW2151_2002",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,3,1,0,0,335,0,0,0,0,128,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,39,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,2,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,5,23,0,2,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,3,0,0,0,2,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,10,6,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,20,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,5,0,0,0,0,0,0,25,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,24,0,0,0,20,2,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,2,2
2353,"08CED5032_2002","08CED5032_2002",3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,1,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,222,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0
2354,"08CED5046_2002","08CED5046_2002",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,0,0,0,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,8,0,0,2
2375,"08ISS4373_2002","08ISS4373_2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
2376,"08ISS4573_2002","08ISS4573_2002",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,92,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,23,12,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0,0,0
2378,"08ISS4735_2002","08ISS4735_2002",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,77,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,14,0,0,0,8,0,0,0
2379,"08ISS4884_2002","08ISS4884_2002",2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,2,0,0,0,93,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,47,0,0,12,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,17,0,0,0
2461,"09DEE2266_2002","09DEE2266_2002",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,2,0,0,0,59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,78,0,4,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,0,0,2
2462,"09DEE2294_2002","09DEE2294_2002",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,5,0,0,0,182,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,64,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,59,13,1,0,0,0,0,0,0,1,0,0,0,85,0,1,0,0,0,0,0,0,8,0,0,2,11,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,3,0,0,3,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,2,0,0,0,0,0,2,8,0,6,0,0,13,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,33,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,12,0,0,2
2482,"09MID1958_2002","09MID1958_2002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,3,0,0,107,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,152,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,26,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,4,0,0,0,0,0,0
2483,"09MID2426_2002","09MID2426_2002",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,4,4,0,0,67,0,0,0,0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,4,0,0,0,0,8,0,0,0,0,0,17,108,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,7,0,0,0
2606,"WAM06600-006355_2009","WAM06600-006355_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,95,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,44,57,0,0,0,0,0,0,0,27,0,0,6,21,0,2,0,0,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0
2856,"7-235_2009","7-235_2009",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,0,0,0,0,0,0,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
2873,"DREM37.4_2009","DREM37.4_2009",0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,11,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,19,0,0,0
2889,"WAM06600-000815_2009","WAM06600-000815_2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,18,109,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,70,0,0,0
