PSSB_SAMPID,PSSB_SITID,PSSB_VISID,tblSampleEvent_SAMPLE_NUMBER,SITE_ID,SampleDate,Time,tblRiffleGroup_SAMPLE_NUMBER,Reach_Length_ft,Number_of_Riffles_Sampled,Streambank_Stability,RiffleNumber,Riffle_Flow_Distance_ft,Riffle_Flow_Time_sec_Rep1,Riffle_Flow_Time_sec_Rep2,Riffle_Flow_Time_sec_Rep3
4826,259,3008,09NEW2102_10,09NEW2102,8/23/2010 0:00:00,12/30/1899 12:00:00,09NEW2102_10,90,,2,2,8,3.5,3.87,3.65
4826,259,3008,09NEW2102_10,09NEW2102,8/23/2010 0:00:00,12/30/1899 12:00:00,09NEW2102_10,90,,2,3,8,3.94,4.37,3.88
5827,259,3738,09NEW2102_11,09NEW2102,9/7/2011 0:00:00,12/30/1899 12:00:00,09NEW2102_11,97,,2,1,5,3.73,3.78,4.26
5827,259,3738,09NEW2102_11,09NEW2102,9/7/2011 0:00:00,12/30/1899 12:00:00,09NEW2102_11,97,,2,2,7,4.02,4.6,4.2
5827,259,3738,09NEW2102_11,09NEW2102,9/7/2011 0:00:00,12/30/1899 12:00:00,09NEW2102_11,97,,2,3,5,3.93,4.09,3.67
3864,260,2323,09NEW2128_02,09NEW2128,8/16/2002 0:00:00,,09NEW2128_02,,,,1,20,13,14,12.5
3864,260,2323,09NEW2128_02,09NEW2128,8/16/2002 0:00:00,,09NEW2128_02,,,,2,10,10,8,7
3864,260,2323,09NEW2128_02,09NEW2128,8/16/2002 0:00:00,,09NEW2128_02,,,,3,20,18,16,20
3165,260,1913,09NEW2128_03,09NEW2128,8/15/2003 0:00:00,12/30/1899 10:00:00,09NEW2128_03,,,,1,3,5.6,6.2,6.3
3165,260,1913,09NEW2128_03,09NEW2128,8/15/2003 0:00:00,12/30/1899 10:00:00,09NEW2128_03,,,,2,3,3.2,3,6.3
3165,260,1913,09NEW2128_03,09NEW2128,8/15/2003 0:00:00,12/30/1899 10:00:00,09NEW2128_03,,,,3,3,3,3.2,3
978,260,881,09NEW2128_05,09NEW2128,8/23/2005 0:00:00,12/30/1899 11:15:00,09NEW2128_05,,,,1,8,8.98,8.25,7.41
978,260,881,09NEW2128_05,09NEW2128,8/23/2005 0:00:00,12/30/1899 11:15:00,09NEW2128_05,,,,2,10,7.72,9.81,7.79
978,260,881,09NEW2128_05,09NEW2128,8/23/2005 0:00:00,12/30/1899 11:15:00,09NEW2128_05,,,,3,8,6.57,6.04,7.1
240,260,214,09NEW2128_06,09NEW2128,8/15/2006 0:00:00,,09NEW2128_06,134,,1,1,10,6.52,8.2,6.26
240,260,214,09NEW2128_06,09NEW2128,8/15/2006 0:00:00,,09NEW2128_06,134,,1,2,9,10.27,9.25,10.29
240,260,214,09NEW2128_06,09NEW2128,8/15/2006 0:00:00,,09NEW2128_06,134,,1,3,10,6.86,7.83,6.56
3686,260,2195,09NEW2128_07,09NEW2128,8/22/2007 0:00:00,12/30/1899 12:45:00,09NEW2128_07,166,,2,1,10,6.38,6.77,6.04
3686,260,2195,09NEW2128_07,09NEW2128,8/22/2007 0:00:00,12/30/1899 12:45:00,09NEW2128_07,166,,2,2,10,6.92,9.98,6.26
3686,260,2195,09NEW2128_07,09NEW2128,8/22/2007 0:00:00,12/30/1899 12:45:00,09NEW2128_07,166,,2,3,10,5.91,7.66,7.3
745,260,682,09NEW2128_08,09NEW2128,9/4/2008 0:00:00,12/30/1899 12:18:00,09NEW2128_08,151,,3,1,10,6.22,6.22,5.87
745,260,682,09NEW2128_08,09NEW2128,9/4/2008 0:00:00,12/30/1899 12:18:00,09NEW2128_08,151,,3,2,6,3.75,3.88,3.6
745,260,682,09NEW2128_08,09NEW2128,9/4/2008 0:00:00,12/30/1899 12:18:00,09NEW2128_08,151,,3,3,15,7.56,6.69,7.44
4214,260,2637,09NEW2128_09,09NEW2128,9/17/2009 0:00:00,12/30/1899 11:30:00,09NEW2128_09,50,,3,1,1,2,2,2
4214,260,2637,09NEW2128_09,09NEW2128,9/17/2009 0:00:00,12/30/1899 11:30:00,09NEW2128_09,50,,3,2,1,2,1.5,2
4214,260,2637,09NEW2128_09,09NEW2128,9/17/2009 0:00:00,12/30/1899 11:30:00,09NEW2128_09,50,,3,3,1,2,2,2
4821,260,3003,09NEW2128_10,09NEW2128,8/23/2010 0:00:00,12/30/1899 10:30:00,09NEW2128_10,155,,2,1,8,3.69,3.27,3.19
4821,260,3003,09NEW2128_10,09NEW2128,8/23/2010 0:00:00,12/30/1899 10:30:00,09NEW2128_10,155,,2,2,8,4.97,4.33,4.43
4821,260,3003,09NEW2128_10,09NEW2128,8/23/2010 0:00:00,12/30/1899 10:30:00,09NEW2128_10,155,,2,3,8,7.48,7.48,6.2
5780,260,3709,09NEW2128_11,09NEW2128,9/7/2011 0:00:00,12/30/1899 10:45:00,09NEW2128_11,132,,2,1,8,6.28,6.14,6.43
5780,260,3709,09NEW2128_11,09NEW2128,9/7/2011 0:00:00,12/30/1899 10:45:00,09NEW2128_11,132,,2,2,14,11.36,11.18,11.19
4577,261,2324,09NEW2151_02,09NEW2151,8/7/2002 0:00:00,,09NEW2151_02,,,,1,6,2.5,2.5,2.5
4577,261,2324,09NEW2151_02,09NEW2151,8/7/2002 0:00:00,,09NEW2151_02,,,,2,6,3,3,3
4577,261,2324,09NEW2151_02,09NEW2151,8/7/2002 0:00:00,,09NEW2151_02,,,,3,6,3,3.5,3
3167,261,1914,09NEW2151_03,09NEW2151,9/8/2003 0:00:00,12/30/1899 1:50:00,09NEW2151_03,,,,1,3,2.1,2.3,2.5
3167,261,1914,09NEW2151_03,09NEW2151,9/8/2003 0:00:00,12/30/1899 1:50:00,09NEW2151_03,,,,2,3,2.1,2.3,2.3
3167,261,1914,09NEW2151_03,09NEW2151,9/8/2003 0:00:00,12/30/1899 1:50:00,09NEW2151_03,,,,3,3,2.1,2,2
906,261,804,09NEW2151_05,09NEW2151,8/4/2005 0:00:00,12/30/1899 10:30:00,09NEW2151_05,,,,1,5,3.15,3.68,3.19
906,261,804,09NEW2151_05,09NEW2151,8/4/2005 0:00:00,12/30/1899 10:30:00,09NEW2151_05,,,,2,6,3.49,3.73,3.42
215,261,215,09NEW2151_06,09NEW2151,8/21/2006 0:00:00,12/30/1899 9:50:00,09NEW2151_06,95,,4,1,10,7,7,8
215,261,215,09NEW2151_06,09NEW2151,8/21/2006 0:00:00,12/30/1899 9:50:00,09NEW2151_06,95,,4,2,10,11,8,10
215,261,215,09NEW2151_06,09NEW2151,8/21/2006 0:00:00,12/30/1899 9:50:00,09NEW2151_06,95,,4,3,10,7,6,6
3687,261,2196,09NEW2151_07,09NEW2151,8/23/2007 0:00:00,12/30/1899 9:15:00,09NEW2151_07,95,,3,1,10,6.87,4.85,5.25
3687,261,2196,09NEW2151_07,09NEW2151,8/23/2007 0:00:00,12/30/1899 9:15:00,09NEW2151_07,95,,3,2,7,3.08,3.19,3.25
3687,261,2196,09NEW2151_07,09NEW2151,8/23/2007 0:00:00,12/30/1899 9:15:00,09NEW2151_07,95,,3,3,10,6.37,5.16,3.6
4213,261,2636,09NEW2151_09,09NEW2151,9/16/2009 0:00:00,12/30/1899 10:00:00,09NEW2151_09,60,,2,1,3,3,3,3
4213,261,2636,09NEW2151_09,09NEW2151,9/16/2009 0:00:00,12/30/1899 10:00:00,09NEW2151_09,60,,2,2,3,3,3,3
4213,261,2636,09NEW2151_09,09NEW2151,9/16/2009 0:00:00,12/30/1899 10:00:00,09NEW2151_09,60,,2,3,3,3,3,3
4824,261,3006,09NEW2151_10,09NEW2151,8/23/2010 0:00:00,12/30/1899 9:00:00,09NEW2151_10,,,2,1,6,3.47,3.72,3.68
4824,261,3006,09NEW2151_10,09NEW2151,8/23/2010 0:00:00,12/30/1899 9:00:00,09NEW2151_10,,,2,2,6,3.59,3.53,3.88
4824,261,3006,09NEW2151_10,09NEW2151,8/23/2010 0:00:00,12/30/1899 9:00:00,09NEW2151_10,,,2,3,6,4.34,4.75,3.41
5779,261,3708,09NEW2151_11,09NEW2151,9/7/2011 0:00:00,12/30/1899 9:30:00,09NEW2151_11,101,,2,1,5,2.71,3.08,2.88
5779,261,3708,09NEW2151_11,09NEW2151,9/7/2011 0:00:00,12/30/1899 9:30:00,09NEW2151_11,101,,2,2,5,2.76,2.28,2.35
5779,261,3708,09NEW2151_11,09NEW2151,9/7/2011 0:00:00,12/30/1899 9:30:00,09NEW2151_11,101,,2,3,6,3.98,3.34,3.73
3867,262,2326,09SOO0943_02,09SOO0943,8/6/2002 0:00:00,,09SOO0943_02,,,,1,6,2.5,2.5,3
3867,262,2326,09SOO0943_02,09SOO0943,8/6/2002 0:00:00,,09SOO0943_02,,,,2,3,3,3,3
3867,262,2326,09SOO0943_02,09SOO0943,8/6/2002 0:00:00,,09SOO0943_02,,,,3,6,2.5,2.5,2
3185,262,1931,09SOO0943_03,09SOO0943,8/12/2003 0:00:00,12/30/1899 2:30:00,09SOO0943_03,,,,1,3,2.54,2.23,2.05
3185,262,1931,09SOO0943_03,09SOO0943,8/12/2003 0:00:00,12/30/1899 2:30:00,09SOO0943_03,,,,2,3,2.16,1.9,1.8
3185,262,1931,09SOO0943_03,09SOO0943,8/12/2003 0:00:00,12/30/1899 2:30:00,09SOO0943_03,,,,3,3,2.09,2.15,2.25
1018,262,927,09SOO0943_05,09SOO0943,9/7/2005 0:00:00,12/30/1899 12:30:00,09SOO0943_05,,,,1,30,13.72,13.1,11
216,262,216,09SOO0943_06,09SOO0943,8/31/2006 0:00:00,12/30/1899 8:40:00,09SOO0943_06,56,,3,1,10,3.69,3.66,6.67
3688,262,2197,09SOO0943_07,09SOO0943,8/15/2007 0:00:00,12/30/1899 13:53:00,09SOO0943_07,380,,3,1,9,3.78,3.84,3.87
3688,262,2197,09SOO0943_07,09SOO0943,8/15/2007 0:00:00,12/30/1899 13:53:00,09SOO0943_07,380,,3,3,10,3.04,2.87,3.09
651,262,591,09SOO0943_08,09SOO0943,8/18/2008 0:00:00,12/30/1899 9:08:00,09SOO0943_08,231,,4,1,10,4.03,3.81,4.16
651,262,591,09SOO0943_08,09SOO0943,8/18/2008 0:00:00,12/30/1899 9:08:00,09SOO0943_08,231,,4,2,14,4.84,4.75,4.41
651,262,591,09SOO0943_08,09SOO0943,8/18/2008 0:00:00,12/30/1899 9:08:00,09SOO0943_08,231,,4,3,12,5.93,7.19,7.33
3845,262,2308,09SOO0943_09,09SOO0943,8/5/2009 0:00:00,12/30/1899 8:40:00,09SOO0943_09,290,,3,1,15,4.3,4.2,3.9
3845,262,2308,09SOO0943_09,09SOO0943,8/5/2009 0:00:00,12/30/1899 8:40:00,09SOO0943_09,290,,3,2,15,3.7,3.7,3.7
3845,262,2308,09SOO0943_09,09SOO0943,8/5/2009 0:00:00,12/30/1899 8:40:00,09SOO0943_09,290,,3,3,10,3.6,3.6,3.5
4883,262,3058,09SOO0943_10,09SOO0943,8/5/2010 0:00:00,12/30/1899 1:15:00,09SOO0943_10,197,,2,1,20,6.5,6.41,6.79
4883,262,3058,09SOO0943_10,09SOO0943,8/5/2010 0:00:00,12/30/1899 1:15:00,09SOO0943_10,197,,2,2,30,8.87,8,8.37
5855,262,3762,09SOO0943_11,09SOO0943,8/10/2011 0:00:00,12/30/1899 8:30:00,09SOO0943_11,122,,2,1,15,3.92,3.55,4.03
5855,262,3762,09SOO0943_11,09SOO0943,8/10/2011 0:00:00,12/30/1899 8:30:00,09SOO0943_11,122,,2,2,10,3.74,3.55,3.83
5855,262,3762,09SOO0943_11,09SOO0943,8/10/2011 0:00:00,12/30/1899 8:30:00,09SOO0943_11,122,,2,3,10,3.77,3.69,3.74
3868,263,2327,09SOO1020_02,09SOO1020,8/28/2002 0:00:00,,09SOO1020_02,,,,1,3,4,3,3
3868,263,2327,09SOO1020_02,09SOO1020,8/28/2002 0:00:00,,09SOO1020_02,,,,2,3,3,3,3
3868,263,2327,09SOO1020_02,09SOO1020,8/28/2002 0:00:00,,09SOO1020_02,,,,3,3,2.5,2.5,2
3187,263,1932,09SOO1020_03,09SOO1020,9/15/2003 0:00:00,12/30/1899 12:00:00,09SOO1020_03,,,,1,3,1.83,2.04,2.32
3187,263,1932,09SOO1020_03,09SOO1020,9/15/2003 0:00:00,12/30/1899 12:00:00,09SOO1020_03,,,,2,3,1.96,1.78,1.66
3187,263,1932,09SOO1020_03,09SOO1020,9/15/2003 0:00:00,12/30/1899 12:00:00,09SOO1020_03,,,,3,3,2.74,2.88,4.04
3869,264,2328,09SOO1022_02,09SOO1022,8/1/2002 0:00:00,,09SOO1022_02,,,,1,3,3,3,3
3869,264,2328,09SOO1022_02,09SOO1022,8/1/2002 0:00:00,,09SOO1022_02,,,,2,6,5,7,5
3869,264,2328,09SOO1022_02,09SOO1022,8/1/2002 0:00:00,,09SOO1022_02,,,,3,3,3,4,2.5
3188,264,1933,09SOO1022_03,09SOO1022,8/12/2003 0:00:00,12/30/1899 12:00:00,09SOO1022_03,,,,1,3,2.11,1.99,2.01
3188,264,1933,09SOO1022_03,09SOO1022,8/12/2003 0:00:00,12/30/1899 12:00:00,09SOO1022_03,,,,2,3,1.94,1.97,2.29
3188,264,1933,09SOO1022_03,09SOO1022,8/12/2003 0:00:00,12/30/1899 12:00:00,09SOO1022_03,,,,3,3,3.3,3.46,3.41
217,264,217,09SOO1022_06,09SOO1022,8/24/2006 0:00:00,12/30/1899 8:50:00,09SOO1022_06,51,,2,1,8,5.63,5.23,5.69
217,264,217,09SOO1022_06,09SOO1022,8/24/2006 0:00:00,12/30/1899 8:50:00,09SOO1022_06,51,,2,2,6,3.32,4.26,3.89
217,264,217,09SOO1022_06,09SOO1022,8/24/2006 0:00:00,12/30/1899 8:50:00,09SOO1022_06,51,,2,3,3.58,3.28,3.23,3.5
3690,264,2198,09SOO1022_07,09SOO1022,8/14/2007 0:00:00,12/30/1899 10:15:00,09SOO1022_07,79,,4,1,3,5.26,5.27,6.05
3690,264,2198,09SOO1022_07,09SOO1022,8/14/2007 0:00:00,12/30/1899 10:15:00,09SOO1022_07,79,,4,2,6,5.27,4.97,5.49
3690,264,2198,09SOO1022_07,09SOO1022,8/14/2007 0:00:00,12/30/1899 10:15:00,09SOO1022_07,79,,4,3,5,6.49,5.69,7.07
3961,264,2415,09SOO1022_09,09SOO1022,8/24/2009 0:00:00,12/30/1899 15:00:00,09SOO1022_09,79,,3,1,7,8.9,9.7,8.9
3961,264,2415,09SOO1022_09,09SOO1022,8/24/2009 0:00:00,12/30/1899 15:00:00,09SOO1022_09,79,,3,2,5,3.6,2.9,4.5
3961,264,2415,09SOO1022_09,09SOO1022,8/24/2009 0:00:00,12/30/1899 15:00:00,09SOO1022_09,79,,3,3,5,6,6.5,5.8
4790,264,2975,09SOO1022_10,09SOO1022,9/20/2010 0:00:00,12/30/1899 11:15:00,09SOO1022_10,173,,2,1,10,5.87,5.27,5.59
4790,264,2975,09SOO1022_10,09SOO1022,9/20/2010 0:00:00,12/30/1899 11:15:00,09SOO1022_10,173,,2,2,10,6.3,6.77,6.28
4790,264,2975,09SOO1022_10,09SOO1022,9/20/2010 0:00:00,12/30/1899 11:15:00,09SOO1022_10,173,,2,3,10,4.88,5.29,4.92
5873,264,3781,09SOO1022_11,09SOO1022,8/3/2011 0:00:00,12/30/1899 13:45:00,09SOO1022_11,228,,3,1,5,6.76,6.81,3.65
5873,264,3781,09SOO1022_11,09SOO1022,8/3/2011 0:00:00,12/30/1899 13:45:00,09SOO1022_11,228,,3,2,5,3.1,5.12,4.96
5873,264,3781,09SOO1022_11,09SOO1022,8/3/2011 0:00:00,12/30/1899 13:45:00,09SOO1022_11,228,,3,3,5,3.47,4.37,2.43
3870,265,2329,09SOO1040_02,09SOO1040,8/1/2002 0:00:00,,09SOO1040_02,,,,1,3,2.5,3.5,2.5
3870,265,2329,09SOO1040_02,09SOO1040,8/1/2002 0:00:00,,09SOO1040_02,,,,2,3,3,2.5,2.5
3870,265,2329,09SOO1040_02,09SOO1040,8/1/2002 0:00:00,,09SOO1040_02,,,,3,3,3,3.5,3
3871,266,2330,09SOO1106_02,09SOO1106,8/1/2002 0:00:00,,09SOO1106_02,,,,1,3,4,4,4
3871,266,2330,09SOO1106_02,09SOO1106,8/1/2002 0:00:00,,09SOO1106_02,,,,2,3,2.5,2,2
3871,266,2330,09SOO1106_02,09SOO1106,8/1/2002 0:00:00,,09SOO1106_02,,,,3,3,2.5,2.5,3
3189,266,1934,09SOO1106_03,09SOO1106,8/11/2003 0:00:00,12/30/1899 11:37:00,09SOO1106_03,,,,1,3,2.5,3.4,2.5
3189,266,1934,09SOO1106_03,09SOO1106,8/11/2003 0:00:00,12/30/1899 11:37:00,09SOO1106_03,,,,2,3,4,3.5,3.5
3189,266,1934,09SOO1106_03,09SOO1106,8/11/2003 0:00:00,12/30/1899 11:37:00,09SOO1106_03,,,,3,3,2.73,2.77,2.6
1039,266,945,09SOO1106_05,09SOO1106,9/15/2005 0:00:00,12/30/1899 13:45:00,09SOO1106_05,,,,1,9,9.43,11.62,12.16
1039,266,945,09SOO1106_05,09SOO1106,9/15/2005 0:00:00,12/30/1899 13:45:00,09SOO1106_05,,,,2,9,9.86,8.2,7.68
1039,266,945,09SOO1106_05,09SOO1106,9/15/2005 0:00:00,12/30/1899 13:45:00,09SOO1106_05,,,,3,7,4.61,6.32,6.38
3691,266,2199,09SOO1106_07,09Soo1106,8/8/2007 0:00:00,12/30/1899 14:20:00,09Soo1106_07,57,,3,1,3.5,3.68,3.01,3.22
3691,266,2199,09SOO1106_07,09Soo1106,8/8/2007 0:00:00,12/30/1899 14:20:00,09Soo1106_07,57,,3,2,3,4.89,3.59,3.74
3691,266,2199,09SOO1106_07,09Soo1106,8/8/2007 0:00:00,12/30/1899 14:20:00,09Soo1106_07,57,,3,3,6,4.44,4.74,4.23
684,266,621,09SOO1106_08,09SOO1106,8/7/2008 0:00:00,12/30/1899 8:37:00,09SOO1106_08,38,,4,1,3,3.31,3.22,3.47
684,266,621,09SOO1106_08,09SOO1106,8/7/2008 0:00:00,12/30/1899 8:37:00,09SOO1106_08,38,,4,2,4,2.29,2.19,2.34
684,266,621,09SOO1106_08,09SOO1106,8/7/2008 0:00:00,12/30/1899 8:37:00,09SOO1106_08,38,,4,3,4,3.82,4.29,4.3
4887,266,3061,09SOO1106_10,09SOO1106,8/5/2010 0:00:00,12/30/1899 10:00:00,09SOO1106_10,,,2,1,4,2.84,2.19,2.44
4887,266,3061,09SOO1106_10,09SOO1106,8/5/2010 0:00:00,12/30/1899 10:00:00,09SOO1106_10,,,2,2,5,3.19,3.44,3.53
4887,266,3061,09SOO1106_10,09SOO1106,8/5/2010 0:00:00,12/30/1899 10:00:00,09SOO1106_10,,,2,3,2,2.19,2.67,2.59
5854,266,3761,09SOO1106_11,09SOO1106,8/10/2011 0:00:00,12/30/1899 13:45:00,09SOO1106_11,119,,3,1,5,6.63,6.99,7.8
5854,266,3761,09SOO1106_11,09SOO1106,8/10/2011 0:00:00,12/30/1899 13:45:00,09SOO1106_11,119,,3,2,5,4.5,5.01,4.9
5854,266,3761,09SOO1106_11,09SOO1106,8/10/2011 0:00:00,12/30/1899 13:45:00,09SOO1106_11,119,,3,3,2.5,2.64,2.73,2.7
3872,267,2331,09SOO1130_02,09SOO1130,9/30/2002 0:00:00,,09SOO1130_02,,,,1,10,5,4,4
3872,267,2331,09SOO1130_02,09SOO1130,9/30/2002 0:00:00,,09SOO1130_02,,,,2,3,3,2.5,3
3872,267,2331,09SOO1130_02,09SOO1130,9/30/2002 0:00:00,,09SOO1130_02,,,,3,10,4,4,4
3190,267,1935,09SOO1130_03,09SOO1130,8/11/2003 0:00:00,12/30/1899 14:00:00,09SOO1130_03,,,,1,3,1.31,1.89,1.68
3190,267,1935,09SOO1130_03,09SOO1130,8/11/2003 0:00:00,12/30/1899 14:00:00,09SOO1130_03,,,,2,3,1.1,1.2,1.3
3190,267,1935,09SOO1130_03,09SOO1130,8/11/2003 0:00:00,12/30/1899 14:00:00,09SOO1130_03,,,,3,3,1.8,1.6,1.5
1019,267,928,09SOO1130_05,09SOO1130,9/7/2005 0:00:00,12/30/1899 14:30:00,09SOO1130_05,,,,1,30,10.56,16.64,14.46
1019,267,928,09SOO1130_05,09SOO1130,9/7/2005 0:00:00,12/30/1899 14:30:00,09SOO1130_05,,,,2,25,6.61,7.12,19.33
1019,267,928,09SOO1130_05,09SOO1130,9/7/2005 0:00:00,12/30/1899 14:30:00,09SOO1130_05,,,,3,25,8.34,10.74,14.98
218,267,218,09SOO1130_06,09SOO1130,8/31/2006 0:00:00,12/30/1899 11:00:00,09SOO1130_06,175,,4,1,10,4.43,4.15,4.04
218,267,218,09SOO1130_06,09SOO1130,8/31/2006 0:00:00,12/30/1899 11:00:00,09SOO1130_06,175,,4,2,10,5.74,6.8,5.33
3692,267,2200,09SOO1130_07,09SOO1130,8/15/2007 0:00:00,12/30/1899 9:40:00,09SOO1130_07,418,,3,1,10,4.75,4.78,4.66
3692,267,2200,09SOO1130_07,09SOO1130,8/15/2007 0:00:00,12/30/1899 9:40:00,09SOO1130_07,418,,3,2,10,4.68,4.78,4.47
3692,267,2200,09SOO1130_07,09SOO1130,8/15/2007 0:00:00,12/30/1899 9:40:00,09SOO1130_07,418,,3,3,11,3.34,3.62,3.34
650,267,590,09SOO1130_08,09SOO1130,8/18/2008 0:00:00,12/30/1899 10:56:00,09SOO1130_08,235,,3,1,13,6.57,6.7,6.67
650,267,590,09SOO1130_08,09SOO1130,8/18/2008 0:00:00,12/30/1899 10:56:00,09SOO1130_08,235,,3,2,12,4.08,3.84,3.7
650,267,590,09SOO1130_08,09SOO1130,8/18/2008 0:00:00,12/30/1899 10:56:00,09SOO1130_08,235,,3,3,13,3.07,3.16,3.13
3973,267,2428,09SOO1130_09,09SOO1130,8/5/2009 0:00:00,12/30/1899 9:00:00,09SOO1130_09,437,,2,1,30,10.2,9.3,8.5
3973,267,2428,09SOO1130_09,09SOO1130,8/5/2009 0:00:00,12/30/1899 9:00:00,09SOO1130_09,437,,2,2,30,15,13,13.5
3973,267,2428,09SOO1130_09,09SOO1130,8/5/2009 0:00:00,12/30/1899 9:00:00,09SOO1130_09,437,,2,3,30,16.6,19.4,18.8
4792,267,2977,09SOO1130_10,09SOO1130,9/2/2010 0:00:00,12/30/1899 8:00:00,09SOO1130_10,470,,2,1,15,5.38,6.32,5.91
4792,267,2977,09SOO1130_10,09SOO1130,9/2/2010 0:00:00,12/30/1899 8:00:00,09SOO1130_10,470,,2,2,15,6.23,7.57,6.89
4792,267,2977,09SOO1130_10,09SOO1130,9/2/2010 0:00:00,12/30/1899 8:00:00,09SOO1130_10,470,,2,3,15,3.81,2.85,3.1
5850,267,3758,09SOO1130_11,09SOO1130,9/15/2011 0:00:00,12/30/1899 9:30:00,09SOO1130_11,330,,2,1,10,5.59,5.22,4.84
5850,267,3758,09SOO1130_11,09SOO1130,9/15/2011 0:00:00,12/30/1899 9:30:00,09SOO1130_11,330,,2,2,10,4.28,2.78,2.91
5850,267,3758,09SOO1130_11,09SOO1130,9/15/2011 0:00:00,12/30/1899 9:30:00,09SOO1130_11,330,,2,3,10,3.56,4.09,4.69
3873,268,2332,09SOO1134_02,09SOO1134,8/8/2002 0:00:00,,09SOO1134_02,,,,1,6,3,2,2
3873,268,2332,09SOO1134_02,09SOO1134,8/8/2002 0:00:00,,09SOO1134_02,,,,2,6,2,2,2
3873,268,2332,09SOO1134_02,09SOO1134,8/8/2002 0:00:00,,09SOO1134_02,,,,3,6,2,2,2
3191,268,1936,09SOO1134_03,09SOO1134,9/29/2003 0:00:00,12/30/1899 10:15:00,09SOO1134_03,,,,1,3,2.56,2.32,2.52
3191,268,1936,09SOO1134_03,09SOO1134,9/29/2003 0:00:00,12/30/1899 10:15:00,09SOO1134_03,,,,2,3,1.97,2.37,2.16
3191,268,1936,09SOO1134_03,09SOO1134,9/29/2003 0:00:00,12/30/1899 10:15:00,09SOO1134_03,,,,3,3,2,2.12,2.26
1033,268,940,09SOO1134_05,09SOO1134,9/13/2005 0:00:00,12/30/1899 12:38:00,09SOO1134_05,,,,1,10,3.19,3.19,3.16
1033,268,940,09SOO1134_05,09SOO1134,9/13/2005 0:00:00,12/30/1899 12:38:00,09SOO1134_05,,,,2,10,4.81,3.69,4.53
1033,268,940,09SOO1134_05,09SOO1134,9/13/2005 0:00:00,12/30/1899 12:38:00,09SOO1134_05,,,,3,10,3.46,3.63,3.38
219,268,219,09SOO1134_06,09SOO1134,8/24/2006 0:00:00,12/30/1899 11:00:00,09SOO1134_06,151,,2,1,10,3.7,3.89,4.71
3694,268,2201,09SOO1134_07,09SOO1134,8/14/2007 0:00:00,12/30/1899 12:05:00,09SOO1134_07,146,,3,1,9,4.07,4.18,4.46
692,268,628,09SOO1134_08,09SOO1134,8/18/2008 0:00:00,12/30/1899 14:30:00,09SOO1134_08,135,,3,1,12,4.89,5.6,4.51
4051,268,2499,09SOO1134_09,09SOO1134,8/5/2009 0:00:00,12/30/1899 13:30:00,09SOO1134_09,183,,3,1,20,7.7,10.1,7.4
4051,268,2499,09SOO1134_09,09SOO1134,8/5/2009 0:00:00,12/30/1899 13:30:00,09SOO1134_09,183,,3,2,20,6.7,7.4,7.2
4051,268,2499,09SOO1134_09,09SOO1134,8/5/2009 0:00:00,12/30/1899 13:30:00,09SOO1134_09,183,,3,3,20,6.5,6.9,6.8
4789,268,2974,09SOO1134_10,09SOO1134,9/20/2010 0:00:00,12/30/1899 12:00:00,09SOO1134_10,150,,2,1,10,4.53,4.59,5.13
5856,268,3763,09SOO1134_11,09SOO1134,8/10/2011 0:00:00,12/30/1899 10:00:00,09SOO1134_11,172,,3,1,6,3.56,4.18,4.13
5856,268,3763,09SOO1134_11,09SOO1134,8/10/2011 0:00:00,12/30/1899 10:00:00,09SOO1134_11,172,,3,2,5,2.73,3.09,3.67
5856,268,3763,09SOO1134_11,09SOO1134,8/10/2011 0:00:00,12/30/1899 10:00:00,09SOO1134_11,172,,3,3,5,3.97,2.92,2.87
3874,269,2333,09SOO1144_02,09SOO1144,8/2/2002 0:00:00,,09SOO1144_02,,,,1,3,2,3,3
3874,269,2333,09SOO1144_02,09SOO1144,8/2/2002 0:00:00,,09SOO1144_02,,,,2,3,2.5,3,3
3874,269,2333,09SOO1144_02,09SOO1144,8/2/2002 0:00:00,,09SOO1144_02,,,,3,3,3.5,4,3
3192,269,1937,09SOO1144_03,09SOO1144,8/11/2003 0:00:00,12/30/1899 9:45:00,09SOO1144_03,,,,1,3,2,2,2
3192,269,1937,09SOO1144_03,09SOO1144,8/11/2003 0:00:00,12/30/1899 9:45:00,09SOO1144_03,,,,2,3,2,2,2
3192,269,1937,09SOO1144_03,09SOO1144,8/11/2003 0:00:00,12/30/1899 9:45:00,09SOO1144_03,,,,3,3,3.5,4,4
220,269,220,09SOO1144_06,09SOO1144,8/31/2006 0:00:00,12/30/1899 13:00:00,09SOO1144_06,10,,3,1,6,3.39,3.52,3.47
3695,269,2202,09SOO1144_07,09SOO1144,8/8/2007 0:00:00,12/30/1899 8:45:00,09SOO1144_07,94,,3,1,5,3.42,3.47,3.68
3695,269,2202,09SOO1144_07,09SOO1144,8/8/2007 0:00:00,12/30/1899 8:45:00,09SOO1144_07,94,,3,2,8,7.75,10.88,8.68
3695,269,2202,09SOO1144_07,09SOO1144,8/8/2007 0:00:00,12/30/1899 8:45:00,09SOO1144_07,94,,3,3,9,5.09,5.13,5.16
781,269,724,09SOO1144_08,09SOO1144,8/7/2008 0:00:00,12/30/1899 10:32:00,09SOO1144_08,75,,3,1,9,9,9.3,9
